"n"	"dream"
"0037"	"(2003-07-19 (12)) I was at home, except I didn't live there, and it was extremely different. Out the back there was a huge tower (where the big shed is supposed to be). The house was huge and really high. I was in the pool room and Eli (Children of the Corn 3) and I were trying to get the ceiling to fall to kill the people in there. It did, but the people playing pool lived without injuries. We jumped down into this big pool thing. We went up to the top of the tower, and were talking about how to kill everyone. Some girls were in the room next to us, so Eli sent the floor up and it killed one of them. Eli went to kill some more people and I went up to the tower. When I went back down I went to put my shoes on and someone was asking me why I wasn't with Eli. Eli then walked past with a bag and went to the tower. I went to go up but he had blocked the stairs with a small bomb. I ran out and he came out after me, throwing them everywhere, some people were dead, but everyone else was inside. We ran to the front of the house. The house was burning and Eli and I were holding hands. We then went to a big fancy house, that had this little room that was open with a small TV on inside. We watched it until we saw someone in the bushes, so we ran out the other door, but there were lots more people. Some lady shot us with these magnet things that slow down your heart rate and makes you pass out. Eli's heart wasn't slowing, and he was breathing normally. I couldn't breathe properly and the lady was saying, about Eli, that it wasn't normal/human. I grabbed Eli's hand which gave me a boost. They took us to this lab where we passed out for about 5 seconds. It gave us a boost. We were throwing sharp things at them. I killed 6 people. I got some pins and was sticking them into people's hearts. I said to someone ""I wanna be your friend, do you like this friendship badge?"" and then as I was shoving it into them I said ""How do you like this?!"" There were screw things in some people's heads. I saw Dad (and he was being all zombie like) and we didn't hurt him. We smashed some motherboard."
"0038"	"(2003-07-19 (12)) I was pregnant and I didn't want the baby, but no-one would let me get rid of it. I had a rare disease thing which would make me get pregnant. Eli (Children of the Corn 3) and I smashed down a house and everyone in there died. We ran off."
"0039"	"(2003-07-24 (12)) I was in the car, going home from school. Eli was a new kid in the class."
"0040"	"(2003-08-10 (12)) Mathias and I sat next to each other in class. Then we went to this camp thing. Mathias and two girls went into this house and this man said something about angry school teachers. He shouted ""Eli!"" like that bloke in Children of the Corn 3. He let me stay in the house, but I had to sleep in the same bed as Mathias. We covered ourselves with raw meat to keep away wolves or something."
"0041"	"(2003-08-19 (12)) Ramona had been hanging around Gavin and while he was on the computer and I was at the listening post [Year 7 class] , she was being a cow and said to Gavin ""and I've been ruining your life too""."
"0042"	"(2003-08-20 (12)) Gavin was staying at Mom's. We got to Mom's, but Mom had to drop me off at school (it was during school) to get something. Teacher-F-04 was there and then she wouldn't let me leave. I found Gavin and we got Mom to get us (I didn't have my phone with me). We went for a walk and something happened with these kids, but I can't remember."
"0043"	"(2003-08-21 (12)) Gavin and I ran off and there was a building on fire and we kept running off together to get away from these men, but I can't remember why."
"0044"	"(2003-08-22 (12)) I was at school, and I had weird lolly/chocolate things. I was sharing them with Cedric, who was sitting next to me. I went to walk out and Gavin was acting weird, and I thought he was going to ask me out. I went into these woods and Cedric and Mathias were there chanting something. The only way to get out was by going through these puzzle rooms. I finally got out."
"0045"	"(2003-08-27 (12)) Gavin, Terrence, Tiana and some other kids were at the beach with me which was next to my house and a big shop. I went to the shop and took a big whiff of this ugly green and white nighty (which I could smell, and it smelt like this disgusting green sauce that was on some octopus that I had). It was disgusting. We were all hanging around near a stage. There was a competition going on, on the stage and Gavin kept staring at me. This thing was trying to kill us. Ezra came and followed me out of the house, so the thing saw us and we went next door to call someone."
"0046"	"(2003-08-28 (12)) We were in the library at school. Terrence said ""You like Izzy?"" to Gavin. I was right next to them with Tiana. He looked at me and said it was true. He kept staring at me."
"0047"	"(2003-09-11 (12)) Ramona and I were trying to get Gavin and Terrence to hide because these people were trying to get them. Ramona went after Terrence, so I went after Gavin. I grabbed his arm and got him down the ladder (of this playground), but then he disappeared. So did Terrence. Then we went looking for them."
"0048"	"(2003-09-11 (12)) I met up with Tiana, at this shop, who was lying on a lounge with the green blanket (from Mom's house). I went to a clothes shop (which was across from Tiana) with Mom. Classmate-F-11 was there and we were laughing about Dodo Derrick."
"0049"	"(2003-09-11 (12)) Me and Ezra had books and had to get down a weird waterslide. I got stuck in a flat bit because Ezra was sticking a book up to do something."
"0050"	"(2003-09-12 (12)) I was in the back of the car and Gavin and some mates were walking but staying right behind the car. I looked at him and he saw me. We went to a video shop and he stayed at the car. I went out to the car because I was hot. He left a note in my book about drama and how Classmate-M-13 (guy at school) had tripped someone over and some other stuff."
"0051"	"(2003-09-16 (12)) I was at some school carnival. We had a race. Gavin was sitting with me and talking to me. I saved some little kids from the big waves."
"0052"	"(2003-09-17 (12)) Cedric, Ramona, Classmate-F-10 and I were standing outside our classroom. Cedric and Ramona were doing some crime scene acting. Cedric said ""I'm home, honey!"" and leaned over and pretended to kiss Ramona, but Teacher-F-06 walked passed and he kissed her on the cheek. Cedric and Teacher-F-06 were a bit shocked, but the rest of us found it hilarious."
"0053"	"(2003-10-03 (12)) I was in an episode of Taken [I had never seen it at this point] . I was at school but it was different and these bomb things kept going off."
"0054"	"(2003-10-03 (12)) I went to the dentist and I started screaming (I don't know why) and I think I passed out because I woke up and my mouth felt funny. I told Mom I knew what she did -- while I was passed out, she had got my tooth done."
"0055"	"(2003-10-04 (12)) We were in groups (our class, different school) and I sat next to Gavin. Cedric and Mathias were also at our group. He started singing one my songs ""but everyone thinks you're straight"" (it's called 'Gay' and no-one has heard it). I started joining in as well. He kept following me around."
"0056"	"(2003-10-04 (12)) I was walking with Ramona and Tiana at some place. I told them I had a dream about some fancy king and queen and I was in a dirty singlet and it was to help some group. Tiana's brothers -- she had an older and a younger brother [she doesn't have an older brother in real life] - started jumping around singing with their shirts off."
"0057"	"(2003-10-09 (12)) I was at some weird place and I won a children's Music Idol. I bought heaps of Goosebumps books. There were lots of library things. This scarecrow man out the back had a little kitten."
"0058"	"(2003-10-10 (12)) I got bitten by a vampire and I got Mom in the car and then I flew to the car. Her window was broken. I saved her from the others. We went to a hospital and got Tim (Final Destination 2) and we had met him before. We kept running away from vampires. We went to some place and a vampire threw a needle at me, so I said that I was a vampire and showed him the bite. I got Mom out of there. A chemist blew up. We got out of the state and stayed at someone's house. These vampires could be in the light."
"0059"	"(2003-10-17[?] (12)) [On holiday] I was somewhere with the people from Music Idol -- I was talking with Cosima DeVito, Guy Sebastian and Shannon Noll. I was in a spa with Cosima and some girl called Rosa. We were then running and hiding from some killer."
"0060"	"(2003-10-24[?] (12)) [On holiday] There was a chairlift, in a snowy place, and I went on it. I was with Mom and I was hanging with Guy Sebastian."
"0061"	"(2003-11-02 (12)) A few kids from my class, some I don't know and I were on a boat and it sank, but we got out. There were big waves, I got out first and helped the others. Then we were in some room with curly stairs and we were running away from someone. We tried to get on another boat."
"0062"	"(2003-11-03 (12)) Me, Ramona, Tiana and some other people were at a toy shop. I went to the back aisle and Freddy Krueger (A Nightmare on Elm Street) was there. I was teasing him and I did three times, then he tried to shoot me with lasers from his eyes. I ran out with Ramona and the rest following. I got out and Terrence got a hose ready and Freddy was still inside trying to shoot me. I got sick of dodging the lasers, so I screamed out in pain, and he stopped, thinking I was dead. Terrence got the hose on him and he melted, which I thought was strange since his weakness is fire."
"0063"	"(2003-11-03 (12)) I was in some weird jungle. I left a towel and water bottle there. I went back to get them. Something started chasing me."
"0064"	"(2003-11-04 (12)) I was at 'Ramona's house'. Her room had a little door that you had to slide into. I was staying over, as were Ezra, Charlene, Tiana, Gavin, Terrence and Cedric. When Charlene got there I told her that she was sharing a room with Ezra. I went to the toilet and Ariana opened the door and I started hitting her. Ramona was hiding from her father and I snuck into her room and we climbed out the window and jumped some fences and got to the gate. Her father saw us, and I couldn't get the gate open and I realized it was a dream. Ramona couldn't open the gate so we went back to her room. I was kissing someone earlier but I can't remember who."
"0065"	"(2003-11-10 (12)) I found out Eli's (Children of the Corn 3) birthday was May 23rd."
"0066"	"(2003-11-15 (12)) I was at some waterslide place with Mom, Ezra, Tiana and some guy. We went through heaps of places. When we went through a second time, I realized the guy was evil. I went through a door with Tiana and we got trapped, then we found a special door and we were free."
"0067"	"(2003-12-22 (12)) I was in high school and I went to some waterslide place with Ramona and Tiana and there was a big monster."
"0068"	"(2003-12-23 (12)) I was in high school and I went on a rollercoaster with Paulina. I was walking with Julius."
"0069"	"(2003-12-23 (12)) I got lost at a carnival and I was in a big lolly place and evil people were chasing me. I went into some building place, which had lots of aisles and was full of show bags and stuff."
"0070"	"(2003-12-24 (12)) I was friends with this 'special' girl who could change her appearance. Some evil gnomes trapped us but we escaped. I went back to get my pencil case."
"0071"	"(2003-12-26 (12)) Tiana was going out with Classmate-M-21 and he kept flirting with me."
"0072"	"(2004-01-03 (12)) I met some famous people. Classmate-M-12 liked me. I went underwater to save some little people. I can't remember, but something bad was happening."
"0073"	"(2004-01-03 (12)) Ramona ditched me for Classmate-F-01 and Isabel. I got stuck with Charlene to make slime."
"0074"	"(2004-01-03 (12)) I was in America, near some snowy mountains, with Ezra. We jumped to Sydney, Australia. There were these special crystal things."
"0075"	"(2004-01-10 (12)) I was a spy and I was friends with Bradley Cooper. I was watching some funny Super Mario Sunshine thing with blue coins. A house burnt down and I was running away from some people. [That night I had used one of those patches people use to get off smoking; it was already used though, as Dad said it had given him very vivid dreams] ."
"0076"	"(2004-01-26 (13)) Ezra and I were in the water. The only way to get out was to get over this platform, under which an octopus/squid lived under. We kept trying to get on the platform, but the squid thing kept coming out. It grabbed me and pulled me under and I couldn't breathe. I got up onto the platform and the squid thing bit me on the right side of my hip. I jumped up and got fully out of the water. [When I woke up, it hurt where it had bit me] ."
"0077"	"(2004-01-26 (13)) I was at a park near the school with Ramona and Tiana. It was raining. We were on the swings, and then we were running from something. We ended up at this freaky castle thing that was in the clouds. I saved lots of people but I don't remember how."
"0078"	"(2004-02-11 (13)) I was at a strange haunted house. I went in there, why I don't know. A few people, who were all friends, had died. The rooms would change around. I went into this room with some others, which was a mirror maze, but you couldn't get back through the door. We all held hands as it kept getting darker. I got to the end and went through door into this waiting room. A friend of mine, called Suzanne stayed with this old man. I left that room. I went in a room with a chocolate cat person. It changed into a fluffy cat. I threw it into a light and it burnt up and hissed and died and went green. I went into another room and died. I was then a ghost. Ariana could see me, but said I was blurry. I helped Dad to find a friend of mine."
"0079"	"(2004-02-11 (13)) I was at a water thing. I went in the water with my head popping out of the jetty. I was then at a park near it. I was friends with Froggy, which was a green crocodile. Some guy came up to me and tried to steal my phone. I was trying to punch him but it was slow, so I kicked him to the ground. His mate said something about his mother, he cried and then left."
"0080"	"(2004-02-16 (13)) Julius was friends with Ezra. I was at school on the floor in front of a lounge with Tiana and I was reading a Pokemon book. Julius grabbed my shirt and pulled me back. I said ""What the hell do you want?"" he said ""I just wanna say..."" and I said ""That's nice"" and went back to Tiana. He started reading my Pokemon book and wrote 'water against grass is hard'. He came to our house. He and Ezra went into my room to find my diary. I shooed them out. I got my diary and went to the games room to put it in my safe. Ezra started talking to me and I put it down and Julius was behind me and I thought that he had read it. He took it but then put it down and I was bashing Ezra asking if he read it."
"0081"	"(2004-02-16 (13)) I was on this big hill thing during Phys Ed. A little pit bull chased me down it. While we were in the Phys Ed room, Julius was in there watching me. I dreamt I was talking to someone then Julius looked passed me to a girl (who was me) and a guy talking. Then I thought he had read my diary so he could make me jealous of who I liked except that it was him."
"0082"	"(2004-02-20 (13)) Julius lived where [Co-Worker-M-02 and Acquaintance-M-06 live] . He came over one day and that night Mom came over and we went under a tent with Ezra. Ezra got out and we were giggling. We got out and he walked home all serious. I heard that he hated me. But he kept coming over and something else happened but I don't remember."
"0083"	"(2004-03-16 (13)) I was at some strange spooky place with evil traps, but it was actually a game. There was hot water, and I ended up pausing the game. I woke up in some chamber which had spikes. I went through a tunnel. I hit a ball three times and it exploded."
"0084"	"(2004-03-16 (13)) I was in a computer lab talking to Tiana and Julius and Xavier (the mute). That scary red haired dude tried to bash us."
"0085"	"(2004-03-17 (13)) I was at Valerie's and it was very different. I looked out the window to see some guy throwing cats off walls. There was a greenhouse thing. I went to this toilet cubicle that was in the kitchen after being chased by an evil clown. I was on the toilet and Teacher-M-03 sat down on chair at table. I recognized him but couldn't remember who he was. He had his legs folded and his hands were clasped on top, and he had this big grin on his face. I said ""Who the hell are you?"" and he said ""I'm Teacher-M-03"" and as he bent down to his suitcase I ran out of the toilet screaming. Then he turned into an evil clown."
"0086"	"(2004-03-30 (13)) We lived at a beach house thing and Enrique Iglesias lived with us and he always stayed in his room."
"0087"	"(2004-04-02 (13)) Tiana, Jonas, someone else and I were walking in these woods. There were lots of dead trees. We had been walking for 3 hours. I saw a sign and then we went to this hut. There was a red flag at the top of this hill."
"0088"	"(2004-04-02 (13)) I was at school in math. Someone was reading out the math people who had never done badly -- Tiana, Classmate-F-07, Mariana, Classmate-F-12, Brooklynn... Classmate-F-07 was singing and she had a strange accent. I was swimming in someone else's bathers. Julius kept smiling and talking to me."
"0089"	"(2004-04-03 (13)) Jonas and I were going out or something. I kept kissing him. He was in a car saying goodbye and I grabbed his head and kissed him, and we were acting totally normal."
"0090"	"(2004-04-25 (13)) I was a spy with Johnny Depp. We were at a shop and it was all freaky like. There were coats and clothes everywhere. I went into this thing and was talking to people and then it was swinging around."
"0091"	"(2004-04-25 (13)) Everything looked old fashioned. I was sleeping. Jayson and some others were there too. Johnny Depp saved me from these vampires and carried me away. I was talking to a girl from From Hell about threesomes or something. I was then at school. Jonas and Jayson were dressed as cows."
"0092"	"(2004-05-13 (13)) Ezra and I kept going to this water park thing. We had gone there with Jayson, and Julius had gone there too. We were having races and people from school kept turning up, which was annoying."
"0093"	"(2004-05-14 (13)) I was at school which was really different. I went into the boys toilets by mistake. There were lots of photos outside. We got our school photos back, but it didn't have Julius and I got angry."
"0094"	"(2004-05-14 (13)) Acquaintance-F-01 stole our digital camera and took photos. I got really angry and chased after her and strangled her to death. I was swinging from buildings by electricity wires [like Spiderman] . The city was near the sea. There were big waves. I landed on a big hill at a park. Cedric was walking up the hill and I fell in love with him. Then we walked over to the side of something near the sea. A big wave knocked us into the water. I grabbed him and we swam back to shore."
"0095"	"(2004-05-21 (13)) Ezra and Mom died but I didn't know. They were at home, but Mom was acting weird and she said she was going to feed the cats, so I followed her, but she was out the back and the door was still locked. This guy took me to the ""dead place"" and told me to go somewhere, but I realized they were going to kill me and so I ran back. I was staying in the dead place but I was still alive because the guy (even though he was old) liked me. I fell off a cliff and Ezra saved me."
"0096"	"(2004-05-22 (13)) Some people were putting drugs in sausage rolls. I opened one up and it looked really gross. I gave one to this guy. Then Tiana, Jayson, some others and I were in some house playing strange games. The guy kept calling me ""Disco"". We all got locked in the toilet. We were sleeping in sleeping bags. Jayson came over to mine and we sat on the edge of some grass thing and we started kissing. But it turned into a cartoon where Jayson was some scary fat cartoon guy (like Cartman)."
"0097"	"(2004-05-23 (13)) This ship with teenagers on it sank. All the men were going to die, but most of the girls stayed with their boyfriends. One pretty girl left. Our S & E class was going on a field trip. Kallie, Moira, two others and I were in the bus. Teacher-F-07 went to get something and Kallie started driving the bus. She started going up a hill with everyone screaming, then she let it roll back, but the bus tipped right and we screamed more and hurt ourselves but Teacher-F-07 saw and only rushed to see if Kallie was alright."
"0098"	"(2004-05-28 (13)) A bunch of us were at an electronics store. Some people broke in and we went to hide, but I was too fat to hide anywhere, but I fit in a beanbag."
"0099"	"(2004-05-28 (13)) I was at a dinner thing with people from West Whitehall Primary School. It was a big building and there were lots of windows. A thing called a Grurie attacked us, but I managed to escape. I ran off and I was near Midvale High School and I saw the Grurie following me so I called Mom but she started carrying on about her day. She wouldn't come and get me. She kept saying ""Ooey gooey Grurie"". [I then think I woke myself up] ."
"0100"	"(2004-06-12 (13)) I had an island for some reason. Jayson and Ezra were on it as well. We were shooting bad guys (it was game like). Colin Farrell was there. He came into my room and I wouldn't look at him and he wouldn't leave me alone."
"0101"	"(2004-06-13 (13)) Ezra, Jayson, Dad and I were at the coast. Jayson and I kept going for swims in this sticky black stuff. There were big freaky waves."
"0102"	"(2004-06-14 (13)) There was a strange game thing with an evil snake creature. At a garage-y place. Evil people were driving cars. We were running and hiding from evil people."
"0103"	"(2004-06-14 (13)) I was at a market, and I went to dinner with this guy. But he was someone special's son, so I wasn't supposed to see him. I was then at dinner with Nana, but Granma reckoned that I was supposed to be going to dinner with her."
"0104"	"(2004-06-20 (13)) I was at some freaky place. I had two puppies called Chico and Widget and they were the same size. Some crazy stuff happened. I took Mom's car, but it was a manual, so I took the auto. I drove out to this place and got in and it was like a jail. I got Eli (Children of the Corn 3) and we went back, but the cops were chasing us."
"0105"	"(2004-06-22 (13)) I was at a private school. Eli (Children of the Corn 3) was there too. I wasn't sure if we were friends but we had to get out and I went to find him. Then Eli, Jayson, Ezra and I met up with Mom and she gave us a chicken thing. I realized I was eating a flobby chicken foot."
"0106"	"(2004-06-23 (13)) Nathan (Queer as Folk (UK)) was walking home from school and I was walking with him. Mom picked us up and took us to Alexander's (also QAF). We all got in a car and drove to a salvage place, where Ezra brown-eyed some people. A nuclear power plant thing exploded. We had to get away from the air/smoke. I ended up at Kingsway shops (except it wasn't). There was a McDonald's inside. This Native girl and her friend were putting their face on this machine and stuff happened -- they turned French, blind etc. I was getting people and Widget into McDonald's. We shut these glass gate things just in time. Stuart (QAF) was there. There were about 8 or 10 people. I saw a tunnel and said that some people had to go through in suits and close the big shop glass doors and suck the air out. Some guy asked why I was the boss. Three people, including Stuart, said they would do it. We went through the tunnel and a big auditorium thing was there. We kept going and they went out and shut it. Then we were all inside the big shop again. The air started to clear up, so we went outside and saw some animals, and we let them in, but the air started coming back, so we shut the doors, but Stuart and someone were still outside. I ran through the tunnel and saw Stuart feeding this cat. I started banging on the window, and he looked up at me and he finished and ran to the door. I was going back and he caught me in the auditorium. We walked back. Later I saw an orange cat, the air was clearing and so we let the cat in. The air started coming back. Stuart was yelling at me to get back inside. I got back and had to lock the door. Stuart wasn't in sight. I found the keys and locked it. I went to find Stuart. He was in a bedroom."
"0107"	"(2004-07-01 (13)) The Day after Tomorrow happened. I was the guy (Jake Gyllenhaal) but it was from a third person view. The girl (Emmy Rossum) was with me and I was stuck in a crazy ice thing. An evil iron was trying to get me."
"0108"	"(2004-07-07 (13)) I knew Spiderman. He was fat. I was on a building and I didn't like going on the edge. I had to sleep in a bed with a girl."
"0109"	"(2004-07-07 (13)) A big wave was coming. I met others in a little shop thing. We pulled a plug and the water drained back. Then we were in water and a water version of myself was fighting me."
"0110"	"(2004-07-07 (13)) I was at some place with this guy and girl. We jumped into this car and drove away. The guy went into the back and the girl went to get in, but zombies (Dawn of the Dead remake like) got her. I drove off. I got out of the car, and the guy died. Some girl helped me into a big dark underground thing. She told us to stand, then didn't let others stand because zombies were watching. We all got up and went up this slide. She left and told us to stay there. The others wanted to go but I made them stay. She got back and we ran outside towards the sea. We swam and a zombie bloke came after us. We drowned him and got on a boat. [note: I referred to the zombies as 'DOTD ppl' LOL] ."
"0111"	"(2004-07-07 (13)) I was at Jungle Gym. The people wouldn't let us (Whitehall High School people) in but they recognized my name. Ropes came down from the ceiling. We had to get away from this crazy monkey lady. Then we were having free time. I was swinging from ropes into the foam and then crawled through a tube thing and Mariam was waiting and sitting with us."
"0112"	"(2004-07-05 (13)) I was friends with Spiderman (and also Peter Parker) and I was trying to get him to talk to Mary-Jane. We were in a big place and she came and sat next to him but she wouldn't talk properly."
"0113"	"(2004-07-05 (13)) I was at this shop with some people. Zombies (Dawn of the Dead remake like) were coming. We got in a car and drove off. We went to some girl's house. I went to the toilet and it wouldn't flush, then a dead rat flew out and it was really freaky. I ended up on a boat where zombies couldn't get us (it was dark and stormy looking). There was a little house nearby. I went there and there was a big, fancy girl room. I went into the closet where there were lots of dresses and Goosebumps books. Zombies were coming so I went back to the boat. A kettle was being evil. Zombies broke in but then they turned normal because they liked us."
"0114"	"(2004-07-15 (13)) I had a boyfriend and I was 16. I was at someone's house looking after their kids for them and the house was on fire or something."
"0115"	"(2004-07-25 (13)) I was older and I knew Weiss (Alias) and some Laabandon guy. Weiss liked me, but kept it secret. I don't remember properly, but something happened and I was far from home and someone died."
"0116"	"(2004-07-25 (13)) I was at some place and I was on a computer. We weren't allowed on Urban-RPG, but I went on anyway and some guy came over so I had to get off. I was with some people and we were watching these people trying to save some dog, and they succeeded. I then went to Mom's house. I was in the kitchen and Colin Farrell was there and laughed at something and he was like, ""hee hee hee"", like he was teasing me. Then I realized his presence and blocked his face and Mom was like ""he's a nice guy, very cute"" and I was just like ""What the flip? EW!""."
"0117"	"(2004-07-26 (13)) I was at some animal place. If you pick up a certain animal, the place would look different. This little dolphin was all furry. I was near some water. I don't remember what happened but we were trying to get something off these bad people."
"0118"	"(2004-08-01 (13)) The police took Mom's pickup and Hyundai. She and Darren came to Dad's in this old Toyota car. We drove off and then I got out chasing a ball. Mom came back to where I was. A while later, Ezra and I were in the lounge room. These bad guys that had held up Captain Spaulding (House of 1000 Corpses) walked in and asked where Mom's pickup was. We said ""Out the back"" and he walked back out the front and said ""I'll be back in a sec"". So I closed and locked the doors. A few minutes later they left and we went into the office. They had taken my monitor, which was worth $2000. We ended up in Cash Converters at Northlands and they were there. They drove off and we went in and found out that they had hocked it for $500. The guy behind the counter said we couldn't have it because we couldn't prove it was ours."
"0119"	"(2004-08-04 (13)) Mom sent me, Ezra, Jayson and Virgil (I think) to a scary Christian school. I broke some girl's wrist. A big monster thing started killing people. We ran out and I hid behind a bush trying to call Mom. Captain Spaulding (House of 1000 Corpses) drove up and was talking to Ezra (?) and then he drove off. Mom came and got us."
"0120"	"(2004-08-04 (13)) I was at an Internet Cafe playing this demo thing of Sims 2."
"0121"	"(2004-08-04 (13)) Something happened and the Earth (not all of it) turned into some blob thing. Some people and I got somewhere safe. I looked over a wall thing to see the other side and I saw Widget so I brought her to safety."
"0122"	"(2004-08-09 (13)) Jayson and I liked each other and he kept grabbing my hand and playing some footsies type of thing."
"0123"	"(2004-08-10 (13)) Grady and Quincy were gone and Mom was renting the rooms downstairs to people. There was this hot guy living in Sammy's old room and I was friendly with him and we had a fight or something and then we made up."
"0124"	"(2004-08-10 (13)) I went to some school which sucked. The teacher asked me what I was going to do at the school. I said that I was going to leave. Some freaky thing was making people wander/run around in their sleep."
"0125"	"(2004-08-13 (13)) We went to this place and there were lots of House of 1000 Corpses shirts. There was one Otis one and Mom got it for this stupid guy and he ate it. I got really annoyed and this guy chased me or something."
"0126"	"(2004-08-16 (13)) I went to some prison cafe thing. Mom and I kept saying that ""marooned"" thing from Bottom Live 3. I was putting this stick thing out and tripping people over and hitting them."
"0127"	"(2004-08-16 (13)) There was a competition thing. Some guy and I won and it was a dream I'd had before. We had to walk on this jelly thing."
"0128"	"(2004-08-18 (13)) These four lesbians were doing some party to get girls to come and they were saying George Clooney was going to be there. There was this weird school, and there were bats and stuff flying around."
"0129"	"(2004-08-19 (13)) We were in this building and there was a fire and then we were upstairs and there was this flood coming because of a big 'The Day after Tomorrow' wave. We were staying on top floors. There was a strange bathroom thing."
"0130"	"(2004-08-20 (13)) I was at home and I was sleeping in Dad's bed and Mom was too. All of a sudden, Mittens screamed and we saw Tinkerbell and Tigger were inside but Dad hadn't let them in. We went back to sleep. I woke up a while later and Mom was gone. I got up and my computer had been stolen, along with the DVD player and the video player. I looked out the front and these men were taking our stuff to these cars. I rang Mom and she wasn't listening so I called the police and they came in about 5 seconds and I got my stuff back."
"0131"	"(2004-08-21 (13)) I had this ""imaginary"" friend who was Rick (The Young Ones). Anyway, he and some other people had gone to this place which had exploded. This black guy told us where to go and when we got there it was all exploded and everyone was dead. Mom found this little secret bit and we went in and found all our friends lying on the ground. I saw Rick and even though he was supposedly imaginary, I got upset, thinking he was dead. But then he jumped up and I slapped him in the face and then we made out. Then he said he wasn't invisible anymore or something. And Mom looked at blankets."
