"n"	"dream"
"053-3"	"#053-3 I dreamt that I woke up next to my girlfriend (which is not altogether unusual, as we spend most nights together), or rather, my former girlfriend as we have broken up but still sleep together. Sounds odd, I know, but it seems to work for us. So I woke up and noticed how pretty she is (I commented on this to myself in the dream) and just kept looking. I was feeling her side, just above her hips, (which I also found to be beautiful and commented to myself accordingly). I kissed her shoulder and her neck just below the ear and climbed out of bed to smoke a cigarette. Next thing I know I am dressed and smoking and taking a leak into the toilet. I go back to the bedroom because it is warm in there and I felt very cold in the rest of the apartment. Her alarm goes off, she climbs out of bed and I turn off the alarm, also a ritual. I get undressed and go back to sleep while she goes to shower. She comes back wet and climbs into bed and puts her arms around me. She is very warm although I feel cold from somewhere. Then she is gone and the bed is wet and cold but I stay and I am shivering. I notice someone else in the room. I don't know who it is but it is sexually exciting. Next thing I know I am awake and my friend/girlfriend is happy to see me and I am happy to see her. This still in the dream but I don't remember anymore."
"053-4"	"#053-4 My last dream was that I was walking around the city, in and near the neighborhood I live in, in a rainstorm very late at night. I was warm and only wearing a T-shirt and jeans. I was alone. I mean there was no one around and (this is funny) no cars on the streets, passing or parked. There were no cars. So I was walking up Charles Street and the next thing I know I am walking into this dead end of a street also on Beacon Hill. Three guys jump me and I fight back. They say, ""Give us your wallet."" I say, ""I'll give you just the money,"" and they say, ""Give us your leg."" I use a fake leg for walking (not just in the dream, real life, too). I say no. They end up beating me real good but they, in the end, don't get the leg. End of dream."
"054-1"	"#054-1 I had a dream that a friend and I were in a local Stop and Shop. The store was giving away all the products in refrigeration section free. The store's refrigeration units were not functioning properly. I remember smelling everything I took to make sure it had not spoiled. I took lots of dairy products such as milk, yogurt, cream cheese and ice cream. The store was extremely crowded but my friend and I took what we wanted. Then I woke up."
"054-2"	"#054-2 I had a dream I went to a store and when I came out I saw some teenage boys in the lot. They were running around the cars like they were wild animals. All of a sudden two of them ran across my car from the hood to the trunk. My hood had a huge dent in it and they cracked my moonroof. I ran after them and they came and saw the damage they had caused to my car. While they were at my car a police car drove by. I told them to come over and they did. They told the boys they should pay for what they had done. The boys agreed to setup a payment plan with me to pay for the damage. I can remember putting a trash bag over the moonroof to prevent leaking of rain into the car. I called the boys to ask them when they would give me the money. Then I woke up."
"054-3"	"#054-3 I had a dream that I was on the subway on my way to Suffolk. On the train I saw a friend that I have not seen in about a year. We started to talk but I can't recall about what. We finally came to the station,. When we got to the street he walked a different way. I followed him and continued to talk to him. Finally when I realized how I was so far off track I told him I had to go to school. He was going for a job interview. Then I woke up."
"054-4"	"#054-4 I had a dream that I was younger. I was over at a friend's house during the summer. We (people I used to be friendly with) were playing gin by the pool. I remember that I wanted to go home. I kept looking at my watch. I saw on my watch that I did not have to stay much longer. They did not want me to leave because they could not continue to play gin. I wanted to go home but I did not want to say it to them. Then my alarm went off. I got out of that situation."
"055-1"	"#055-1 My first dream occurred the 17th of November. Although it was not as scary as previous ones, it was very confusing. The first recall was my grandmother's house in Venezuela. I think the family was having a party for whatever the reason. The confusing part is when I bump into my friends (high school friends) from Miami. I felt guilty when seeing them because I did not invite any of them to my sister's wedding last August, 1992. (My reasons for not inviting them included inconsideration and neglect from them., e.g., every time I was in Miami for the holidays/vacations, I would call them to make plans. Unfortunately, they had their excuses and/or made plans with me but never followed up on them. During my grandmother's party they neglected me again and would not even look at me. Suddenly my dream shifts from those high school friends to one kid named Joey Levy. During my sixth and seventh grade years, this kid became my so-called friend. His mother and my father attended high school in Venezuela years ago. The Levys also lived in Miami and therefore gave Joey and me a reason to become friends. Joey was the cynical, sarcastic kid who I hated. Through Joey, I was able to meet his two friends, Mark Cedar and Maurice Gabay. The one thing we had in common was soccer. We played for ""K-Land."" They played in the 71-A team while I played on the 70-B team. They were better athletes than I was. I therefore always envied them. Anyway, the friendship between these three guys and myself soon disappeared after my Bar-Mitzvah. I took the big initiative not to invite Mark Cedar (because I didn't like the way he treated me in camp the previous summer. I was hurt and angry at him.) This was a big soap opera during those years. Afterwards, Joey would make me feel guilty for not inviting Mark. Back at my grandmother's, Joey had clearly changed. He was no longer the pain-in-the-butt, sarcastic rascal. He went to Israel after high school and came back a pot-smoking liberal. I actually felt comfortable with him for once. However, he did seem depressed for reasons unknown. He told me that Mark received a tennis scholarship to Frostburg State University in Maryland. Similarly, Maurice received a soccer scholarship to Florida State where he was the leading scorer and star of the team."
"055-2"	"#055-2 My second dream included one of my biggest fears: sharks. I can only remember few details and therefore the end of the dream is quite distorted. The setting takes place on the water. I was accompanied by a ""mother-figure"" in her late thirties. Also, there were approximately four kids with us. The scary part occurs when a shark (the same shark from ""Jaws"" the movie) eats one of the kids. The rest of us jump on the closest dock for our protection and safety. The setting suddenly shifts from the dock to the cafeteria of Camp Shalom. (I attended Camp Shalom when I was a youngster.) There were townspeople from Orange Springs, Florida in the cafeteria when we arrived. It turns out that the townspeople knew about our tragedy but refused to believe us. I responded in an angry and anxious manner and then I woke up."
"055-3"	"#055-3 This dream occurred on December 7. The topic was a phone call I was going to make on December 20. One of my buddies from Maryland is getting married on December 19, in Virginia Beach, Virginia. Unfortunately, I cannot attend the wedding because I will be flying down to Miami the next day from Boston. My ticket is nonrefundable and to exchange it for different destinations (i.e., Washington D.C. or Virginia Beach) would have cost a fortune. Anyway, my friend called me up about four days ago wanting to know if I were going to attend. I explained to him the situation and let him know that there was a ""gift"" on the way. Furthermore, I let him know that I was going to call him on December 20 from Miami. The day had arrived. It was December 20 and I forgot to call him. I felt extremely guilty when he ended up calling me instead. I could sense the disappointment in his voice. Then I woke up!"
"055-4"	"#055-4 My friend (Joel) and I were in a big house. There were four young girls playing somewhere in the house. These girls were approximately ten or eleven years of age. At first Joel and I were just watching the girls socialize in the backyard. They were congregated around the swimming pool with what looked like dolls. Anyway, we went back in the house, where the girls were playing in several rooms while Joel and I were watching TV downstairs. Suddenly, we heard several knocks right above us. We figured out that the father was coming downstairs. As soon as he made his way down the stairs Joel hesitantly took off running. I followed him outside until we were not in clear view: He then (desperately) asked me to call a cab from the payphone in the backyard. He told me of a party that was going on that night. He suddenly flipped me a coin but I didn't react to it quickly enough. He flipped me a second coin as if he were James Dean. I proceeded to call the cab and I woke up as soon as it arrived."
"056-1"	"#056-1 In the dream I was over at my girlfriend's house and I was with her downstairs in her living room. We were kissing on her couch. She had all her clothes on and I was totally naked. While we were kissing her mother came down the stairs. I jumped up and hid in the bathroom. Her mother came down and for some reason there was a space about a foot wide between the bathroom door and the wall. And her mother just looked in and kept staring at me."
"056-2"	"#056-2 I was walking across the street and the light turned green. There was a car behind me that started to move and it hit me. It started to push me across the street. I was standing while being pushed and I could see the driver. It was an older woman with short dark hair and glasses. When I jumped away from the car I ran up to the lady's door and I started to yell at her. She drove away but kept looking back. Then she smashed into a parked car. The last thing I could remember was that I was running away from the car, after she hit."
"056-3"	"#056-3 I was massaging my girlfriend's legs and for some reason her legs were completely covered with tattoos. The tattoos were of devils and snakes. I also remember that my girlfriend and I were talking in her car and she was being very cold and uncaring."
"056-4"	"#056-4 I was walking down the beach holding hands with a girl I used to like last year. In the dream I was aware that I had a girlfriend but I didn't care that I was with this other girl. I was hugging and kissing her. It all seemed so real that when I woke up I had thought that it was reality not a dream."
"057-1"	"#057-1 I was on vacation and staying at a hotel. Coming in I took the elevator and instead of it going upward it went to the side."
"057-2"	"#057-2 It was my birthday and I was in line receiving cards from my friends and family."
"057-3"	"#057-3 It was snowing out and I was outside sliding down my hill in the snow. It was the start of the blizzard of '78. I was talking with my uncle."
"057-4"	"#057-4 I was cleaning my friend's camper in my yard. All of a sudden it started rolling backwards. I got inside but could not push down on the brake pedal. The camper finally hit the fence and stopped rolling. It all of a sudden became nighttime and I was still in my yard but now with my dog. A raccoon ran by and I happened to kick it. It came after me. My dog started fighting with the raccoon and it ended up the raccoon killed my dog. I was bumming out and telling my friends what happene. Then I woke up and went and checked on my dog."
"058-1"	"#058-1 My friends and I were supposed to go to Boston one night, around 6 or 7 pm. The train was the last one that night, even though the last one is usually at 11:00. For some reason, the train was leaving from my old high school bus stop. Everyone was meeting at my house, which is about a two-minute ride from the stop. They were at my house, but I was really late. This is very unusual, because I'm always early. They were in my kitchen and kept telling me to hurry, as I was. We decided that they'd leave and I'd meet them at the bus/train stop. Now, there's only a couple of minutes 'til the train's departure. I raced out of my house, down the stairs and across the lawn, but I forgot my pants. I ran back, put them on, and ran out again, but forgot my asthma medicine. To make a long story short, I forgot my wallet and my coat, and ran back and forth every time for each item. Eventually, I got to the street, knowing there was no way I could make the train. Then my friend's car drove over the hill to meet me. The car was red, even though I don't know anyone with a red car. They stopped next to me, and they looked disappointed. Then I woke up."
"058-2"	"#058-2 I went to the music store that I always go to in Wilmington. This time though, it looked much different. It looked like a sporting goods store I had been in years ago, which had a wooden, cabin-like exterior. The proprietor, who is one of the nicest guys I've ever met, was there, but I don't know if we talked. He was busy with some paperwork behind the desk. Meanwhile, I was going through a large selection of sheet music, which was in plain cardboard boxes. Also in the boxes were some pieces of cake and some other things like muffins and cookies. I had a piece or two, but started eating them secretly so the guy wouldn't see me. They didn't taste that good."
"058-3"	"#058-3 I called a girl that I knew in high school on the phone. While talking to her on the phone, I could see her -- like on TV when two people talk on the phone and the black line on the screen separates them. The conversation was regular, just ""Hi"" and ""How are you?"" Nothing major. However, this is a sharp contrast to the experience I had when I actually called her last summer. She was hard to hear, like another phone in her house was off the hook, and there was a lot of background noise. The conversation didn't go well, as if she didn't know me."
"058-4"	"#058-4 The store where I used to work closed in January, and I had a dream that it opened again. I didn't know until I happened to walk past the now-empty store and noticed that it was like a busy Saturday. I went in and found some of my old employee friends working, and they greeted me the way they usually do. Also, everything was switched around, with clothing racks facing different ways and what have you. I went home and told my mother. I said something like, ""Well, I guess I'd better apply again."" For some reason, my mother did not seem too enthusiastic about the situation. This is surprising, because she loved that store and the fact that I was working there. I also remember wondering if the old managers were back, in addition to a few other choice individuals."
"059-1"	"#059-1 My dream consisted of my father's Corvette being stolen. It was stolen when I was driving it and left it at the shopping center. My father didn't get upset, because he was going to buy another one. He bought another one and then wanted to buy parts. We went to a guy and my father and I bought parts for his new Corvette. The parts we bought were our old parts from our last Corvette. We realized it and got our Corvette back and now we owned two Corvettes."
"059-2"	"#059-2 I was going on a blind date and the girl was beautiful. It seemed like everything was going good. Then all of a sudden we're walking and she ran into an old boyfriend. They went off together and left me there standing."
"059-3"	"#059-3 My friend and I had an argument earlier in the day. In my dream, we had both made up. She had apologized about how she treated me and cleared everything up. When I awoke from my dream I felt that everything was all cleared up, but in reality nothing had changed. When I saw her, I acted like everything was all right."
"059-4"	"#059-4 In this dream, I dreamt that I was playing on the Celtics. I was 12th man on the team. I hadn't played all season until this game. All of the Celtics guards got injured in the game and there was nobody else to put in the game except for me. I went in with the game being tied with only 20 seconds left and our ball. Coach Ford set a play up for McHale but I took the ball myself and took a 15-footer from the top of the key and hit it to win the game. The crowd went wild. In the locker room Coach Ford told me I had a lot of guts and heart taking a shot like that and named me the staring point guard for the next season."
"060-1"	"#060-1 Last night I recall a dream that I have had often. I'm always the hero. In this particular dream I was at a nightclub. There were many beautiful women. I was dancing and having a good time when this shady-looking dude walks in. I distinctly remember noticing him for a minute and then going back to my partying. I got a beautiful blonde to dance with me. As we were dancing the shady-looking guy grabbed my woman and put a gun to her head. Everyone was screaming and none of the bouncers would do anything. At one point the guy took the gun away from her head and pointed it in the air. In that instant I jumped at him and knocked him down. I took the gun. The blonde was so grateful and was all over me. I can remember all the other girls watching and wanting me, grabbing me. It was great and then I woke up."
"060-2"	"#060-2 Last night I had a dream that I had a big test in management and it was supposed to be all essays. I wasn't prepared for it so I had to cram the night before. This was a usual thing for me. I was studying till late at night and I happened to doze off. When I woke up, I hadn't finished studying and I had to leave right away to take the test. When I got in the room I was worried and I asked the girl next to me if she was ready. she said, ""Yeah,"" and that made me feel worse. I took the test and I knew I failed. The teacher corrected the tests. I got the lowest grade in the class and I was ashamed."
"060-3"	"#060-3 I had a dream that my mother had died. I attended the wake and saw her lying there. I felt like I wanted to die so she wouldn't be alone but I also had to be there to help my family. They were counting on me. I was indecisive whether to join my mother, thinking I had the chance to be with her or taking care of the family. When I saw how rough my little brother was taking it, I decided to stay and help him. He was a mess. I comforted him and tried to make him feel better, but I couldn't."
"060-4"	"#060-4 Last night's dream I was climbing a mountain with some friends. The further we climbed the further it looked like we had to go to get to the top. We kept climbing and were getting very tired. It started raining. It was very refreshing, but the rocks were getting very slippery. One of my friends fell. We looked down and lost sight of him through the clouds. We all freaked out but we had to keep climbing. There was a tangle in my rope and I had to take it off. As I was doing this I slipped and fell. I was falling and I woke up by jumping up. I was sweating heavily."
"061-1"	"#061-1 I dreamed that I was cutting my brother's hair. When I had finished I turned around to get the mirror to show him. When I turned back around my sister was where my brother had been with all her hair cut off. She asked me how I could do this to her and started to cry."
"061-2"	"#061-2 I dreamed that I was getting on a bus. I don't remember where I was going. I was walking to the back of the bus and I saw my sister with her friends sitting in the very back. I asked her where she was going because I noticed she had a bag with her. Just then she jumped up and yelled, ""Leave me alone!"" and stabbed me in the eye with a pair of scissors."
"061-3"	"#061-3 I had a dream last night about my daughter. I dreamed that she was crying and in pain and was laying on her back calling to me. In the dream I was crying because I couldn't get to her quickly enough to help her. When I awoke I was crying steadily as in the dream."
"061-4"	"#061-4 I had a dream that I took my brother to the park. He was playing basketball one minute and the next he was calling to me to come help him. I ran to help him and when I got there he was fighting ten girls who were between the ages of 7-10. The funny thing was he is only four. This is a true story."
"062-1"	"#062-1 Last night I dreamt that I woke up too late to take a very important exam. I woke up about 11:30 am for an exam at 11:00. Once awake, I had to check the clock and regain my senses before realizing that it was only 6:23 am and that I did not have an exam that day. I have had similar dreams before, only to realize that it was Saturday or a holiday."
"062-2"	"#062-2 Last night I dreamed that I went on a trip to Florida with my friends. It was actually a memory of when I did go there for a week. I dreamed of all the parties we went to, laying on the beach, and all of the other good times we had. I remembered how we had a party in our room and our phone got stolen. I also recalled all the people we met on the trip."
"062-3"	"#062-3 Two nights ago I dreamed that my 14-year-old dog, a Cocker Spaniel was hit by a car and killed. It was actually more of a nightmare than a dream. The driver left her in the middle of the road for dead. Although this probably couldn't happen because I always keep her on a leash, it was very realistic nonetheless. Thank goodness my dog was fine. She was sleeping peacefully in her bed. I did not get back to sleep for about two or three hours after that nightmare."
"062-4"	"#062-4 The other night I dreamed that I was on summer vacation my friends. We went golfing, to the beach, to restaurants and parties. We spent the days laying on the beach and swimming while we spent the nights drinking and dancing with girls we met there. I woke up right before going to the beach late at night with one of the girls I met."
"063-1"	"#063-1 I was working in a building with the summer camp I work at. I was watching the kids play hockey. I got bored and left to go outside. When I was outside there was a fresh water pond where other kids were swimming. I saw a shark fin in it and we told everyone to leave the water. As I looked around I saw there was a kid hiding in the woods controlling the fin by an electronic machine."
"063-2"	"#063-2 I was with my friends in a car. We were driving around and I had a 9mm gun which I was fooling around with because I never held one or saw one up close before. We looked out the car and I bet them I could shoot the flame off the candle that was in the distance. I did. We stop driving and were in the house that was off colored compared to the other on the street. Then we went to a corner store, almost like raiding like police would, and found machine guns inside."
"063-3"	"#063-3 I was at my house and we just received an electric screwdriver from one of my friends, but I really do not like the kid. I figured it probably didn't work and that is why he gave it to me, but we cleaned it and it worked. I ended up  going to like a [illegible] to see him with another kid. Nobody I know works at [illegible] . I was trying to easedrop on them as they talked about the [illegible] ."
"063-4"	"#063-4 I was in like a Woolworth store and was going toward the back where there was a counter [illegible] friendly. My mother was there with an ice cream sundae and coffee. The guy was eating the sundae and she was telling him it was not his. I walked over and was about to punch him in the face when he pulled out a gun. He shot me in the arm and I fell down. The guy also pushed my mother down. Everybody got up. He grabbed a hostage and started walking out."
"064-1"	"#064-1 It started out that I was at school (high school) and I was going to classes. When school let out I went to my car. (I do not own one but have seen one I meant to buy.) There, in the car, was Stacy (a girl I like). I got into the car and then we went to a park. I didn't recognize it, but I felt comfortable like it was my room. We got out and had a picnic lunch. After lunch she said, ""I want to tell you something."" I retorted by saying, ""Really, what?"" She told me that she was a witch. I didn't believe her so she showed my by calling the clouds around us (overhead, and it was clear before). Lightning and thunder came from the swirling clouds. Then she flew into the air. I sat there in amazement as she took my hand. We went flying over Boston and then we went above the clouds. Just as I leaned over to kiss her, I woke up."
"064-2"	"#064-2 I woke up in my dream in a large mansion -- the building with a large vaulted ceiling. I walked around one room. It had a walkway around the room that led to what seemed to be a bedroom. Then out of the doorway behind me Angellina walked in. She was wearing a tight black long-sleeved top with tight black jeans and black knee-high boots. She came over to me and gave me a big hug and a sensual kiss. She took my hand and led me into another large room that looked like a study. There she pointed to a couch and I sat down on it, as she went over to the  ""Wall of Sound"" (a stereo) and turned on one of my self-made tapes. The music came on and she walked over behind and gave me a back massage. After a while she stopped and started to kiss my neck. Then she took my left hand and with a dagger slit it Just as she cut it, I woke up."
"064-3"	"#064-3 I was driving down Route 23 in my ""dream car"" (a 1979 Mustang [illegible] ) and Stacy was beside me. We were going 85 mph as I looked at the speedometer. She had this look in her eyes -- a look of love and of passion. As I looked back to the speedometer we were going faster (100 mph). Then when I looked back at Stacy, she was driving and I was the passenger. We went faster and faster. Then I blacked out. I awoke to her shaking me, in her bed, and saying, ""Oh please be all right . . . wake-up please."" When I did I saw her beautiful face and then as she kissed me . . . I woke up."
"064-4"	"#064-4 I was riding down a main street in Redford in Stacy's car. We came to a stoplight, but there was a huge mound of snow in our way. (The light was at the top of a slight incline after going down the incline to or under RR tracks.) She powered over (I don't know how) the snow mound and made a right turn at the light. We then came upon another pile of snow. She again climbed it with the car, but this time, the door opened and I flew out. The car landed on top of my chest. It was at the top of the pile that this happened. She ran out of the car and becoming panic-stricken said, ""Are you all right? . . . Oh, my God."" I then replied (crying) ""Help me please!"" She knelt down beside me and kissed me on the forehead as I said, ""I love you."" Just as she was about to say something, I woke up."
"065-1"	"#065-1 I had a dream that I was wearing blue Gap jeans, a green silk shirt, my leather coat, shoes, my Oakley blades and I was at a car dealership trading in my red Firebird for a new white Mustang GT. The Mustang was all souped up. It had tinted windows, eagle GT tires, 5 speed, nose bra, black outs on the lights, a sunroof, Alpine stereo system and all I had to pay was one thousand dollars. I had just test driven it and then I was signing my name on the ownershp papers and then I woke up."
"065-2"	"#065-2 My dream was that I was at a soccer game at Foxboro Stadium. I was eating popcorn then a riot broke out in the stands. Thousands of people got into the fight and police from everywhere had to come and break it up. Hundreds of people got hurt when the roof collapsed and they were taken to the hospital in many ambulances. I had a great seat so I ran across the field and hid in one of the team locker rooms. The game never finished due to the riot, and I got all my money back. The fight was over fans from both sides arguing over the score. Lots of people got arrested and I wasn't one of them."
"065-3"	"#065-3 In this dream I had to get up for work early. The next thing I was thinking it was late and it was only 2 in the morning. I fell back asleep and then the same thing happened except this time when I got up it was 5 in the morning. This kept on happening until 8 in the morning."
"065-4"	"#065-4 In this dream two guys were breaking into my car and one guy was trying to break into my house by breaking a window on the bottom level. I heard the noise and woke up and looked out the window. When I saw this I got my compound bow out from under my bed and was ready for the guy to come up the stairs. My father got my sister and called the police staying in his room with the door locked. When the guy reached the top of the stairs I told him not to move. He pulled out a gun and shot at me once. Then I shot back and hit him in the kneecap. I then ran into my father's room and got out his 9mm and was ready for the others. When they reached their partner I told them if they moved they would end up like he did except with bullets instead of an arrow. The police finally arrived and arrested them. I did not get in trouble for shooting the guy because he shot at me first."
"068-1"	"#068-1 I was dreaming that I was dreaming. I was on my bed in my own bedroom. I can see my stereo and television. Everything is exactly just like my room. I am lying on my stomach with my head turned towards the right, against the wall. When I woke up I was in the same position as I was in my dream."
"068-2"	"#068-2 I was in a living room with my sister Mary and her daughter MaryEllen and her son Ronnie. It seemed to be my living room at home but I can't really tell. We were watching television, when a man with a ski mask came in the room and shot me in the left side of my body. We all kept watching television and the man left. I just looked at the blood through my shirt. Next thing we were outside and getting in a car. There were two men getting in a car right behind me. One of the men looked just like the man who shot me, except he did not have the ski mask on. I said to my sister, ""Is that the guy?"" and she said, ""Yes, it is."" An ambulance came and I got in it."
"068-3"	"#068-3 I was over at my friend Fred's house and we were watching his two sons playing. We both looked out his parlor window. Out his window there was an island across the street. A hugr ship went by. After it went by there was a girl standing on the island in a bikini. She started taking off her bikini and we watched her get undressed through Fred's binoculars."
"068-4"	"#068-4 I had a dream about my dead grandmother, my father's mother. She was born in Ireland so she talked with an Irish accent. She was in the kitchen cooking breakfast like I remember she always did when I was little. My grandmother was making bacon, eggs, pancakes and sausages. Everybody in my family was sitting at the table: my six sisters and my brother and me. My father and mother were not at the table. I remember everybody eating but my grandmother was no longer there in the kitchen. It was just my sisters and brother and me sitting there, then I woke up."
"070-1"	"#070-1 I had a dream that I won the lottery. When I collected the money I shared it with my entire family and then I moved out of my house. I moved into a house and my friends came over every night and partied."
"070-2"	"#070-2 I had a dream that I was being chased by the police. I was running through a football field and then down my street. Everywhere I went the police were there. I couldn't get away and when they finally caught me, I woke up."
"070-3"	"#070-3 I had a dream that my high school football team won the super bowl. We won because I knew the play that the other team was going to run so I just sat back and intercepted the ball and scored the winning touchdown."
"070-4"	"#070-4 I had a dream that my dog and cat came back to life. I woke up and found my dog in the backyard and my cat on top of my father's car. I was glad to see them again and I ran to tell my family. . . But when I woke up the next morning I realized it was only a dream."
"072-1"	"#072-1 I dreamed of being at a social function with a lot of my relatives. I don't know where the location was but I know that it was unfamiliar to me, but in my dream it was familiar. My relatives, whom I very rarely have a chance to see because they live in different parts of the country, were all having a really good time. The location seemed to be at a dinner type function in the dining room of a large cruise ship. Everyone was eating from a large buffet and were drinking cocktails."
"072-2"	"#072-2 I dreamed that I was in a store with my girlfriend. I don't know what store it was but it was like a Bradlees or something like it. We were standing in line to buy something when my girlfriend looked at the woman in front of us and was trying to figure out who she was. She recognized her but didn't know how. She heard the sales clerk read her credit card back to her and she realized that that was not her credit card. She recognized the name as the woman's sister. I don't know who the women were or why I had them in my dream."
"072-3"	"#072-3 I dreamed that I was at a Boston Bruins game. I had some sort of role in the team because I remember people coming into where I was and asking me questions. I was in a room in the Garden where when I walked out the door I was looking out of one of the skyboxes and watching the game. I don't remember Harry Sinden being there but if it was real life he probably would have been. Or maybe I was he."
"072-4"	"#072-4 I dreamed I was in a mobile home in Florida. It was my grandmother's, who lives there now, but I don't remember her living there at the time. It was just me. I didn't fit in in the neighborhood at all because it was in a trailer park with all senior citizen residents. My presence was causing a stir among the residents. I remember doing a lot of water skiing and people looking at me coming home to the trailer with my equipment and not being happy with me at all."
"073-1"	"#073-1 I was floating over my bed watching myself sleep. It was raining out but not over my house for some reason. In reality when I woke up my furniture was moved around and it was raining outside."
"073-2"	"#073-2 I dreamed that my friend who was killed was alive. We were driving around in his car. Only this time I was the one who got killed. I could actually see his lips moving when he was talking to me. This was one of the most vivid dreams I can remember."
