"n"	"dream"
"2627"	"(2009-01-28 (18)) I was at a school. I was going to class and someone was acting dodgy and I poured hot tea on them. They said they were just warning us that we had to do a test on some body part next class and we needed to know names of some of the parts. We got to class and the teacher was covering the board and I was trying to look, but they kept moving so I couldn't see, as they had a picture of whatever the body part was with the names on it. Something happened and this creature started attacking people and we tried to run. The teacher got 'possessed' and in the class next door there were 'eggs' from the creature, which were just people covered in a sac, one of them had the legs still sticking out, kicking."
"2628"	"(2009-01-28 (18)) These people were at a party and there was some dress from World War 1. Jack Nicholson had it and someone said he was getting his smell and beer smell on it, and then he put it on and laughed and left."
"2629"	"(2009-01-29 (18)) I was at Nana's and I was staying the night and sleeping in the lounge. I was trying to turn the TV off but it wouldn't turn off. They had this weird video camera thing plugged in, so I went to Nana's room to ask what I was supposed to do, but she and Poppa were both sleeping. So I just unplugged the camera and then it turned off."
"2630"	"(2009-01-29 (18)) I was at a school. I had been there once before but I came back now as a guy, under the name 'Robert Knepper'. Some people from Brookland were there. I had math next and I was looking on the map to find where the class was. I couldn't work it out and kept walking back and forwards before realizing where the class was. I also had drama and I was thinking I would go change that later. I got to the class and there was a guy teacher. I said I was new and my name was Robert and he checked on the roll and it said I had been there once before, and then had two days off. There weren't any seats by themselves so I sat at this long desk at the back, but it was around the corner and I couldn't see the board. There were two other new kids and they tried to sit there too. I moved it so I could see, but it was on an angle and no-one else could sit there. I was then watching Prison Break and T-Bag had a son, who was LJ. I was reading something that said T-Bag had lied in prison about having sex with guys in there etc, and that LJ knew he was pretending. Also, Sucre had sacrificed himself and drowned and in a replay or something, I was wondering what they were going to do with Sucre since he was dead. Then some others and I, the others mainly from Prison Break, including Bellick, T-Bag and Eugene, were on the run. We went to this shop, which someone said was Ikea. The place was flooding and it had also flooded. The exhibits were on high platforms, under cover, but the rest of it was low down and outside and that was all flooded, so we could swim over to the platforms. There was a huge aquatic monster under the water which was passed out. We were running to get out. People were also in there after us. We got to the outside and there was a big gate which was locked. There was a fence all the way around it, which had glass on one side of it too. There was a little garden all along the inside of the fence. I found a head of a statue in the garden and started smashing the glass with it, it just left cracks and wouldn't smash. Sucre's cousin was outside as a guard, with the keys. One of the guys with us asked him to unlock it and he refused and I pleaded with him and said there was a monster right behind us and he looked worried and unlocked it. We started running and there was a long stretch of garden before you got the main road and we saw a police car drive past. I said that that was the first time in a long time they haven't stopped for us. Eugene realized The Company was waiting for us (and had made the police stay away from us) and he ran another way and we all followed. We ended up on this huge house block and there were big trees around and a fence around it. Eugene ran out onto this path behind it and some guys with guns chased him. This girl that was with us shot one of the guys through the fence. I reached through the fence and took his phone and gun. His phone was old like and it wasn't in colour (it had that greenish background and the plain black text). I put it in my pocket and asked the girl how to use the gun. She asked what I did know and I said ""I don't know, only what I've seen in the movies"". I pulled the bullet part out and some of the bullets were like rolls of camera film, which meant they'd been used. She went off and I pulled out this roll and it had bullets of different sizes (and they were battery like) in it. This girl was studying a road map of the house to work out how big it was and how many people were likely to be waiting around and the best way to get out. We ended up back at the Ikea and T-Bag told us to wait at this certain point just outside and then he started counting down and then there was a big roar. He had woken up the monster and it reached over the fence (over another side, but we worked out what was going on) and was taking The Company people."
"2631"	"(2009-01-30 (18)) I was watching Dexter, although it was something else at first. Dexter was with his sister and they were messing around and ended up having sex, a video camera was on and had recorded them. At first they were other people, I think and one of them said ""I can't kiss you, I love you"" and the guy smiled and pulled her close and they kissed. They left the apartment and the video of them started playing. Dexter banged on the wall to hide the sound. Dexter admitted to Rita and others that he was a murderer and Deb walked in angrily and said ""I slept with you!"" and Rita was shocked. Then I was at home and Mom and Ezra were there. Mom went out the back door to leave. This girl asked what I was doing this year and I mentioned MUPC and ""college"". Then I was at Mom's and she had this baby from next door over, I think, and it was noisy and I said ""shut up!""."
"2632"	"(2009-01-30 (18)) I was at school, which was different, for graduation. I saw some people wearing light pink gowns and I was told where to go to get mine. Elijah and I were complaining that they were pink. I saw Eugene there. The group of people I was with and I had white gowns though. Only a few were pink. I went to this place to get picked up. Seamus and Milo Ventimiglia were there. Milo asked what I was doing for the year and I said ""I don't know, thought I'd leave it to the last minute"". He asked if I did accounting last year and how I went and I said ""not very good"". I had my headphones from my iPod in my ears all this time and my ears were starting to hurt so I took them out. My ears still hurt and I couldn't hear properly out of my left ear. I checked the time on my phone and Milo leaned to look too. It was 4.14pm. I was thinking I'd go on IMDb and say 'Milo Ventimiglia went to my school'. I wondered why I hadn't made a fuss of it before. Mom and I went to Santiago's. We waited in the car and he handed me this sheet of paper with a list of songs on it and he wanted me to burn him a CD [burnt a CD for someone last night] . Grace Kelly was the first song on the list and he had ""Cold Pouring Rain -- Dragon"" and I figured he meant 'Rain'. Only some stations on the radio worked where we were, but they were all playing the same song. Next time we went there I gave the CD to Mom, who gave it to Santiago. He was talking loudly and fast. Some girl gave us these books with things to do for exercise but as they were expensive we just took one. It was just places to go which would require a lot of walking around and it was all stuff in the US or Europe; there were lots of pyramid places, giant mazes and museums."
"2633"	"(2009-01-31 (18)) I was watching Supernatural. I don't really remember it properly but Sam and Dean were both there. Then some others and I were shooting a TV show/mini-series/movie thing. It was about zombies. I was watching the first part of it and before this thing we were making there had been a prequel of what had happened before the show we were making and also some of the parts in between. In real life, this crazy fat girl was with us and I killed her friend or something and she was angry/upset with me and I suggested we tie her up. I locked something away in the safe. I changed the code so the other girl couldn't get in either. I changed it to 6456. The main character was a girl. The whole thing spanned years. Most of the movie used CGI. The sets were mostly green screen too. We were shooting a part in this small bushy area and I said ""the first bit of nature"". There was a weird possum thing in the tree. Then I spotted a giant lizard and some scraggly cat thing. It looked a bit like Cuddles. Mom said we should get 'Cuddles'. This scraggly thing was actually a boy and someone called it ""the father of her child"" (something to do with Cuddles). It kept chasing me. Mom had renamed her 'Princess' and Ezra was annoyed at this and said ""I'll kill Princess"". Then one of the characters looked like a young Chris Barrie. He got a call from some guy back home and said there was a pretend war going on. His scene included another guy, on top of a car. After the scene he said he'd been dared to put an extra knee up. Someone was saying how nice his hair looked, especially in that scene and said it was ""effervescent""."
"2634"	"(2009-01-31 (18)) I was watching Torchwood. Owen and Gwen were talking heatedly. It was some time after their affair had ended and Owen looked like he was getting angry and then they started making out."
"2635"	"(2009-01-31 (18)) It was the first day of the MUPC and it was right near where school is. It was a big place. There were about 20 people altogether and we were all staying there. We also had uniforms. There were three girls including me. The other two had done drugs and stuff in Year 12 and that was their reason for failing. There was a little booth outside and I asked the ladies behind the glass if I could change a subject, as I had drama, and I also had health as one of my subjects (it was like a normal school day). We had a fridge which would contain all our food. Elijah was also there. There is a Light That Never Goes Out was playing and I heard this of it: ""and if a ten ton truck kills the both of us, to die by your side is such a heavenly way to die"" and I was thinking there was something wrong with the lyrics (the two sentences are from different parts of the song)."
"2636"	"(2009-02-01 (18)) I was on IMDb reading about Six Feet Under and then was looking at Peter Krause's filmography and he wasn't in much. He was thanked for a narration on something."
"2637"	"(2009-02-01 (18)) I was watching Lost, although I'm not sure if it was, and Locke and others (from other shows as well) had to break into this giant shed, which had planes in it, in the middle of the forest. Some of them were on a plane and Locke was trying to distract the people outside. He was then on the roof and this girl up there suspected him and threatened to tell and there was a long drop to the bottom. They were both holding on to the edge and she let herself drop but he kept edging along to the water and when he got close he let himself fall. I was then there with some others, outside and it was night, and we had to get in. There were guards, but lots of bushes and things to hide behind along the way. We slowly made our way to the shed. This girl sacrificed herself so we could go (they arrested her, and then we snuck in while they were busy). I watched some comedy movie [it was new and Apatow like] . It was ok. Jack Black was in it and they had this thing to get rid of fire, which was a gigantic grey flap thing and he said it ""works like my kidneys"" and it was at the door or window and it 'breathed' and sucked the smoke and flames out. I was telling Ezra if he'd seen anything else similar to it. I went to the kitchen and Mom was there. I asked her if she had some food and Darren said ""pdf"" and he said it stood for ""do not prefer""."
"2638"	"(2009-02-01 (18)) I was on IMDb and I had my own page. I had been in a few things when I was younger, including Teletubbies. I also had a role in a movie from 2008 as 'agent'. Michael C. Hall was also in it. I didn't remember doing it. I was on my message board and I had a few comments. One guy was saying how I wasn't very good in some show I had been in when I was like four and because I'd been in another episode I must've known the director, as the same guy directed both those episodes. In the second episode I had a minor role as a dog and I barked once."
"2639"	"(2009-02-01 (18)) I was in the car with Mom and it was windy. There were these tent like buildings around, made of a thin see-through white material and as it was windy, these poles had been put in place to hold them and also gave them shape. Then Calvin and I were walking around outside. I wondered how deep the ""doopy things"" were and Calvin went and pulled one out and it was barely in the ground. He just dropped it and then we heard someone telling on him and he ran to put it back. This dude, who I thought was a teacher, asked him what his name was and he said ""Bluth, Michael Bluth"". We kept walking. Some parts were closed off and we had to take detours, but Calvin knew where to go so I followed him. We walked up this path which went up this hill and there was a rocky path. He suddenly jumped off the edge and I went to follow but realized it was a long fall and went to stop, but I slipped and was then hanging onto the edge. Calvin laughed. I started edging across until I got to a lower part and then I dropped off. A guy who looked like Bellick (Prison Break) was standing around and he had recorded it. I took a photo with my phone of the 'cliff' thing. Then we went to the Science Museum with Ezra. I said ""I haven't been here for years"". There was a poster on the wall when you first walk in, saying ""squeal for 12 seconds"". Calvin made a squeal and it was like a distorted echo and so I did one squeal. He kept going for a while. Ezra slowly came in after us and I motioned for him to come over. Everything was close together and it looked like Timezone. Two girls were playing air hockey and a guy was waiting for them to finish."
"2640"	"(2009-02-02 (18)) I can't remember properly, but my fourth top tooth on my left side was a bit loose. For years, whenever I touched it, it hurt. Dad got a 'bill' from a place for money from a song that I hadn't paid for and it cost like $900. I had to write some people down and Mom said ""she's got 15 people"". Dad thought I was going to blame Austin for the money. This all had something to do with my tooth. Ezra was there. We left there and I was with Mom and Ezra. I asked Mom which tooth and as she said a 'strong' tooth, I pulled it out. I wiped the gum and this black stuff was on it. I was watching Dexter, I think and Dexter and Deb were talking about their favourite 'team' or something and it was made up. There was something about Torchwood."
"2641"	"(2009-02-02 (18)) There were zombies. They were different though, some were fast, some just lay about, some were smart, some were crazy etc. Because of this people still called them people, instead of zombies. They could also open doors. I wandered into a house and there were some zombies walking around. Then there had been a large family there. They were running about and they were trying to guard the back door from them. Too many zombies were in though. Then I was there and I had a pole and a butcher knife. I stabbed them in the heart (they were killed from being stabbed in the heart). Some were harder than others so I had to slit the throat of one and stab him a heap of times. The house was small and I used this girl as a shield. I went to the back door and there were heaps of them. The girl screamed and slipped out, so I gave her a push and closed the door. Eventually, no-one else was around. I was closing and locking doors and turning off the lights. Then the house was different. It was big and I was with others. Some of it was very glassy. It was also night time. This black girl there was very bossy and she suggested we go outside to do something. Before we went I had locked all the doors. We went out and then we realized all the doors were locked and we couldn't get back in. It was a really nice house and it was pretty well designed. There were back lights everywhere and they were on. There were also buildings across the street, and some had lights on. We got in a car and drove through a brick wall of a different building across the street. We all climbed up and into a room on the second floor (hotel like). We sat on the bed, which was right at the wall. Some cars and motorbikes drove past. There was then a window where we had smashed through and it slid together and I was holding them together. I asked for someone to turn off the light but the black girl kept refusing. I kept asking and no-one would. I got an email from Simon Pegg who was surprised that I was dead and I replied ""yo, not dead"" and said that I was trapped because of a girl and ended the email with ""stay surviving!"". I let go of the window to type and then I had visions of people going past and opening it, which creeped me out. We decided to just stay here for the night and I was annoyed as it would've been nice at the big house and it was safer there."
"2642"	"(2009-02-03 (18)) I was in a shop. I had instructions from some bad guy to go to some shop, but I can't remember what it was called. I was on the phone to the person as I tried to find it. I found it and went in. It had wedding dresses on both sides of the shop, therefore obscuring the view from other shoppers outside the shop. I was told to knock out the person working there, so I kept hitting him over and over but he just got a bit groggy. Then I had to find some 'creature in the dark corner' and I found it and it was a white cat like thing. I don't know what it did, but then I heard police sirens. I used the back door of the shop to leave, which took me outside. The cops were already in the carpark and I had a thing to change my appearance and so I changed into a fat lady. They asked me some questions and then left me alone. I had taken my shoes off in the store and so sat down to put them on. I turned back to normal and then I ran from them. I had a gun and the bad guy told me to shoot the cops, so I shot two of them and then more came and I'd run out of bullets. I got close to a cop and pulled something off the gun, so he couldn't shoot. I got away from them. Then 'I' was a creepy guy with a moustache. He was staying at a ""halfway house"". People there thought he was dodgy. He had this huge room and never interacted with anybody. This little old man was starting to get suspicious and so the creepy guy invited him over. I thought he was going to kill him, but he was just trying to look friendly so they left him alone. The lady who worked there was also starting to get suspicious."
"2643"	"(2009-02-03 (18)) I was at school. There were lots of people and it was the first day back. I was trying to pick out the new Year 11's and Year 12's. There was a tall guy and a girl with big boobs wearing a low cut top. I couldn't remember the quickest way to leave and there were two sets of steps and I didn't know which one to go down. Then I was in the car in the carpark next to North Midvale with Daryl, who was driving. There were kids around and two of them walked in front and we waited for them to go across. They didn't so I got out and they very little and one was just walking into the side of the car and I said ""Go around, tard!"". Some teenage boys were around and they laughed. I got back in and we drove backwards, I saw something get flung across the carpark onto the oval (the long way of the carpark). Then we were walking. When we walked past, I saw the thing that had got flung was a baby/small kid, which was dead and had blood on it. We just walked past it. Samantha and others were with us too. We all had remotes for the X-Box 360 remote, which attached us to another person. I was connected to Daryl. We got to wherever we were going and then left and were walking again. We no longer had to stay together and the remote was plugged in to the back of my head and I pulled it out, which felt strange. I said ""that's been in there for 3 days!"". Elijah walked past and as he did he waved his jumper in front of me. I forgot who had walked past me and I thought 'was that Dmitri?'. Then I realized it was Elijah and we laughed. Then I was at school again and the MUPC was there. There were seven of us. People actually at the school were sitting at other tables. We were all seated around one. The guy teaching us said our first assignment was to find a female 'athlete'. The first girl who was asked who she'd partner up with and her Asian girlfriend, who was also in the class, did some sort of athletic activity so they paired up. This guy got asked and he said he didn't know anyone and the teacher said to ""get your head out of your ass"". Peyton (One Tree Hill) was there and she worked out and she thought the guy was dodgy so to save us both from getting paired with him, she paired up with me. We got called to this bar to watch something on the TV. It showed a nice looking waterfall in a nice forest, which the two winners of our class would get a trip to. It also included bungee jumping. Then there were clips of 'us' from our competing, which was in the form of a TV show. I looked like Eve Myles at first, then I looked like a different person, but was still a lot older (mid-20's). It showed 'me' in a forest, by myself and it was dark and spooky and something was making noises or something and I was making squealing noises. I was rating songs on my iPod, getting ready for the trip. The only song I remember rating was Blue Monday."
"2644"	"(2009-02-04 (18)) I had one day of school left. That morning though, I had no clean school clothes. I wore a white long-sleeved shirt under my shirt. I was at home and Dad and Ezra were there. I was making a microwave meal for breakfast. Ezra was in his bedroom had some giant thing that I don't remember attached to him and it was for MIS. There was a documentary on the TV about a dangerous monkey thing. It showed it eating and drinking at some water. A crocodile came and it bit it and then let go and then the crocodile left. The camera shifted to this other monkey in a tree and then I felt something scratch my back and I freaked out and woke up. When I woke up, I jumped and hit my elbow on the wall."
"2645"	"(2009-02-04 (18)) I was dating some guy and then we sort of broke up. Then it was One Tree Hill and he was Nathan and I was Haley. He had then slept with Brooke, in the four days they had spent apart, and he regretted it, but he didn't know whether to tell Haley. In real life, I was trying to sleep. Mom and Ezra kept waking me up. Dad came over to and woke me. I said I didn't get to bed until late. The first time they woke me up I'd only been asleep for about an hour."
"2646"	"(2009-02-04 (18)) I was at school but I didn't know why I was there. I, along with some others, got invited to spend some time with Barack Obama. He was doing a speech to some Europeans. This lady had written down some notes for the speech but he couldn't read her writing. I had a quick look and got 'inertia'. Her writing was very long, straight and close together. They then gave some people cue cards instead. Two of the important people left and he couldn't start his speech, so he tried to stall it. Calvin was there too. Obama was giving people prizes. He handed around a cardboard box full of little stuff. There was a Star Wars action figure in there, I took a pencil thing. When he finished, we got sent to a class to wait. Lorelei was talking to some black kid and said ""you're bi"" and proceeded to say how bad it is being gay and as I walked past, I said 'idiot' under my breath. I called Mom and told her to get me. Izaiah was in the room and he asked if I'd done some thing with Ms Myzshka (don't remember how to spell it) and I said no and he said he'd told someone that I had added her as a friend on Facebook and so I hadn't been allowed to do whatever the thing was."
"2647"	"(2009-02-05 (18)) I can't remember properly, but I had been dating some guy. We had to break up for some reason. I had this person/creature for some experiment. It got to the car and then we took it back. Some other people had better facilities and he decided to leave us to go with them. In the car I begged him (the creature) to come back. I was upset. I found out something and I was on Facebook and was trying to type an apology to Elijah because we had dated, although I wondered why I hadn't remembered about it before now."
"2648"	"(2009-02-05 (18)) I was out with some people, including Dad and the rest were adults too. It was night. Some guy had given me marijuana earlier. He asked when I was going to pay him back and I said 'you never said anything about payment, I didn't even want it' etc. Dad had given him some money before hand as well. I went home after that. Mom was there. Then I was near a forest-like park with Emery, his 'older brother' and someone else. It was still night. I can't remember what we did, but it was illegal and we saw cops coming and we all ran into the forest. I hid behind a tree, and Emery's brother hid behind another tree. The cops found Emery, then his brother and then me. They handcuffed them, but not me. I noticed my left shoe was on fire and I was stepping on it with my other foot to try and put it out, but it wouldn't go out. I don't know what happened to it though. I dropped my water bottle at the top of the hill near home. As the cop was doing something with Emery, his brother ran off. I almost went with him, but decided not to. I didn't say anything. When we went to continue walking home, the cop realized he was gone, but didn't bother looking for him. His brother came back though. Then he and Emery took off and came back again. Some people were complaining that they were naughty and having to take care of them. After I woke up (in real life), I discovered that Emery had gotten suspended for blowing up a lighter."
"2649"	"(2009-02-06 (18)) We went to a restaurant, like Retro Betty's. We were in two groups; one included Mom and the other had Dad and Ezra. Mom said ""We're here for Brad Pitt's birthday"" and the lady took us to a table that only seated four and I said 'no, we want to sit together'. She left and we all sat in this booth in the far corner. I had to sit next to Ezra. Then I was somewhere else and climbed up this ladder onto a platform. There were shopping bags up there, filled with lots of biscuits and chocolate snacks and bread. It was our shopping from weeks ago that we had forgotten about. I took all the bread out, as it was all moldy but took down the bags with the snacks and went to show Mom. She was next door. I went over and there was an old lady there and they made me take over the vacuum and vacuum this small patch of carpet in the lounge. They went into the dining room or something. There were two cockroaches on the kitchen tiles and I called out and told them but they said not to worry and continue vacuuming. Then I was playing a game, like Sims 2. I had to pick a setting for the Sim and other random stuff like that, as well as creating them. There were a few backgrounds which were really detailed, but they made it look cluttered and I couldn't decide on what to do. This guy told me to not try and make it fancy and just make it how I want it."
"2650"	"(2009-02-07 (18)) It was night, around 3am. I was at Mom's, which was different. My room had a door leading outside. There was a knock on the door. I didn't want to answer, so Mom did. It was a guy saying there'd been an accident and Simba was standing behind him and we thought he'd been hit. There was a car with a smashed light. Then Granma and Uncle Gabriel were around and we went to their place. There was a picture on the wall of some leader whose name started with an 'S'. It was an alien girl and I was thinking it was from a science fiction book. Then it was the next morning, I think, and a lot of people had died. There were ghosts (or something) of Dad and Ezra on the lounge. I thought they had died and I told them to touch my knee and they went right through it. It turned out that at some point last night everyone who was touching another person, skin to skin, had died. This also applied now. It showed a prison and a prisoner reached through the cell and touched the guard and they both screamed and died. I was then outside in a forest. There was a teenage girl and I went to ask her something and tapped her arm. She turned making an 'erggh' sound and her eyes started to bleed and she fell, but I was ok (it was later discovered that sometimes the 'dominant' person would be ok and if they were the 'same' they would be ok, I never really understood what the rules were). I ended up getting caught in the forest. The people there could put these things on their head so nothing would happen if they got touched. One of them looked like Sigourney Weaver. The leader guy told her to kill me, but she whispered to me to go along with her plan. She pretended to touch me and I fell to the floor, then it wasn't me and this other person touched 'my' leg to make sure. I later met up with Eugene. We were staying in a house together, sleeping in two single beds. After being together for a while, I was thinking that if I was going to die anyway, I may as well kiss him (not thinking that it could kill him) and so while we were talking, I leant over and kissed him, but we were both ok."
"2651"	"(2009-02-07 (18)) I was out the back of Mom's old house. There were round fat fish in the fish pond, which had legs and a face that was duck-like. I was talking to one of them and this guy was there, I think. Someone complained about waiting for Ezra and Dad. We were getting the money for MUPC together. Mom asked me something. I was later on my computer and my desktop was of Supernatural."
"2652"	"(2009-02-08 (18)) I started watching this show from the early 90's. It was set in a prison. They showed this guy and I said ""is that Bellick [Prison Break] ?!"" and I was thinking 'not again!'. In real life, he had been turning up in things I was watching."
"2653"	"(2009-02-08 (18)) It was my birthday or a little while after. We were at Mom's old house and I was in my room on my laptop/computer. My aircon was still in the window, but it was hanging out quite a bit, so I pulled it in a little. One of Mom's friends had given her a birthday present to give to me. It was a bracelet. I started complaining in disgust and told her to get rid of it. She told Ezra to put it in my room and I said to put it in the bin. I used one of those metal grabby hands to pick it up and I threw it in the bin in the kitchen. There were cones with chocolate eggs in them and I was eating one."
