"n"	"dream"
"0260"	"(2005-02-19 (14)) I was at a fair thing. There was a little shop and it had Monty Python and the Holy Grail figurines and I was looking for one of Galahad and I complained because there wasn't one, but there was. The fair was scary, really dark and spooky. Mom and I were in some weird town place and we had met a famous person, I think it was Michael Palin, at a little coffee shop on a corner. Also, at this fair was a little supermarket. I lost Mom and there were these aisles with Green Day poster things everywhere and then it was outside and I went on a water ride slide thing and there was another girl and Terry Jones and Michael Palin were in a car in a show and it kept changing."
"0261"	"(2005-02-22 (14)) I was at school and swimming was on and I don't remember properly but some people were evil. Then something happened and I was on this little planet thing which had gotten a bit blown up and the aliens from it had come to Earth. This other noob was on it and nearly fell off, but Zim (Invader Zim) was there and saved him (he wanted to use him for something). Then we were on this train and it was spooky and there was a shower and when we went under it we got sucked up to this kooky place. The alien guy said it was a ride and we went again. I went under the shower but then it was third person view and it turned out the alien guy took me because he liked me."
"0262"	"(2005-02-23 (14)) I was at school and I was hanging around with Liliana and there were lots of fish and we kept looking at them. My science teacher was wandering around too. I was also at Nana's and this guy who was actually my math teacher Teacher-M-09, was trying to sell these cheap games, and Ezra and I kept running from door to door so he would go there, thinking someone was there and we also had a tunnel thing. He found out what we were doing and then tried to find us and he was evil."
"0263"	"(2005-02-24 (14)) I was in England. I was with Mom and we kept turning up at this material factory, which was in France or something and the guy there tried to shoot us. Also, at this shop they had all this Monty Python and Fawlty Towers stuff and Monty Python movies -- like Alien 3D. Then Granma and this person who had a really fat kid were around too. Fat kid went to lie down on a trampoline and Mom got Granma and fatty to go. I got lost from Mom and ended up in France. I asked this bloke, who looked like Teacher-M-05 and he spoke English, to help me, and he said he would. After a while I found Mom and I got rid of him but on our journey I had gone to Mom's car. When we got to the car he tried to take it but then I did these hell cool moves and he got hurt and we left. And this girl and I opened up a shop with these weird things and everyone was buying them."
"0264"	"(2005-02-25 (14)) I was at Mom's and I was in her room. I looked out the window and saw these people coming out of a car, two women. I knew they were bad and I went into my room to hide, but the daughter of the two, who looked like the one from that gay Mayhem movie, checked all the rooms and found me. I can't remember properly, but they took our stuff, including my phone, all our phones, but the young one gave me a phone, for some reason. She kept calling me and teasing me because she had my phone. Mom and I went to the car and they had pulled it apart taking stuff, although one part of her car they didn't check and it had one of Mom's phones, so they hadn't found it. The people came back and I was complaining because they took my phone and she ended up giving it back to me."
"0265"	"(2005-02-26 (14)) I was at Mom's and all the guys from Monty Python were there, except Gilliam and Idle (ie Chapman, Cleese, Jones and Palin). It turned out that John Cleese, Michael Palin and I had this sort of love triangle going on. I also went to school and my English teacher, who was called Teacher-M-02, but wasn't him, and I also had some fusty thing going on and I was doing well in English for that reason. I was also in a class and the people were singing the Lumberjack song and I've Got a Lovely Bunch of Coconuts except it said something about work. There was also a big stage. Something bad happened though. Then or before all this, we went on a school camp thing. Terry Jones and I were sharing a room, why he came on a school camp I do not know, but we had this little room. Anyway, someone knocked on the door and it was a guy with a creepy mask on. I kept screaming and laughing. Then he left and I said ""now a real evil person will come"". The door opened and an evil person thing was there. Then Terry ended up on a cross, upside down, but he was ok."
"0266"	"(2005-02-27 (14)) I was at Midvale High School except it was the start of Year 10 and it looked completely different. There were millions of kids there (just for Year 10). They had a shop at the school, like a Target, and an electronics store that was open all day. I got bored and crawled down this hill, through a hole in the fence and earlier on, I went to the shop and I wanted this jumper. There were two big change rooms, a girl and boy one. I didn't wanna change but I went to go back behind a cabinet and I don't know why but they took my shirt off so I could try it on. Whitehall High School people were there and they were being evil. Also, Dad and I were at this shop buying pencils and we got these Monty Python things too. Later, I wanted to go back to the shop, but I couldn't until lunch or recess because they would wonder why I was there. Later, we had a freaky camera thing and we could fly and stuff and we went to this building to take pictures. There were freaky people around."
"0267"	"(2005-03-02 (14)) I was at home in the office and we had heaps of computers and two offices. My computer was going crazy so I got up to see what the problem was. The light in Ezra's office was flickering and then it would go off and then it started giving electric shocks. No phones were working and we needed to get a hold of Mom. But then she turned up with a torch. We were at a cafe place. This guy kept talking to us about something and then his wife left him. Then these two scary old people wearing makeup made him and his wife some dinner with strange vegetables. Mom was saying how her painting was taken by Nana 20 years ago. Nana was like ""move"" and then took 'her' painting from a box. Some street name was Chollatel or something. At school we had to picture we were in a cemetery. Then, the teacher, Ms P asked me a question about using an 'ajouk' board. She meant Ouija board. We were playing a board game. We also talked about noses and I had a cold."
"0268"	"(2005-03-04 (14)) I was at school and I made my own computer. There was a little tube thing I used. Then we had to go into groups. Cheyenne and Jocelyn went to go in one group. Derrick got this guy to chase me because I embarrassed him or something. When school finished I went to this place where I had got a mouse from to ask if they were special. The girl was pale and fat and ugly. We also went through a drive thru and the girl serving us had braces and she was hard to understand. Then 'today' we didn't go to school."
"0269"	"(2005-03-05 (14)) Ezra, Jayson and I were at some place that had Chicken Kiev. But it had maggots and stuff in the building. We cut the Kiev open. Then we were all sitting/lying on this glass thing which was sort of resting on this other thing, so when we moved, it would tilt (in the air). There was another one near us, which two people were dancing on. We turned to look and then Ezra made it go spazzy and Jayson and I fell off except some glass part came too and Ezra was fine. We fell into the water. We got out and there was this futuristic place with all these buildings and there was a little boat thing that went underneath the place which was on top of the water. Now, one part of the story was that I was old and I was thinking back, and the other was that I had dreamed it before, but before we knew Jayson, and he was replaying it in first person, and then it was a movie we hadn't seen for ages."
"0270"	"(2005-03-05 (14)) I was with Mom and at first we were at a place with Porky. She was running around and then we had to leave and I told Mom that Porky was out, and she told me it wasn't her that she was in the boat or something. I ended up jumping out of this cart and running back to get her. Then Mom and I were at a fair place. We went on a freaky ride with lots of old people. I said to Mom that I was going to sit on the edge, but some old lady had taken my spot, so Mom sat down elsewhere. I thought I would have to sit next to someone else, but a seat was free next to her."
"0271"	"(2005-03-07 (14)) I was with people from school and we were in this creepy house place. Someone told us to go through it all with one light, which I had. We were walking through and I can't remember what but something scary popped up. The place was arena like. Also there was some game where you had to kill this werewolf snake, except it didn't turn into a werewolf. We found it and we were killing it down to its last health, but we needed wolf bane so I got whoever was with me, to go and get it. Then we killed it."
"0272"	"(2005-03-09 (14)) I was hungry and Mom and I went to a petrol station to get food and a car was crashed near it and then it blew up. For some reason, we couldn't go to the petrol station. We snuck back to the car and then Ezra and Jayson did too, because there were these ranger people who liked stopping people. We got in the car and one guy came up to Mom's window, but she drove off. They followed her and ended up crashing into us, we got out of the car before it blew up, then the ranger people died. I was starving and somehow I had managed to save some stuff, we kept trying to get a ride, but people thought we were bums and kept saying no."
"0273"	"(2005-03-09 (14)) I was at a video shop and we were looking for movies. I went to ask Mom how many Species there were and they were right in front of me. The highest was 19. Gattaca was there too. There was also this movie of us, which I can't remember what happened, but it was stupid."
"0274"	"(2005-03-09 (14)) I was at a place that had some books; I think it was a library. There was a group of people, all ladies, wearing a few different clothes, but about 3-4 people were wearing the same outfit. There was a man, but he was a crazy retard guy. There was a bookcase next to him and I was trying to look, but his arm kept flapping. Somewhere else, Dad mentioned how he liked it when Ken (A Fish Called Wanda) yawned or something."
"0275"	"(2005-03-14 (14)) I went to school and people were talking about a new Beatles song. I don't know what it was. They also kept saying 'Paperback Letter' instead of writer. Then I was in the library and Svetlana, Yelena and I were doing weird colouring-ins and playing Uno. Some people were also wearing Green Day shirts. I sat at a table in S+E, and then that gay Classmate-M-30 guy also sat at the table and a camera kept moving. There was a strange map. I had a shower at school and Mom was supposed to be taking me to get an x-ray but she sent me to school for a bit and I walked out of the school."
"0276"	"(2005-03-16 (14)) Mom kept calling Will Smith, and his 'servant' answered the phone and Mom said she was a friend of his. Mom rang back again and Will answered and then hung up saying ""Stop calling me!"". Anyway something happened and Will was over here and I knew him and we found all these different coloured tablets -- ones that would make you want to increase population, watch comedy, get stressed, calm down, get nervous etc. He chose the dark blue one -- to increase the population. He turned into a girl, who decided to be my best friend. We went to a cinema and I found that I could create more rows of seats with people from different times. I made one that would have Michael Palin in it and then I went down and sat next to him. I said hi and he seemed shy or nervous or something. I asked him what the date was and I don't know what he said and I asked the year, and he said 1963. I thought, 'Ok, he's 20'. I started chatting to him and he got up and then motioned for me to follow. He went to a place where they had DVD's. He found A Fish Called Wanda and he was going to get it for me, bit I didn't want to tell him that I had it, so I told him about a special one that I'd seen only at a video shop and it would be cheaper, and we went back to the cinema. We sat in the front row next to each other. He started kissing me, and I was giggling. He was kissing me like when parents kiss their babies, all over their face. My old pal, Will, was getting angry except it wasn't actually Will anymore, but I'm not sure what happened, but the Will thing got angry and we had to go somewhere. I got in this Ute thing and Eric Idle got in the other side to drive. Graham Chapman hopped on a motorbike as did Terry Jones or John Cleese. Not sure which one. Michael and Terry/Darren got in a car. I waved to Graham, maybe mistaking him for Michael. Ezra was in an ice-cream truck thing. We got to a place where they were building a building. I ended up really high, hanging from a rope. I was about to let myself go, when people came around the corner and tied rope to my foot and I went back and I was ok. I caught up with my friends and there was a game where you pick which presents to give to which animal thing."
"0277"	"(2005-03-17 (14)) I was at some place. I was in some group with Liliana, Classmate-F-18 and some other randoms. Liliana had driven to the place we were at. I was walking around some of it and I walked past Ms Hampson and I think that guy, I think his name is Classmate-M-25, was also with her. Then I past that other Darren guy playing tennis by himself, and he hit one backwards and almost hit me."
"0278"	"(2005-03-18 (14)) Mom had just picked me up from home and there were police cars everywhere. We started taking all these strange roads and for some reason we got out of the car. We were walking and this drunk guy came up and said to Mom ""cracking piece of crumpet"". He said something about me and guitars. I was like ""What?! I'm only f-f-thirteen!"". We ran away and I called Dad and then we hid in a ditch thing at a park. A policeman drove past and somehow Mom took his car and then got me. We stopped for fish and chips and then we were driving and in lots of places there were police depots? We went in and I remembered to get keys. The lady at the office thing let us in and we were messing around with videos of this lady whose car we had taken. Luckily, she looked a bit like Mom. They had a big DVD player. Some people thought that she was different. The lady gave Mom name tags and she had to put them all on the right person. Then we were allowed out. I went home and I left my bag up on the street. I remembered and ran back to get it. It had stuff missing, like my phone. These two guys were there and one of them had my phone and I snatched it off him and got my jumper and the other put my bag high up in this tree. Then Loren Dean and some other person came by, they were friends of Mom and they were cops?"
"0279"	"(2005-03-19 (14)) I was at school or something and there was going to be a Monty Python live show with Graham Chapman somewhere. The teacher told me I missed it on the telly."
"0280"	"(2005-03-20 (14)) I wanted to walk to Germany for some reason. I thought we were in London at one stage and Mom said ""No, we're still in our country"". I wanted a drink of water and we got a cup but I threw it away after having a few drinks and I said I dropped it. We were near a lake thing."
"0281"	"(2005-03-20 (14)) There was this creepy place on the edge of an island, it could have been the edge of a country or something and there was lots of scary water. I think Ezra got lost in the water, except he was younger, like 3? But he got out alright. There was a medical centre too, which was scary looking. I think we went in, but I don't remember."
"0282"	"(2005-03-20 (14)) I had to kill these 3 guys because they had a jewel thing which was needed to stop some evil thing. This building had exploded but it looked ok. Upstairs there were evil things, made from a good effects computer game. I killed two of the guys and one was Will Smith. The third guy was in a car with some person and they had locked the doors. I got them to come out and explained to them why I was doing it. The third guy came up to help me. It was all effects up there. It was all made of holograms but I still had to pass it. I was at a 'Timezone' place. It was pretty evil. Mom was there too and you got heaps of points, but it was really hard. There were strange people around."
"0283"	"(2005-03-20 (14)) I lived in this house with Graham Chapman, his sister [which he didn't have in real life] and his mother. Later, it turned out that Graham and I were engaged. Anyway, I went to a pub place which was joined to the aforementioned Timezone place [but it was a different dream] . I got home the same time Graham got home and so did his mother, we went to go in but his sister, I think, was on the phone and we listened to her conversation which didn't make sense. We went inside and I cleaned up the sister's room with a piece of paper which sucked things up. I went to my room and was cleaning things up properly, when I heard someone whistling. Graham had opened my door a little and was whistling some song. I turned back around, but he continued whistling and it was annoying. I asked him what he wanted and he said ""a kiss"". It was just a 'peck' [Sims wise] but then it turned into a 'smooch' or 'makeout' (it was extremely vivid, and I can remember how it felt and tasted). I think earlier on in the dream, Graham and his sister had tried out this new trend, which was walking around naked, but Graham didn't like it. Also when we were all walking home, I hugged a pillar near the house and there was 'ae' written on it and I said ""I love a's""."
"0284"	"(2005-03-21 (14)) Dad, Ezra, Jayson and I were sitting on this high scaffolding thing. We were all sitting on thin bits and kept almost falling off. We saw this hamster in a hamster ball and it fell off this cliff thing onto the road. Then it got run over. Dad and Ezra kept pretending to push me over, but I somehow stayed put. We then tried escaping but it was no use. I don't know how we got out but then we had to find some dead kid and get something out of him. We walked through this scary swamp and he was there. I had to light a match/lighter to go through him (he was a ghost though). We got the thing we were looking for. Dad had made me wear rubber boots. There was a flashback of something. Then we were in a puzzle room like Banjo Kazooie. The kid flew off and we had to jump into the picture to find him."
"0285"	"(2005-03-21 (14)) I was at Granma's. I ordered some free thing over the net to her house. It was Christmas but it was December 5. I kept asking why it was earlier but no-one knew. I went downstairs and there was a package at the door. In it was an old That's Life! I opened it and it was mine from 2002. I showed Granma and then Mom came and she took me to this place and said that the package and been picked up and the right one was dropped off. Wherever we were, there were two animals that were dead. I was standing close to one but I moved back because I thought it would get up, and it did. It hopped into the bushes. Some people from Monty Python were there. Mom pretended to drive off, but she accidentally did and I had to quickly jump into the car."
"0286"	"(2005-03-22 (14)) I saw this movie called Puke, which was a true story about a guy who got killed by a shark when he was on a pole and the shark jumped up and bit his head and then the shark died on the pole (it went through his middle). It was a hammerhead looking shark. I was telling Mom about it and I said that there was a real picture of it on the net of him, but I hadn't found it."
"0287"	"(2005-03-22 (14)) Mom and I were at a train station. She had to meet someone and lots of trains kept coming past. I almost got hit by one."
"0288"	"(2005-03-24 (14)) I was at Mom's and we heard gunshots nearby so we started hiding our stuff. The people got to Mom's and were messing around at the top of the stairs and I was trying to get Mom to hide my bag. She did, but I ended up getting them out of the house. They were both girls by the way. Mom complained about me having so many animals. I had had a pet sheep called Aaron and I had also had a pig. The moon was big at 12 and when I got Mom to see, she thought I was playing a joke on her."
"0289"	"(2005-03-24 (14)) I was at school and we had to do sports. Teacher-M-07 was our co-coordinator. No-one wanted to do sport though. There were SNSET people there and the teachers thought it wasn't fair for us, so when the SNSET people were gone we had to [I think SNSET's were speds] ."
"0290"	"(2005-03-24 (14)) I was at a shop. At first I was at an internet cafe with Ezra and Jayson, but I had no time left, so Mom and I went to the shop. There was an ice-cream shop and I was having a look and my tooth started hurting. I found Mom and I pulled my tooth out and it was a baby tooth. Farrah was on the floor being annoying. I didn't get an ice-cream. I was then at home in the bathroom and the doors were closed. Farrah and people from school were there too and we were hiding. Someone knocked on the door, so one girl was trying to get him away, and then I had to get rid of someone else. Later, a vet came; he was odd and was wearing weird clothes. I tried to tell him I didn't think any of our animals were sick but he decided to have a look anyway."
"0291"	"(2005-03-25 (14)) I was at Midvale shops except they now had a beach thing in the carpark. It had waves and stuff too. Ezra and I were getting into the car and I noticed all the water was gone. I didn't say anything and we got into the car. Valerie was there too, and she was with us and her and her kids wouldn't get in the car. I then realized all the water was built up in a huge wave. I screamed for Dad to get in the car but Ezra said ""We're gonna die aren't we?"" and I said ""Probably"" and then I decided I didn't wanna die so Dad got in the car and drove off before it was too late. We were safe. We went back though for some reason and it was all calm again, we went back home and everything was fine, but we realized it was happening again so we drove away. Then somehow I ended up in a car with Mom and we drove to this place that was causing the problem. They didn't do anything but they gave us a wireless computer mouse [my mouse stopped working last night] . We drove back again so that I could get my Monty Python DVD's and then it happened yet again and we drove downtown and I asked if we were going to stay at a hotel and we were. It was smelly though, and I was in the garden (it was night time) and there was a cubby house thing, and an old man, that looked like the 'It's' man, was or had told some boys to come up to prove their bravery. One boy did and the man told him to pretend he was getting hurt. So he started screaming and then his friends were laughing because they had set him up and then they had to jump off into this mud pit."
"0292"	"(2005-03-27 (14)) Ollie (Kingdom Hospital) was doing something. I can't remember properly but his last name was Skeckillson or something."
"0293"	"(2005-03-28 (14)) I was at the Royal Show. The first thing we saw was a ""Pat-the-Penguin"". It was a kangaroo in a penguin suit and we thought it was a penguin at first and then it was a person inside and we realized. I went to go into a separate part of the Royal Show. They said I had to be 15+ to go in by myself. But Mom came and I got in. It had all the waterslides and stuff. We left that bit and I went back and I was allowed in. I went into this toy shop and a lady from before said no people under 15 were allowed in. And she read out something about ""no smelly girls or boys under 15"". And I said I am 15. She said ""Oh. When's your birthday?"" and I said ""25 January 1990"". Then she asked me what term I was in. But I didn't get it at first. Then she asked when Baby Day was. I was like ""How should I know?"" Then I said today, because I had seen a poster with a mother and a baby. I was right. I was then backstage somewhere. I was there with some people from school. Also people were building a building over the water and Mom and I almost fell. Jocelyn and I were also walking around somewhere near the penguin thing. Also something someone had was ultra rare but I can't remember."
"0294"	"(2005-03-29 (14)) I was at some spooky place. People were coming back to life as zombies. I can't remember properly but Dad, Mom, Ezra and I and a few other people were the only live people left. We were wandering around looking for food and I ended up in a Thai restaurant. I went in and got some spaghetti in a bowl. I ate some but an evil person came and I hid under the table but he saw me. I 'paused' the game and he couldn't see me, but he stayed waiting and it wasn't actually a game. Anyway, somehow I got out and met up with Mom and company. We got to the gate and got out of the city. Then I said what if the gate was closed to keep them in. Then we heard them coming and we went to Nana's."
"0295"	"(2005-03-29 (14)) I was at school and some guy liked me. I can't remember much else, but I climbed up a hill and was at a house, and Nana lived there."
"0296"	"(2005-03-30 (14)) There was this house somewhere and I was there with some other people. There was Mom, Jayson and Ezra. It turned out that Jayson and I had had sex. Luckily, it was just implied. Anyway, I wasn't too worried about it and Mom was angry. Mom was trying to have a talk with me in this room. There was a poster on the bed, and Jayson was on one side of the bed, with a picture of Tinkerbell, and on the other side, a picture of Orlando Bloom. I hid next to the bed under the cover and Mom whacked me with a piece of wood to see if it was me, but it wasn't hard and I didn't move, so she decided I wasn't under there and then I popped out. I left the room and I walked past a room with a poster with 'Ugly Elephant Olyphant' on it. Timothy Olyphant was on it, and I thought it was hilarious for some reason. Then I heard a song playing on TV. It sounded like Red Dragon Tattoo, but then it sounded like Stacy's mother and it was Stacy's mother. The clip was before the small guy and Stacy had dated."
"0297"	"(2005-03-30 (14)) I was in a funeral car, and Mom was in another, and there were about 4-5 cars, I think. There was an accident, and my car got smashed. Then it was the past, and the survivors from the accident, and their child forms, came back to tell us and we avoided the accident."
"0298"	"(2005-03-30 (14)) I was wagging school and Dad, Ezra and Jayson came back from school. I dived under one blanket in a corner. Jayson was asking Dad some math question. Dad came into my room to explain it. He got on my computer and started trying to explain it to him. At one point, Dad dropped his phone right near me, but didn't notice me. I couldn't keep still though, and eventually Dad noticed I was under there."
"0299"	"(2005-04-01 (14)) Mom was getting married but I don't know who to. We had Tinkerbell, Tigger, Mittens, a dog and a bird in the car. Mittens was in the glove box. We had just come back to the car from somewhere. It was a hot day and Mittens needed water. Mom was telling me about when she got her wedding dress and how she didn't look very fat in it. Then we pulled up at some marriage motel thing. Mom told me the people liked playing jokes. We got there and there was a sign that said something like 'Don't park too close to the water'. A car was parked really close to the sign and then a lady ran out saying ""Oh, sorry!"" and she moved her car. It was a joke, but I didn't get it. We went inside and we were booking in or whatever and she said no cats were allowed, and then that no pets were allowed. Then she pulled out a fish, a cat and a dog. I said to Mom that it seemed weird that what she had pulled out were opposites of ours. I told the lady it was a joke and she was denying it and she left. Then her sister came in and let us up. The dog went behind the counter and she looked at us angrily and I thought she was going to say ""no dogs"", but she let us up. I was getting food for the dog when I noticed it was pooing and looked sick. I thought it was another joke so I went downstairs to ask them what their problem was, but I woke up."
"0300"	"(2005-04-02 (14)) Mom and I went on a train because Austin got two girls to go on it and she thought he was going to do something to them, so she gave the girls her keys to her car. Then she went to this car and jumpstarted it. I asked her why not use your car and she said she gave her keys to those girls. I got angry because my bag was in it. I walked around looking for the car but we didn't find it."
"0301"	"(2005-04-02 (14)) Mom picked me up from home to get food and I didn't wanna go to her house so she went to drop me off, but we walked through some scary park and some black guy was getting beaten up. I got home, which was very different. I was at Seabird and I ran down from the shops to the park. Nana was there and there were like 20 kittens which I had given birth to. They had names like 'Hungry'."
"0302"	"(2005-04-02 (14)) I was at work. Terry Jones was there and I know the other Monty Python guys were there, but I only remember Terry. He kept making faces. Anyway, work finished and I had to go to this 'buddy' place. I was buddies with this little girl with a strange voice. The buddy place was full of orphans, I think. Anyway, this little girl really liked me. She hadn't been there for a while, but she was there this time and she started climbing all over me. This other girl there, an older one, like me (she wasn't one of the orphans) had a video camera and she asked me to record some stuff. It only had 20 minutes of space on it. Later, I was looking up Monty Python stuff on the net and I found pictures of Michael Palin when he was younger."
"0303"	"(2005-04-03 (14)) It was like The 4400 and Ezra and I had both been taken. We were at some place with a big forest. Nana and Poppa were there. I think earlier on, but after we had come back, that I was at a place with Graham Chapman and we both had an ear infection. There was a little 8 year old girl, called Sara and she was dead but some strange thing was going on, and she was married to Graham and was also dating five others, including a Michael Palin gardener guy. But she was only 8 and I asked about this, but I didn't get a proper answer. She told me and Graham to put ear drops in our left ear, so we did. It made a strange noise, but it worked. This gardener bloke had been taken as well, I think. I was 'dating' the Michael Palin gardener and also a Michael Palin other person. Even though I had only been back a day or two. Earlier, we were (all the people that got taken) at this place and it had a big ball of light in the middle and it got smaller and smaller and then disappeared. Then we heard it would be back tonight at this little house thing. 1400 people were in the country by the way. I was walking up a hill with Dad, Ezra, Nana, Poppa and Mike Palin gardener. The other Mike Palin guy was there and said hi. Nana joked that I was dating them. I was, but she didn't know. When we walked back down, Nana said she was going to do something and then come to see the light. I was trying to work out what my power was. We got to the house. I got to the middle of the house and there was Ezra, Dad and I and some scary zombie-looking girl. The light appeared as a little squishy ball and it exploded. The 'camera' went bird's eye view and showed heaps of birds flying out of the forest."
"0304"	"(2005-04-04 (14)) I was 'watching' my dream with someone from school. I already knew what happened and I didn't want anyone else watching but they had to for some reason. Anyway, in this 'dream', Jayson and I were going out and we were making out or something. He got up and went somewhere. Later, I got up and chased Mittens down this hall and I discovered that he was in this room. That was the end of the 'dream'."
"0305"	"(2005-04-04 (14)) The girl next door was having a fit or something. I was out the front and there were police cars and an ambulance and they had those defibrillator things."
