"n"	"dream"
"0531"	"(2006-03-26 (15)) I was in a village. This crazy blue zombie guy started biting people and within five minutes, I was the only one left (the last guy that got bit, I killed). Calvin was around too and I found a normal guy lying around so we took him with us and ran off. Blue zombies chased us and they had lasers in their eyes. We ended up at this village, where all the buildings were completely empty. There was a big door and fencing all around the outside. We put the guy down in a room and tried to check if he was bitten. He turned blue, so I stabbed him with a fork I had in my pocket. Some people we knew knocked on the door and we let them in. I assigned jobs to people, as I 'founded' the place. Some people went to get food, but Calvin and I ended up going outside the village to get food and got caught by these evil monkey people. I managed to escape. There were puffer fish, crabs etc on the edge of this island. People were making beds. I ended up getting caught again. I escaped on a giant donut at the last minute (before they killed me). I found out that Daryl was at another village and I wanted to rescue the people from there."
"0532"	"(2006-03-26 (15)) I was in this spacecraft which was like a plane, but wasn't. It happened twice -- once was real life, and the other was a The Outer Limits episode. The first time the computer had taken over and it kept going higher and higher and we went past clouds and the danger zone. When we past the danger zone it started beeping. We smashed the computer and regained control. The second time, there were two groups of people. One group was good, the other was bad. The bad people got control of it, and they were smashing the computer up."
"0533"	"(2006-03-29 (15)) I think I turned into a boy. I went to the toilet. Silas, Calvin and I did something but I can't read what I wrote. There was also something about Elijah."
"0534"	"(2006-03-30 (15)) Calvin, Silas and I were walking to Mom's. We found a dying rat. I was upset and wanted to take it to a vet, but we didn't. We fell off these rock things. There was this ecoscientist carpenter guy. We went into his house and he caught us. I tried to talk to my way out of it."
"0535"	"(2006-03-30 (15)) This lady used magic. She had all these wooden sculpture things. Daniel Cerny was there. He thought they were all cool."
"0536"	"(2006-03-31 (15)) We had a test in science except it wasn't. The teacher was going through my book and I was supposed to be giving a talk and everyone was annoyed. She realized that I was doing well and gave me a level 7 instead of a level 2. I got tomato sauce on my new shirt. I sat next to Calvin with the seating plan given for the test."
"0537"	"(2006-04-03 (15)) I went to the shop. Daryl and his family were there. I had had a feeling that they were going to be there so I had put on a bra (which I always do anyway). I went to the toilet and Gilbert was bragging about some girl. Daryl punched him. There was some 'bbb' thing in a hat. I was watching Whose Line is it Anyway and Colin Mochrie was on."
"0538"	"(2006-04-04 (15)) Ezra was abducted by aliens and was taken to the moon. Later, Mom and I ended up there. That was a big golf course and I was wondering about golf ball complaints. The people that had taken Ezra had a group and all the members had to have a middle name beginning with 'Y'. There were cat uniforms. I went to join and there was a Year 12 guy from school. Some people died 700km in the air and they were asleep? People were falling off the moon. I got abducted too. Calvin, Elijah and Silas were there too. We went on some bumper cars. We stuffed them up so we left. There was some game in the water called Squidder. My nose was burning and I smelled this soup thing. Nana was there. There was a game where you shoot a brick and then you put it into this thing. There was a German girl and her middle name began with an 'H'."
"0539"	"(2006-04-06 (15)) There was an airplane that was going to some place called Jollymont. There was this African place with lava. Jack Nicholson was there and his arm was all weird. The plane was put on autopilot. There was a camp place with evil people. Calvin and I were looking for a phone. We were throwing toys at a bad guy. There was a restaurant and a girl was in this thing. Some guy's wife or mother found her."
"0540"	"(2006-04-07 (15)) I was on a bus with the school. I got off at a restaurant place and so did Dmitri. I went to see Nana and Dmitri went to a family reunion thing. It turned out that he was related to me, but we were cousins '50 million' times removed. Someone was wearing pajama shorts. His family's last name was Selfish (not his, but far up in his family tree)."
"0541"	"(2006-04-08 (15)) Daryl, Tanita, someone and I were in a plane thing because of a war. There was an underground carpark. They took us to an underground bunker type of thing. More people came. Some people were building a fence. Michael Palin was there. Evil people came so the people stopped building. These hitmen were trying to convince this person to stray from the group."
"0542"	"(2006-04-09 (15)) It was Monday, 10/4/06. Ezra went to school but I didn't. That night, Mom dropped me off at this house where Ezra was. The 'father' was crazy and kept threatening to kill us. We tried to escape over this lake thing, but he was there. We made brownies. I kept calling Mom to pick us up and she finally said ok. Valerie and her kids were there. There was something about Disney. There was something at a beach."
"0543"	"(2006-04-10 (15)) I was swinging on vines near the cars at school. People were watching and Daryl was there. He said ""How dare you say such a thing"" and laughed. Elijah and Calvin were there too. I was looking for my bag. I didn't know what time it was. I had math, but I had science in a different class. There was this after dinner thing. Everyone had been drinking, even Ezra, except for me. I was getting my desk at 'school' ready to sleep on. There were some Monty Python commentaries on and I taped them. I had dreams of people in cartoon form and they were in a tree and there was something about a foot. There was this creature with a pear for an eye."
"0544"	"(2006-04-12 (15)) I went for a really long drive to this place in the country. The people had a lot of teenage boys and cats. I discovered that they looked after virtual pets. One cat of mine was really skinny and not well because I didn't play the game that it was on. The rest of mine were cute and fluffy."
"0545"	"(2006-04-12 (15)) George Harrison's car was in our driveway. I don't know if he was dead or alive. The car caught fire and we had twenty people from school sleeping in Ezra's room. Dad told me to wake them all and get them calm and out the back. I got them to the back door but then I went out and was getting the cats out and the rest ran off. Tinkerbell was back and I was cuddling her. Dad hadn't called the fire people."
"0546"	"(2006-04-12 (15)) I was in the library at school. I put a book for someone in there. They turned it into a library book and I was angry and I went to the principal, but he refused to do anything and so I ripped it up."
"0547"	"(2006-04-14 (15)) There were aliens out the front of our house practicing stealing cars. They took Ezra, Mom and I and put us in this place with heaps of aliens. He let Mom and this alien go. We were in this place which looked like the back of a pub. But they didn't know that. We moved slightly and I said something like ""This is gonna be a good night!"". This guy came out and asked who said that. This girl said it was her. He didn't believe her and I walked away. He said something 'naughty' about my butt. I went to go to the toilet and he followed me. I ran out, but couldn't run fast enough. A girl had seen him before and got help. Gilbert was there."
"0548"	"(2006-04-14 (15)) Granma had this presentation. I think she was doing hers on The Beatles. Ryan Cartwright was around and I kept re-meeting him (Run Lola Run, Sliding Doors kind of thing). Ezra and I were somewhere and there were snakes and I think Ezra got stung by a bee. There were these jumpers lying around. Someone said to someone else that the presentation should be about ideas rather than singing a song. Some girl asked me what songs The Beatles were singing. There was some voting thing."
"0549"	"(2006-04-15 (15)) I went to the toilet at school. It had a little tourism shop and cafe and the toilets had a see through door and a shower. I was told that it was a Year 11 and 12 toilet. I accidentally went back later. I had to climb a ladder to S+E but it was gone.  There was an assembly and people were randomly called up to play music. Calvin and I were moving around."
"0550"	"(2006-04-15 (15)) I was somewhere, and then I was home. This police guy got killed. Me, and possibly others, were looking for people and everywhere was dark. I realized that it was a dream and then the lights were working, but there were still no people. I was then in the lounge room and I woke up [I was dreaming within the dream] and started watching TV. There was some show with Ryan Cartwright on. Ezra was there too. There was some other show about a bunny and the father got killed in a fire and the baby bunny recovered."
"0551"	"(2006-04-16 (15)) I was at home and I was out the back. Calvin and I were throwing poo at each other. Ezra and some friends were in the dining room. Someone was going to watch a video."
"0552"	"(2006-04-16 (15)) Mom gave me and Ezra these fluffy rings with layers. We could teleport to exact addresses as long as no-one was watching. There were seven sheets. I went to this house which I thought was from The Ring [but it was actually The Grudge] . There were cops next door and they had lots of doors. There were these puzzles and I kept losing."
"0553"	"(2006-04-17 (15)) I had a sleepover at Mom's. Evelyn was there. We were going to play a game. The lights were out and a streaker ran past. There was a girl there that I didn't like. We went to this place and she couldn't eat fruit or lettuce because of something that I did to her. We couldn't leave until we made her a drink. There was an axe through the thermos. She was trying to give Evelyn drugs. This game we played had different rules than she was used to."
"0554"	"(2006-04-18 (15)) I was watching Seriously Weird or something but I could touch stuff. I was touching Ryan Cartwright's hair and stuff (nothing nambla). I was thinking how cool this was. Then, we had known each other for ages and we were going out. He went to this school and I wanted to go and an interview was required. I was late and kept getting interrupted. There was a Chicken Treat nearby. The guy saw a photo of me, with Calvin and Silas, except the order was me, Calvin, Silas, and Calvin again. Silas and I were standing close and he asked who he was and I said ""Silas, a friend"" and he said ""I don't believe you"". Someone had an ear infection."
"0555"	"(2006-04-20 (15)) We had to do this race for school. Samantha, Silas, John Lennon, someone else and I were on a team. I got pictures of Ryan Cartwright and some were from movies. In one of the movies, he was gay. In another movie, Ben Mendelsohn was also in it. A guy lit his house on fire, then he changed to Ryan Cartwright and I was there."
"0556"	"(2006-04-20 (15)) I was at Nana's as were people from school. I was somewhere watching Nosferatu which had completely random added dialogue. Then it turned colour and I complained. We had sports photos taken and we had to line up depending on how good you are. Daryl was in a bus alone. I asked him if he wanted to come with us. We went down this sand and waited for Dad, but a bus came."
"0557"	"(2006-04-21 (15)) I was at Granny's old house. It was a bit dilapidated and very different. There was a door that had never been opened. Granny and Nana came and Ezra and I had to climb a wall to get in. We had to find dolls. Nana and Granny finally came up. There was this new shop. Gramps appeared and everything went black and white. There was something about Christopher Walken."
"0558"	"(2006-04-21 (15)) This guy was chasing me through this carpark because I saw something. Mackenzie was running backwards. She had a gun which had no bullets. Some people were playing golf. This cat had cute kittens."
"0559"	"(2006-04-23 (15)) I went to the movies with Dad, Calvin and Ryan Cartwright or Daryl. Dad ended up being replaced with someone. We couldn't find the movie we wanted to see (which was called Dynasty Digger). I was thinking back to a previous time when we went with Jayson and Ezra. Ryan or Daryl and I were making out and messing around. We went to KFC. Later, we went to a McDonald's and Dad was making out with some really ugly new girl. We were eating, and some girl didn't want meat. I was playing this annoying Mario game."
"0560"	"(2006-04-24 (15)) Dad was low on money, and Dad, Ezra and I broke into Acquaintance-F-11's house to steal some seeds because she had cool trees or something. I was in the study and Ezra and Dad were across the hall. I was putting stuff under the desk incase she came so that I could hide, but she came in and hit me. We explained what we were doing."
"0561"	"(2006-04-25 (15)) Slitherman was out of the tank. Everyone was playing with it but it kept chasing me up the stairs and through the doors. The same thing happened with a little crow later, but I liked the bird."
"0562"	"(2006-04-25 (15)) Ezra went out to play and left a rib in the oven which was going to take four hours. I was supposed to watch the rib for him."
"0563"	"(2006-04-25 (15)) I was at Nana's and she had these Beavis and Butthead 'dolls' which could fart. Nana had this drink and she said to drink it if you were in a ""bad relationship""."
"0564"	"(2006-04-25 (15)) I think I was half asleep, but I put my foot out of the blanket and some creepy thing licked it (it was Tigger in real life, but I didn't know she was there)."
"0565"	"(2006-04-25 (15)) I had photos of Wonderland, the shop. I went back to it, from the photo, and I was peeking through the window to see if they had 'Grey's'."
"0566"	"(2006-04-26 (15)) I was playing a pre-made Sims 2 family. One of them was a witch and was using the energizers. Her sister was in the family bin. They both thought that the other wasn't related to them. The evil one turned into a chocolate bunny and was labeled as ""The Wicked Witch of the East"". The other one was a normal chocolate thing. There were heaps of other eggs which I took since I didn't get many for Easter. This black girl had paper on her hair. Dad called. I was in a car with Mom and she came and there was a cute puppy."
"0567"	"(2006-04-27 (15)) I was at some place with Calvin, Fang, Evelyn and Silas. I was lining up to go on a boat, and we were petting chickens while we waited. Calvin went on the boat by himself and Evelyn was upset. She went in the back of one with me and Fang (who wanted to go with me). Silas was serving dip, cheese, gherkins and crackers. The gherkin was yucky. He got sick of doing it and gave the job to Duane. Silas had been working there since the place opened. I saw this grim reaper guy and I asked who he was here for and he told me. Later, the guy told us he knew he was going to die. Some girl was on this bouncy thing."
"0568"	"(2006-04-27 (15)) I was at this house and I was running from these guys, locking doors and trying to stealthily avoid them."
"0569"	"(2006-04-28 (15)) I was at the zoo, but it was a different zoo, and Ezra and I had been there before. The controls were wrong (temperature etc). Ezra held this baby lion. All of the animals chucked a spaz. We ran through a pipe and the lion ma chased us. Timmy was asking why we didn't say anything to him."
"0570"	"(2006-04-28 (15)) The Queen was sitting in a chair, in a room full of chairs occupied by other people. She was all spotty. Someone walked into her. She smelled. People from school and I were writing a bible and reading out loud."
"0571"	"(2006-04-28 (15)) We were at KFC and we had to jump onto this boat afterwards. Evelyn gave me money. The KFC was on a bus. I sat next to Calvin, but we got up and Silas took my seat so I sat next to him. There was some chocolate ice drink thing."
"0572"	"(2006-04-28 (15)) There were 15 lamingtons. Ezra and some friends were around. There was some guy and there was something about Spaced."
"0573"	"(2006-04-28 (15)) I was on a plane and it was going down a street to get to the airport. I wasn't meant to be on it."
"0574"	"(2006-04-29 (15)) I was winning trophies on Neopets. I was playing Cellblock etc. Nana was around and she was playing music. Alex Chilton was there and he was really old and was sleeping. The music was on this little thing with paper."
"0575"	"(2006-05-04 (15)) Evelyn wrote down on a piece of paper who she liked, who I think was Darius. Somehow, the class got a hold of it, but no-one said anything. I was friends with Ryan Donowho and we were at the beach. Evelyn was there too and he was annoyed that she was there. I think later that either Darius or Ryan started hanging with Evelyn and ended up liking her. Then Mischa Barton was talking with someone in Mom's room."
"0576"	"(2006-05-05 (15)) The car broke. This guy took it to his house and said that he was going to fix it. I had to get some stuff. I had a feeling he was going to kill us and I saw that Samantha and Calvin had their bags down near the garage. I asked to go to the toilet so that I could get my bag. Later, as we were getting ready to leave, he had a premonition of us leaving. We ran and it ended up just me and Calvin. We ended up at these tents. One was a pub, one had babies and one was a dinner place. The pub was gay. We went to the dinner place and Elijah, Dmitri and Seamus were there. Darius walked in and sat with Elijah and Dmitri. I was worried that the army was going to come in and the guy would get us. People at the baby place were looking for the people from A Series of Unfortunate Events. One of the babies was called Klaus. This older girl's baby was found in the woods. We were trying to find somewhere to stay. There was a Diner Dash type of dinner -- people had stars for their mood etc."
"0577"	"(2006-05-05 (15)) Silas and I were walking home. I was talking about a bear or something. The bear had ""I Love You"" written on it. Dad liked this wheel game on Neopets a lot."
"0578"	"(2006-05-06 (15)) I was working at some Japanese girl's portable shop. I was learning Japanese. There was a photographer. This guy I knew was having a wedding and he died. His wife was looking at photos. I was at his friend's house and I caught him making out with this fat lady. Her father came home and we hid the fat lady. I was turning on the lights and none of them were working. I thought it was a dream and then they worked. Then there was this giant ice-lady and she grabbed me. I turned into ice. She was 'icing' everyone else. I managed to control her and then she melted."
"0579"	"(2006-05-07 (15)) Someone at school called Bob Wiley died. We had an assembly and we had to stand for God, and then there was holy music. There was a mini funeral. I was talking to this other guy called Bob and I forgot the name of the guy that died."
"0580"	"(2006-05-07 (15)) I was at Mom's and there were three guys who all had the last name ""Pritchard"". One of them was called Eugene, but wasn't the 'real' Eugene Pritchard. I liked one of them, who looked like the 'real' Eugene Pritchard. Elijah, Dmitri and Seamus were there. I went home to get a video camera. The walls went down. Ezra wanted something, but I don't remember what."
"0581"	"(2006-05-10 (15)) I was at a university. I had this boyfriend and he, someone else and I made this video so I could stay with him. Ms Nesbitt was saying that she wasn't girly."
"0582"	"(2006-05-11 (15)) We were on an excursion and there were four things we could do -- spell things, something about dead animals, something with the escalators and something else. There was a nurse and they were checking my knee and increasing my heart rate etc."
"0583"	"(2006-05-11 (15)) I asked Calvin if he had any photos of people from school. I was going through his photo album and there were pictures of me and Ariana with paint on our faces. Daryl and I were talking and I was taking photos with my phone trying to get a photo of him."
"0584"	"(2006-05-14 (15)) I was at school and this explosion happened. Someone and I were okay and there was a baby. Robert de Niro was there and I think he was a bad guy. We were watching dances on stage. The bags were close to the stage. Calvin and I were sitting far away. Daryl was doing a dance. Seamus was in the hospital."
"0585"	"(2006-05-15 (15)) There was a cat, who was Widget but wasn't, and it shot itself. It had two legs. Then I was in this place and there was no-one there, except for a few people. Everyone had been put into these categories. All of the categories were full. It was spooky, and I went to this shop and Jake Gyllenhaal was there. He was angry, but I wanted to get his autograph."
"0586"	"(2006-05-18 (15)) Mom and Ezra left me in her car while they went to get dinner from KFC. Her brake lights were on, which meant something about a bike. Daryl and someone came past on a bike and I had a bike so I followed them to this place. Elijah, Seamus and Dmitri were also there. I was hanging around for a while, when Ezra came with his burger. I hurried back to the car and Mom had eaten half of my burger."
"0587"	"(2006-05-18 (15)) I was at school and there was this 'boys' area. Calvin pushed me into it. Almost everyone had their shirts off and I was trying to get out and Elijah and Dmitri saw me. Elijah freaked out. It was caught on camera and people were laughing at Elijah. Then I was in S+E and the teacher moved Calvin away from me. There was someone called Dagmar March."
"0588"	"(2006-05-19 (15)) I was at school and I got a heap of school clothes and my jumper. There were $2 coins. I put the clothes in a school bag and some in a plastic bag. I was then at a beach place. There was a tornado thing and it was going through the water and it was zig-zagging. I left the plastic bag behind but wouldn't take off my school bag which slowed me down considerably. We ran through a track. Where we were going had been destroyed. We ran back where we came from but it was collapsed in. Calvin, a girl, her brother (he looked and sounded like Chase from House) and I got trapped in this plastic tunnel thing. He liked me and kept making references to the fact. There was a tyre with a thing you blow into. It all melted later and we got out. I accidentally left my shoes. On the way back to get my shoes, Dmitri said that I sucked and kept being gay."
"0589"	"(2006-05-19 (15)) I accidentally opened my diary to a page that said ""I love Lumpy"". Calvin saw. He said he did and said ""I think you like Lumpy, but it's a guess""."
"0590"	"(2006-05-20 (15)) Dad, Ezra, Mom, Nana and I went for a drive somewhere. The road got cloudy so we decided to walk. We had burgers from McDonald's. We had two each, except there were eight. After struggling our way through the bush, we came to a clearing. This guy was in a car and he told us he'd kill us if we didn't hand over the burgers. Dad handed over four and I hid the rest. The guy ate two and got out of the car to do something. I ate my two burgers then gave Mom and Nana one each. The guy brought us to this place where he lived. There were caves and tents for houses. There were quite a few people there. They kept getting people and either eating or killing them or keeping them. The people I remember were Scott, who was the guy from the car, Dylan and David (who was in love with this girl that they had kept) and the girl that David liked. Scott ended up letting us go and Dylan, David and the girl as well. I wanted Scott to come (because he was hot) but I didn't say anything. We were then on a bus. David and the girl were cuddling and kissing. Dylan wanted to do the same thing with me and when I refused he talked to someone else. I was dressed in a costume. There was this doll in a dress and this little girl wanted to play with it. She said that she was ""five, not two"". There were older kids on the bus too. I saw The Graduate at a video shop. The end was actually people burning on a cross."
"0591"	"(2006-05-21 (15)) The gym at school was only for gay guys. Elijah needed to get changed. He was flicking the shutters on the side of the gym to see if they could see, then he was like ""Screw it"" and went to the toilet. I was watching Nickelodeon and there was something about five shows on one channel. Granny gave me chocolate. I was then at Nana's and Nana said that Big Brother was sexist."
"0592"	"(2006-05-23 (15)) The guys across the road were violent. They tried to get inside. I was yelling at them. They left. Later they jumped the fence and came in. Ezra and Jayson were hiding in Dad's room. There were these little kids around. I went to the lounge room and Darius and someone were on a laptop."
"0593"	"(2006-05-23 (15)) I don't remember properly, but there was a car and something about Seamus and keys. I was at school and I had S+E and English."
"0594"	"(2006-05-24 (15)) I was following Daryl. We were watching a movie and I sat behind him. He moved away and then moved back. Then, we were in a group and Daryl was right next to me and we were standing close. We had a discussion about Sims 2. Daryl's house was ugly and we were outside it. It was number ""three thirteen"". Mom said to find out what he something."
"0595"	"(2006-05-24 (15)) Ms Braun was shooting people. Seventeen of the bullets hit people who lived. It all kept restarting. I got hit, but it didn't hurt. Samantha got shot and Silas was crying. Then the next time, she shot everyone including a baby."
