"n"	"dream"
"006-3"	"#006-3 I had a dream where I used to work, the guys' clothes store called Dejaiz (a chain of the merry-go-round). I remember talking to people who I worked with but I don't remember exactly who they were. I remember one of them saying that I had better do a better job selling or they would fire me. Then up on the roof there was someone famous, so I ran over to see him. He was on stage so one of the bodyguards told me to go up the stairs because the bodyguard had mistaken me for someone else. So I did and he knew who I was and I knew who he was but then the dream ended because my mother was looking for me. She was calling my name."
"006-4"	"#006-4 This dream was about where I work now, at the candy store in the mall. Only one person works at a time so it is hard to call in. I was supposed to work but I forgot or couldn't get a ride or get down to work. I was working from my telephone at my house, in my room. When I woke up, I figured it was impossible because how can you work from a telephone at your house?"
"007-1"	"#007-1 I am walking up this hill with my friend Carolyn (in the neighborhood where my grandmother lives) and we see her cousin Joe. He is washing a car. (Joe does not live in my grandmother's neighborhood. I also have a crush on Joe, though he is really shy.) We see him and he joins us on our walk. We end up at a convenience store and Carolyn buys a magazine. When we leave he holds my hand and acts in an outlandish way (shouting, jumping. This is very unlike Joe. He is very still and quiet in character.) That is all I remember."
"007-2"	"#007-2 I dreamt I was working as a hairdresser for this woman's private business in her home. I don't remember what this woman looked like or if she was a friend of mine, but in the dream we were best of friends. I only remember cleaning the shop and sweeping the hair off the floor in the beauty parlour. I remember her saying that she would teach me how to cut hair and for now I could just sweep. I remember feeling excited that I was going to cut hair. It was as though it was the only thing I ever wanted to do in the dream. (I have never desired to be a hair dresser in my life.) That is all I remember."
"007-3"	"#007-3 I dreamt that I was in this room with no windows or doors and it was completely black. But, as I was moving around I kept bumping into people. (There were many in the room; I just couldn't see them.) I was also carrying a pile of books and then they dropped everywhere. I tried to pick them up but people kept stepping on me and kicking the books everywhere. When I woke up my heart was beating really fast and I swear the clock was ticking faster. (This was a really scary dream. I think it was the anxiety I was feeling because of final week sneaking up quickly.)"
"007-4"	"#007-4 This dream was ultimately strange and [illegible] enough. I remembered it before I was going to bed (on the next night of the dream). I was at Suffolk and I remember walking up the stairs to the State House Arena across from the Fenton Building. But, there was a house, a huge house with a big fence around it and it had grand doors (like doors on a church - wooden and carved). I went inside and walked up these very steep, narrow stairs to use the bathroom. (I don't know how I knew it was upstairs.) Anyway, there were a lot of people downstairs like a party was going on and as I closed the door to the bathroom a girl walked by the hall and called for her mother. Suddenly the mother appeared and directly asked me to leave. She said this was not the haunted house (?) And she was sick of ""those"" students looking for it and she wished they would get the address right. Feeling really sad, I left. But as I was leaving in the yard playing ping pong, with many people standing around watching, was Al Pacino. (I guess it was his house??)"
"010-1"	"#010-1 I was playing with my nephew in the park, and I demonstrated to him how to go down a slide, but I never stopped. The slide just kept on going and going!!"
"010-2"	"#010-2 I was lost, while driving, and ended up in Dorchester. I saw a stabbing and a shooting, went to police station to ask for help. And all I kept saying to myself was that I would not have been lost if I had a car phone!"
"010-3"	"#010-3 I was driving down the street and I went to put my foot on the brake, and it didn't work!"
"010-4"	"#010-4 The other night I had a dream that I was with an old high school classmate, Randy. We were sitting at this bar and this girl Tina, who we both disliked, came in. And Randy goes, ""Gee, you haven't changed. You still have big boobs and you look like a monkey."" Well, we both started laughing. And Gina replied, ""I don't know why I came here anyhow. You are both still obnoxious and I hate the both of you."""
"011-1"	"#011-1 I was shopping in Osco Drug with my brother. I picked up what I wanted. (I don't remember what it was.) I was then looking at typing paper trying to figure out what bond I should have used for resume in English last year. I remember seeing Mead's recycled typing paper, but I figured that would probably be a gray color. I then walked down the make-up aisle. I was looking for a deep facial cleanser. I couldn't find one. Then I saw a make-up case. It was big, and it was covered with a pretty carpet. I remember thinking it was like the bag Mary Poppins carries in the movie. Then I saw Rob from school (Suffolk). I thought this was strange, because he lived far away from me. He was standing at a counter writing something. A classmate from my high school walked up to him. She started saying to him, ""So, did you hear the news about Type A personalities? (I had this feeling they were studying to be doctors.) I awoke from this dream to realize my radio was on, and they were talking about how Type A personality people have a Vitamin E deficiency or something."
"011-2"	"#011-2 I had a dream about marriage noodle. They came in a blue can that was the shape of the Quaker Oats box. These noodles were kind of like soup only without much liquid in them. The expiration date on the noodles was for 60 years from now. I remember trying to figure out how they could last that long, and if they would last that long if they were opened, or would they only last that long if they were not opened."
"011-3"	"#011-3 I had a dream about watching a show where a dog went blind. It was too sad and I couldn't watch it. Then the dream switched and my cat is blind. Then we had gone to the vet where he sewed something together in the cat's head. The cat could then see. The cat became blind again. Apparently the thing the vet had fixed broke. The cat then had trouble getting around. My mom said he would have to be put to sleep. I refused to let this happen, because the cat was perfectly healthy except he was blind. I believed he would adapt and be able to find his way around without a problem. I remember hugging the cat, realizing they might put him to sleep. I then told my father the cat couldn't be put to sleep, but all he said was he would ask the vet what we should do. I was looking at the cat's eyes. They were bloodshot. My mom said maybe it was just a fluid buildup and it would go away soon. I remembered hoping it was, so he wouldn't have to be put to sleep."
"011-4"	"#011-4 I had this dream where my friend Jen was making fun of my puffy hair. Then my other friend Sara started saying more things about it. I then threw my keys down and ran out down the hall crying. Then I was in a supermarket and a girl I hadn't seen since high school came in line and she was comforting me, telling me it was all right."
"012-1"	"#012-1 Last night's dream was a strange one. I was outside, but I do not know where I was.  I was with my best friend and this kid she is starting to date. He is this kid we have known for about three years. The whole dream was not a complete story. It was just different scenes. I went from being at a friend's house with my friend and the kid she is seeing; to being at the Bruins game with just me and him. We were having a great time. Then in the next scene, we were at a wedding, but I did not know the people who were getting married. It was so strange. I was also in an ugly dress which I would never wear. It was gaudy and fitted and strange. The kid I was with gave me a grin which I absolutely could not stand. Then we were at my school and he was kissing another friend of mine. Then I woke up. It was very strange."
"012-2"	"#012-2 Last night's dream was quite unusual. I was at the place where I work, but none of the faces seemed the same. Everyone looked different except for me. I really felt like I did not fit in there, and everywhere I turned and everything I tried to do was different. It was as if I could not do anything right, and I didn't fit in anywhere. It was an awful feeling. I was wearing a dress and I had long, curly hair. The strangest thing about the dream was that every time I finished doing something, I found the same paperwork in front of me. It showed up in every room I went into. I could not escape from it. I wanted to scream. Every time I put the work away, it seemed to follow me. I could not complete anything the whole day. At the end, I was at my home with some man I guess was my husband. He said he had to talk to me. When I went into the room, he was holding the paperwork. It was [illegible] ."
"012-3"	"#012-3 The dream I had really makes no sense to me. I was at a bar with a bunch of my friends both male and female. A good friend of mine (male) was teasing me and aggravating me, like he usually does, when I had the strangest urge to hit him. When I went to hit him, I could not move my hands. I forgot about this instance, and in the next scene I was in the same bar and this same kid was teasing me. Enough was enough, and I went to punch him. This time I had no hands. This continued one more time, except this last time I had only one arm and one hand. I was chasing him out of the bar and into a forest ready to punch him with my hand, making a fist, when I was awakened by my alarm."
"012-4"	"#012-4 In this dream, I was getting married to an old boyfriend I had seen on the street the day before. He looked really handsome and the whole ceremony went really great. The bridesmaids wore green. Just when the ceremony was going perfectly, I saw that his current girlfriend was one of my bridesmaids. This was really weird, because we do not get along with one another. Another strange thing about this ceremony was that once we were married, we were running in the Summer Tunnel but we could not get out. There were other people walking there too. It was like one lane was for driving a car, and the other lane was for walk-throughs. It was real weird. I still had on my wedding gown and he had on his tux. We just could not get out of the tunnel. It seemed like we walked for days. Then in the next scene, we were in a [illegible] house that was unfamiliar to me and we were eating pizza and grapes. I still had the gown on. Then in the next scene we were still in the tunnel but sitting down taking a break from running. The dream was not like a story, it was just like a bunch of scenes that did not make any sense."
"013-1"	"#013-1 This dream involved only myself. It was very warm outside so I decided to go out. As I was stepping off my front porch onto my stairs, I got hit in the head with a football. The strength of the impact knocked me off the porch onto the yard. I did not see who threw the football. This was my entire dream."
"013-2"	"#013-2 I dreamt that I was walking along the beach with a bunch of my old girlfriends who I had not seen in years. There were six of us together and we were talking about all the changes we had been through since graduating from high school seven years earlier. One of the girls, to whom I was the closest, had told me that she was getting a divorce and she needed a place to stay. The dream ended with us moving her in."
"013-3"	"#013-3 This was a difficult dream because it was all about my good friend's death. I more or less relived her funeral. I was at the church, looking at her in the coffin. I all of a sudden couldn't breathe. In the dream I then fell to the floor, and I had to be taken to the hospital by ambulance. The last thing I remember was the doctor telling me that I was also going to die and I had only three months left to live. It was at this moment that I woke up."
"013-4"	"#013-4 In this dream, my mother was in the hospital. She had gotten sick and she was put in the hospital for emergency surgery. What I remember most about the dream is that I was feeling so helpless. I remember feeling like I wanted to just drag her out of the bed and take her home. The whole entire dream just involved me sitting in her darkened room with her after her surgery. I remember that I could not stop crying."
"014-1"	"#014-1 I had a dream that it was college graduation time, but not my graduation, but I was still going to graduate. It took place in a school gym room. I think it was my high school gym. There were five people to be seated on a platform that faced the spectators. I was one of them. They were all women. At one point another woman had to squish between me and another because there wasn't any room left. After that there was a speaker. She faced us, not the spectators. She was weird-looking, but voguish, she had walkmans on. She recited this weird poem. When she said the last line another speaker also said it at the same time, as if she knew the whole poem. Then we all got up and I assume we were going to a larger room. This is when I saw people that I knew I wouldn't be graduating with, so I left. I walked up some stairs. I was supposed to be in school, but it looked like the Burlington Mall, but without the stores. I got to the ninth floor and went into my Informal Logic class. My teacher made bacon. Everyone got the first piece free, but if you wanted more it would cost 2 cents a slice. There was even a sign on a plate that had the bacon on it."
"014-2"	"#014-2 I was riding up a street in the neighborhood and stopped at this girl's house to borrow a school book. It was 11 pm. All the lights were out in her house. I rang the bell and her mother answered. She had to go upstairs and get her. While I was waiting, I turned into someone else. My car door was open. A guy came out of his house and was threatening the lady. The next time I loked at her she was burnt (but like in cartoons, not really raw red burn). Then she tried to get away from him in a cornfield. The next scene they were on a cruise ship. There was a lounge. The bartender was talking to another guy. The lady came in and tried to make a scene like they were arguing in an attempt to get some help. The bartender was too busy listening to the other guy. Then the couple disappeared. I think they were just looking over the railing of the ship."
"014-3"	"#014-3 I was in Purity Supreme. In one of the vegetable trays were these mini-mini Christmas trees. I felt like I was a home decorator. There were only about ten. They were $50 each. I think I bought four. I knew they were expensive, but I got them anyway. I was imagining a little town being built in between them. They were all decorated with snow."
"014-4"	"#014-4 I dreamt that I woke up and my bedroom TV was on. Lady Di was being interviewed. She had longer hair. The interviewer (I think it was the famous woman who asks a lot of personal questions) was asking Lady Di personal questions about her marriage. Next her daughter (?) came in from behind a screen door. She was very attractive with long blond full hair, lots of make-up, wearing jeans, long earrrings, blue eyes. She all of a sudden said to the reporter something like, ""Listen, you can tell Skinner (meaning B.F. Skinner) that you can't observe my behavior only; you don't know what I think."" Something like that anyway. She was really strong. Lady Di (her mom?) was strong too. This all took place on a closed-off front porch. i never saw the interviewere, only Lady Di and her daughter like they do on a ""real"" interview shown on TV."
"015-1"	"#015-1 I had a dream that I woke up to go to school and I put my high school uniform on. I walked down the street and went into a store to buy a bagel with cream cheese. When I asked how much the bagel was the woman said something like six dollars and change. I gave her a ten dollar bill and she gave me back ten dollars and some change. Then I left the store to go to school. No matter how hard I tried I could not get to school. People were stopping me on the street and wanting to talk to me, but I kept saying I have to go as I will be late for school. After that my alarm went off and I woke up."
"015-2"	"#015-2 I had a dream that I went into an apartment house and rang one of the bells for my friend to come downstairs. (The ironic thing about that is that none of my friends live in apartment houses.) Finally all my friends and other people were all gathered in the hall. When my friend and I left to go to my car I noticed that someone had smashed my car while it was in the parking lot. The driver's side door looked like someone took a metal stick or pole and scraped it. The front of my car looked like someone just smashed right into it and left. Then some kid who I know because he is an acquaintance of my ex-boyfriend told me that he knew who smashed my car. I kept asking him who did it, but he wouldn't tell me. Then finally he told me that he was the one who did it. I can't remember anything after that because I woke up."
"015-3"	"#015-3 [Before I went to sleep I was in an extremely bad mood.] I had a dream that I was parked behind a red Volkswagen. I was picking up my brother at school. Every time the VW moved, I moved. This went on for a few minutes. The person in the VW was my brother's friend, but I didn't realize it until after he got out of the car. Anyway, you could tell that the person was getting aggravated with me, but I was in such a bad mood that I didn't care. Finally he got out of his car and started yelling at me. So I got out of my car and started yelling and swearing at him, telling him he could take his little red car and shove it you know where. Then before I knew it my mother was calling me to get up."
"015-4"	"#015-4 I had a dream that I was riding in a train on a dirt road. The train had no roof. When the train stopped I got out and saw desks with typewriters, telephones and computers on top of them. People were sitting at these desks and looked very busy. Then I turned around and I saw Roman Brady who is now John Black on the soap opera, Days of our Lives. He came over and started talking to me. Then I was just roaming around and I bumped into all my friends and my ex-boyfriend's friends. My ex-boyfriend was not there. Once I bumped into them I could feel myself getting very upset and angry. They started to tell me what my ex-boyfriend was up to. I can't remember exactly what was said, but I do know that it made me cry. My friends and my family were there and they tried to calm me down. This all took place in my grandmother's backyard. After I stopped crying, I went over to the swings and began to play on the jungle gym and play on the swings. The funny part about that is that my grandmother hasn't had a swing set in her yard for about 10 or 12 years now. She had the swings when I was a little girl. Also in my dream while I was playing on the swings there was no pool in the yard, and my grandmother has had a pool since I was either 12 or 13 and I am now 21."
"016-1"	"#016-1 I dreamt that I was in a huge plane with my mother. I don't know where we were flying to but I believe we were going on a trip. All of a sudden the plane started to have mechanical problems. The captain came over the speaker and said we were going to crash. I was so scared almost to the point of being hysterical. I grabbed my mother's hand and ran to the storage part of the plane. The plane was falling, but not head first. It was falling flat. Since it was falling this way, we were elevated to the ceiling. I then heard the captain say, ""This is it."" I told my mother that I loved her and I think I started to pray. The plane crashed on its belly and I fell from the ceiling to the floor. My mother and I both were fine, just a little banged up. I was so happy, but then this fear came over me that the plane could still blow up. I ran to the door and tried to open it up, but it was locked. I looked out the window and saw a bunch of police out there with their guns drawn. However, all I could think about was the plane could still blow up and we had to get out of there. I saw a fire extinguisher and I tried to knock out the window. As I was doing this, the captain and some passengers were yelling at me not to do it because the police might shoot. They tried to explain that there were hijackers on board and the police might get anxious and start shoooting. But I didn't listen. I think I thought that I would rather take my chances of being shot than die by the plane's blowing up. So I broke open the door. The police raised their guns, but they realized my mother and I were [illegible] so they waved over to us to run to the police cars, which we did. As we were running the plane blew up, but my mother and I made it. Then I woke up."
"016-2"	"#016-2 My friend and I were driving to Boston. When we were almost there I stopped at a gas station to get gas. While I was doing this an attendant came over and said I could park in his parking garage if I wanted to. I asked my friend and we both agreed to park there. We went to Faneuil Hall that night. When we came back to the garage at about 1:30, the parking garage was all lit up with very nice and expensive cars inside. (It looked like the parking area on top of Beacon Hill except it was lit up.) As I proceeded to my car I noticed that my tires were all flat. I was totally flipping out! I couldn't believe that all my tires were flat. Just then I saw out of the corner of my eye my best friend's ex-friend. We never got along in the first place, but when I became friends with my now best friend she became very jealous. She thought I stole her friend away from her. Which of course is quite far from the truth. Anyway, once I saw her I knew that she was the one who did it. I was so angry that I went over to her. She knew I was very angry, so she  started to run. So I ran after her but her boyfriend stopped me. I told her she is going to pay for everything that needed to be fixed on my car. Her boyfriend knew I meant it and even told her she better listen to me."
"016-3"	"#016-3 My friend Steph and I were driving to the mall to meet her roommate and do a little shopping. Steph was driving my car which happens to be a standard. When we pulled in the front of the mall, Steph put the car into neutral. I got out of the car and walked to the front doors and started talking to her roommate who was already there waiting for us. I saw Steph get out of the car and walk towards us. As she was walking towards us I saw my car moving. I ran out and started yelling at Steph. I was saying, ""Didn't you put the emergency brake on?"" She said, ""No."" I couldn't believe it. I then saw my car going towards a cliff. I started yelling for Steph to go get my car or it was going to go off the cliff. Just then she started to run as fast as she could after my car. Just before it was going to go over the cliff, she got in and slammed up the emergency brake. She backed it up and drove it back to the front of the mall. I was so [illegible] ."
"016-4"	"#016-4 There is a really cute guy in one of my classes this semester. I dreamt that, after one of my classes on Tuesday, I had a couple of hours off before my 2:30 class. I was on my way to the Sawyer building when I saw the cute guy coming out of the Sawyer building. He was on his way to a shopping center which in my dream was at the bottom of Beacon Hill. Since I had nothing to do I decided to follow him. I couldn't believe what I was doing, but I really liked him. He walked into the store and I followed him. I pretended that I was shopping and that I didn't even know that he was there. When I went around an aisle I more or less bumped into him. I acted like I was surprised to see him. We talked a little. It was a bit awkward because we don't know each other that much. We were both pretty much done with shopping and we more or less walked over to the counter together. When we got out of the store it was just about 2:30, so we walked to class together. I [illegible] went to class. When it was over we got on the [illegible] to go for a drink. Of course I said, ""Yes."" Then my alarm clock went off and woke me up."
"018-1"	"#018-1 My first dream since I received this sheet has consisted of some strangeness. To start off, I had a dream about my best friend (Patrina). She was working in a shoe store. I was in the store trying on shoes. Three girls came into the store who we did not get along with. They wanted Patrina to wait on them, but she didn't. (My girlfriend really works at a hospital, but she loves shoes.) Anyway, later on in the same store, my church had a fashion show. There was a lot of food. The dream just seemed to switch. I didn't even know about the fashion show. the next thing I knew I saw one of my old friends Andre. He said hello to me, then I woke up."
"018-2"	"#018-2 My second dream consisted of two of my good friends. One is my best friend, Trina. Well, I was at my girlfriend's house (Trina), at least it looked like her house. The view was kind of foggy. I was climbing up her banister in her apartment. (She doesn't even have a banister in real life.) Anyway, I don't know why I was climbing up her banister. The next thing I knew, I saw her father-in-law arguing with this woman who he was supposed to be dating. He was trying to tell them both that it was over. Their names were Mary and Toni. So after a while I found myself outside with Trina and Pam. We were going out to eat. We walked by the Boston Common. All of a sudden, Trina started collecting popsicle sticks. She would eat the ice cream and then she would save the sticks. Trina gave the sticks to some guy so he could make a funny object (a doll stick). The next thing I knew Trina and Pam were fighting over the pendant that Trina had found. Then I woke up."
"018-3"	"#018-3 My third dream was kind of crazy. I went with my ex-boyfriend to the mall in Canton, but it was my other ex-boyfriend. One's name is Devan, the other Bobby - both are my ex-boyfriends. Bobby would always be talking in the dream, but his appearance always looked like Devan. It was Bobby's voice, but Devan's face and body. Anyway Devan/Bobby gave me money to go shopping in the mall. I bought soap, lotion and a jacket. Plus, I had my own money. Devan's mother met us at the train station and took us to the Canton mall. His mother thought that we were back together, but we told her that we were just friends. Then I woke up."
"018-4"	"#018-4 In my fourth dream I was in McDonald's getting some French fries. Then I went to the bus stop to get on the bus. When I got on the bus the bus driver took my French fries and started eating them while driving. I noticed he had a McDonald's cup near him on the window side. While driving I saw the top of buildings and the top of trees. As I got off the bus, the bus driver gave me a beautiful sapphire ring. I smiled. As soon as I got in the house I called my ex-boyfreind. Bobby (who I just broke up with recently), but his mother told me he wasn't home and hung up on me. Then I woke up."
"022-1"	"#022-1 I dreamt that I was going to my boyfriend's brother's house. As I walked up the stairs onto the path leading to the front door, I saw three cows grazing on the front lawn. And over them into the backyard I saw a pond with ducks, geese and swans. As I looked into the house, his brother was on the phone. Once his brother, Donald, saw me, he looked relieved! He hung up the phone and came towards me! He said, ""Am I glad you're here! I can't get these guys out of my house!"" As I looked around, his deadbeat friends were all other the place. The house was a mess. Garbage all over the floor, graffiti spray-painted all over the walls! That was found in every single room. Donald didn't know what to do! As I inspected the house, I started to get angry! These kids were disgusting pigs! Slobs! I remember going downstairs after him and seeing Donald saying something to his drunk friends! The next thing I remember saying was, ""Okay, everyone, get the hell out of here now!"" And the guy downstairs said to Donald, ""Why should I listen to her?"" And Donald responded, ""Because she's my sister-in-law!"" And I remember feeling very happy about him saying that! So I went around the house kicking his so-called friends out and slowly, they left! And that's all I remember!"
"022-2"	"#022-2 I remember being with this girl named Mary that I have not seen since 6th grade. We were rushing to catch a plane! And for some reason, the airport looked like a shopping mall! We were lost for a bit until this guy helped me find my way and he also carried my luggage! He got us to our gate in time to check in. I remember grabbing my bag from him and running  to the gate! Then as we checked in, we still had some time before takeoff! So I turned around to thank the guy, but he was gone! So we went back to the mall part to look for him. I do not remember if we found him, but I do remember the reason for Mary and me to have to take this trip together. It was the result for getting an ""F"" in either an exam or paper from Dr. [illegible] ! It was a big red ""F"" on the top of my first page!"
"022-3"	"#022-3 I remember being at some sort of a fundraiser. It was a black tie event! The one part of the evening I remember was during one dance. People were to join hands on the dance floor and sort of sway back and forth in a circle. I had two friends on either side of me. And the both of them did not want to hold the guy's hand that was next to them. They wanted me to get between them and the guys. They were squirming away. But I had no problem with it at all! After a while one of the girls, Jean, held the guy's hand after all."
"022-4"	"#022-4 I was walking in a hallway at a school going to my science class. I saw a skull of a small animal on the carpet. As I got to the classroom, Beth was telling me that she was going to be out of school for three and a half months because she had guests coming. Then, our boss walked into class late. She was always always late, and Beth made rude comments about her to me! Beth didn't like her, but was extremely fake to her! She pretended that she liked her. Our boss was overweight and wearing a pair of tight leopardskin bicycle shorts. Her stomach was hanging over the waistband. Beth ignored our boss and told me that she was not going to tell our boss that she was going to be gone for three and a half months and was just not going to show up!"
"023-2"	"#023-2 I was dreaming about a presentation I had to give in class in the morning. I forgot my index cards and had to go to someone's house to get them. Then when my group got up to talk we started talking about eggs and I had no clue what to say."
"023-3"	"#023-3 I dreamt the house across the street from me was on fire. The people who live there were not there. It was a friend of my family and her daughter. I was looking out the window and saw all the smoke so I called 911 but it was busy."
"023-4"	"#023-4 I dreamt I was cashiering at work and a girl I used to go to school with handed in a fake check (one you get in a new wallet) and I accepted it. I dreamt my sister got her hair lightened."
