"n"	"dream"
"0142"	"(2004-09-04 (13)) I was in The Young Ones and we were doing the episodes and I was watching the goofs they had made and stuff."
"0143"	"(2004-09-05 (13)) We were at this shopping place and Jayson kept being flirty to me. Then someone killed this girl. Everyone was looking for some girl called Anna and someone else. Mom and I went somewhere and I was waiting in the car/bus and there were spooky dead things."
"0144"	"(2004-09-06 (13)) I was at some place across the country. I can't remember properly, but Paris Hilton and Nicole Ritchie were there too and we ended up in the middle of the sea. Ezra and I were trying to drown each other. Also this place like a school was there and someone was filming people."
"0145"	"(2004-09-07 (13)) There was a flood and I was with Mom looking at some mattresses. I went to Granma's and that's when the flood started. All these animals were hanging around."
"0146"	"(2004-09-08 (13)) I went to Midvale High and Ezra was there. Tiana and all these people from Whitehall High School were there too and they were being mean so I left and walked home."
"0147"	"(2004-09-08 (13)) I was at the movies and I sat in this chair. It was swinging and I knocked some people and I fell and people were laughing. I was giving Pokemon games and then pictures of me and Ezra to all the people. Then as I went back to my seat, my phone beeped. [It was like Neil's dream in Time (The Young Ones), and I woke up to it, it was my phone was beeping in real life] ."
"0148"	"(2004-09-09 (13)) We had these tapes of The Young Ones and how they were now and they were old and stuff. I also had tapes of other The Young Ones episodes, they were the same episodes but they did it differently (like Bottom Live, everyone would see a different one). Also there was a fake The Young Ones show and they were playing in a pool. I was doing a skateboard thing. There was some freaky test with a lion?"
"0149"	"(2004-09-10 (13)) I was at a hospital, and some friend was in there. I was older and I met this Dave guy (like the one from Danny Deckchair [?] ) but he was hot and he liked me. I was talking to Ramona and I called Mom on my mobile and there was strange music in the background."
"0150"	"(2004-09-14 (13)) I got to see the bits of Dodgeball that we missed. I was playing Runescape at Centre Point and then I found out there were these people after me. On Runescape I got turned into an elephant thing and I couldn't get down this hole. I left and we went to this deli place. The guy there told us to leave because this would be where these people would come. So we left and there was all these car racing type of things like 2 Fast 2 Furious and Halle Berry and someone else were pregnant."
"0151"	"(2004-09-15 (13)) I was at some place with Christopher Ryan and Adam Levine and some strange girl. Chris and I liked each other, and Adam liked me, but I thought that Chris liked the girl (I think she was called Christine). Chris, Adam and I were at a pub. Chris kept looking at me and when I looked at him, Adam got annoyed and left. Were somewhere else then and Chris and I were fighting about Christine, so I stormed off and ended up at the pub and I said ""Now, she'll turn up here"" and she did. So I went to leave, but I punched her (not slow!) and went to this beach type place near some water that was rumoured to be home to an evil fish. I sat down at the edge and this wave came and I fell under. I got to the middle of the water and then ended up at the other side. Chris caught up with me and tried to get me to come back because it was dangerous and he said he loved me. Then this rope landed on my foot. I grabbed it and I was pulled under water and I saw the evil fish and I managed to get to the first bit of water but some rope got around my foot and the fish tried to get me. Chris was pulling me up and I finally got up (after Chris had been pushed away). Then I went over to him and we had this nice romantic kiss and then the Christine girl came and saw and decided to give up. I'm not sure what happened but we ended up at this place in the olden days. Widget was there and was all evil and hissy. I met this girl who believed that I was from ""my time"". She gave me a note one day and told me to read it that night. But for some strange reason I didn't and something happened and she got in trouble and the note went missing. I can't remember much more, but I ended up at school and the teacher told me I had been away for a week and Cedric was in the class and said his real name was James."
"0152"	"(2004-09-16 (13)) There was some The Young Ones thing but all I can remember is Mike getting into this ""bed"" which was like a hammock and it was up against a wall and the others got in too. Then I was at this snowy ""Runescape"" place and Ezra went missing and we all wore scarves, but I got a really small one. I ended up with Ezra and we were by ourselves. We walked into this dark room and it was really freaky. Then we were at this place with a big playground and there were lots of kids."
"0153"	"(2004-09-16 (13)) I was at this house and there was this lady who always died at the same time everyday. I went there and the first one died and the girl came out and stood on the train tracks and I grabbed her and pulled her away and then she got trampled by a horse. I was in a car and we were driving to the girl's house and there lots of weeds and stuff."
"0154"	"(2004-09-17 (13)) I was at this shop with Farrah. We ran away from Mom but she found us. I also punched Paulina in the face."
"0155"	"(2004-09-18 (13)) I was at some place with the guys from The Young Ones. We were sneaking around to get into some place. We were outside and it was all rocky. Then I was at home, but it wasn't, and I was in the bath and this old lady killed this man. Then Dad had these strange flavoured tubes of chocolate-y stuff."
"0156"	"(2004-09-18 (13)) I was at the shops with The Young Ones but it was the actors, except Nigel Planer had had an accident and was in hospital, so Neil was there instead because we knew both. I think we were going out or something. We were walking with food and we tried to walk across this bar but we all fell off and said we can never get across. We all went and sat down at a table and there was a special day coming up and I was going to take Neil there because, actually I don't know, but he said ""Oh, you can't take me because you're getting married to Nigel"" and really quickly I was like ""We're not getting married"". Then I realized I was in love with Neil."
"0157"	"(2004-09-19 (13)) I was at a school place. I was hiding in this big toilet listening to a conversation that Mr Macklin and this lady were having. Later on, Paulina, Tiana and I tried going in there to listen but some guy reckoned that we were going to have a smoke and I was telling everyone it was illegal to go pee at the school."
"0158"	"(2004-09-19 (13)) I was in this field type place. I was trying to escape and Mom was there but I don't remember what happened."
"0159"	"(2004-09-20 (13)) I was at some place with Vyvyan and Neil (both The Young Ones). Vyvyan was smashing things and Neil and I were hanging out and there were these people looking at this toy car display. We were at a school type place and some teacher asked me to bring a box of sport equipment to the shed. I couldn't find Neil so I went and they wanted to take a class photo so I hid myself behind the box, because I wasn't meant to be in the class."
"0160"	"(2004-09-20 (13)) I was at 'Mom's' and her boyfriend or someone and I were in the car, but he parked the car at the washing/power line and I almost fell. Then I was inside and I had this The Young Ones book and it was big [like those Childcraft books] and it had a fake surf-y photo of them on the front. It also had sounds in the book and I loved it. I remember something strange happened, but I don't remember what it was. I also remember that in the dream, I had once tried reading the book, but got bored."
"0161"	"(2004-09-21 (13)) I was at some strange place and it had flooded or something and there freaky sharks were in it. Also, I knew Adrian Edmondson and he kept taking my videos, and he was being really annoying."
"0162"	"(2004-09-22 (13)) I drove this train thing but it had rollercoaster type tracks and it was hard to control. At the end of the track, the track came loose and I flew into the air and everyone was out and I used a parachute, got my bag and I left. Some people from Whitehall High School were there."
"0163"	"(2004-09-22 (13)) We were at this ""airport"" and I was waiting at the car but Dad and Ezra left in another car. It was night time and these two guys were being gay and one came over and tried to 'friendly' with me but I killed him (that thing I was saying, Catwoman died and got powers and was really strong [?] ) and then I didn't kill the other guy and he calmly walked away."
"0164"	"(2004-09-23 (13)) We were at this shop or something and this truck came along and there was this guy in it that said something and Mike (The Young Ones) jumped in the car and drove off and the license plate was ""If you don't get this delivery, I failed"". I told Dad or someone that he took Mike, and they found the car. Then Mike and I were about 5-8 years old and I was a little black girl. Then he was like ""You saved me"" or something and they hugged."
"0165"	"(2004-09-23 (13)) Mom and I were running away from that Jeepers Creepers dude. We were running through this corn/wheat field place. We ended up at this house and this guy who was a father/friend of the Creeper told him to stop and he said ""I want to see them grow up, and then you can kill me"" or something. Then it was 5 years later and the Creeper dude killed the guy, but before he did, the dude stabbed the Creeper, so that his blood, which was black and acid like would go all over the place. Then the Creeper was trying to kill us."
"0166"	"(2004-09-23 (13)) I was at the beach and I was swimming. All of a sudden this big wave lifted everyone up and I didn't get much breath and I dived under. I kept falling and I finally made it up through the sand right at Christopher Ryan's feet. I told him what happened."
"0167"	"(2004-09-24 (13)) Ezra, Mom and I were in the car and Moira was on the side of the road walking along. Mom picked her up for some reason and I was saying how much I hate her and when she got in the car, she was saying that we were friends and she had finished gymnastics."
"0168"	"(2004-09-24 (13)) I was in a car with Valerie and company. Valerie and Dad were fighting and me and Farrah were talking about something. We got to this big play place and it was like Fun Factory and we were climbing through everything."
"0169"	"(2004-09-26 (13)) I had this baby but he was munted, and had 24 hours to live. It was Christmas the next day. I was at work and I didn't feel too good and I knew the baby had died."
"0170"	"(2004-09-27 (13)) I was at this ""Seabird"" place and I put up this bit of material and it ripped. I went to the little shop and I asked if I could phone Mom, which would cost $30. I called her and she said to let the cats out or something and I remembered I had Tinkerbell, Tigger and Widget in these mini boxes. They were in there for 3 days and Widget was dead, and I cried. Then I was walking around and went in some people's spa and they chucked a spaz, so I ran off. Later on I was in this hotel. There were strange dinosaur things. The spa people were looking for me and I got away and snuck up some stairs and when I went back down they caught me. My room was number 239 or something."
"0171"	"(2004-09-27 (13)) I was at some school disco thing. People were being gay and trying to take my phone."
"0172"	"(2004-09-30 (13)) I found some stuff on Christopher Ryan on the net and I found out that he was a singer in the 70's. I watched some video clips and it didn't, but did, look like him and he was dancing like O. Roger who was some old person. He was clicking his fingers and stuff."
"0173"	"(2004-09-30 (13)) I was at some freaky place and there were all these creatures and we were trying to kill them and they were evil."
"0174"	"(2004-10-01 (13)) We were on this road and there were a lot of trees. We were lost and we started walking down and I saw some freaky thing so we ran. Then this guy was making a movie with us in it."
"0175"	"(2004-10-02 (13)) I went to this guy's place which was a big farm type house thing and he was a psycho. He saw me and then tried to kill me and I ran back to Dad and lost him. I went back to tell him what I was doing there and then he calmed down and walked somewhere."
"0176"	"(2004-10-09 (13)) There was a Spongebob but he looked strange and some weird smiley picture. There was some pyramid place under sea. Some girl and a guy kept being gay."
"0177"	"(2004-10-10 (13)) I found out that Christopher Ryan's birthday was 3/6/1953. I asked him because I met him for some reason and he said ""the third... of the sixth... 1958"". For some reason I thought he was 57."
"0178"	"(2004-10-12 (13)) Jayson had a baby with this girl called Syrena or something. There was a strange school with computers. Tiana had a baby too."
"0179"	"(2004-10-14 (13)) There was some creepy underwater game thing with jellyfish. You had to bounce on the head and they were musical jellyfish. Jayson and Ezra were swimming in a pool."
"0180"	"(2004-10-17 (13)) I was at some snowy place with a guy I made up called Jake Stevens. He fell into this hole and we didn't know where he was but I remembered seeing this hole and I found him. I drove the car into a wall? Dad was driving with Ezra, Jake, Jayson and I in a car going 25kmh and the police started chasing us. We kept going into taxis (we went into two) and kept eating cake. There was a strange ride in a shop thing, and there was a lentil restaurant across from it. Dad and I said ""Just once I'd like to keep the lentils off the floor"" and then he said ""I should have done that hey, hey, hey thing""."
"0181"	"(2004-10-18 (13)) I was at school. There was a creepy fight game. Ramona visited the school and she kept looking at me weirdly and I kept saying all these The Young Ones quotes. Tiana was at school also. I met Nigel Planer and I found Neil's Book of the Dead in his bookshelf and he let me have it. It had strange photos of Neil and coconuts. When I told Dad he said ""Of course he gave it to you"" and I was listening to his album."
"0182"	"(2004-10-20 (13)) I was at some building place, and some The 4400 thing had happened and all these people came back and all their 'loved ones' were there, except most were married etc. Christopher Ryan was there and we got together."
