"n"	"date"	"dream"
"Alicia(P)-11"	"(1995-12-14)"	"#Alicia(P)-11 (1995-12-14) I call this story/dream: ""The Little Snake in the Grass."" It seems two men have come to kidnap me because one of them has a sick fixation on me, the other (his name is Rudy) obeys what the other guy says. They both appear in a video about ... ?? It's a cross between a sex video and a children's video. I don't see anything graphic but there are some kinky allusions to (anal?) sex. Anyway, Guy #1 (I'll call him ""Fixation Guy"") won't leave me be. He has to have me. He'll go to any lengths. I feel he has a gun. My second ex-husband and son are kidnapped along with me. I try to reason with the guy and find a way to escape the house we're in (it's in my old neighborhood). So I get my second ex,and my son and get to the car waiting outside. But it's blocked by another car I parked there. I run to move this car while my ex and son get in the other car to escape. I'm yelling instructions all this time. We finally move but somehow end up being caught by Fixation Guy again, only this time, he's already killed his friend Rudy because he doesn't want anyone in his way. I feel bad, I know Rudy loved him and try to tell him that and he is momentarily upset. But he wants sex from me. Somehow I am in black leather, dominatrix-style, and begin pounding into his butt (he is down doggie-style) but there is no actual penetration, just impact. (Another guy walks in on this but is not surprised by what he sees.) I'm yelling and abusive towards him -- he likes this -- so he'll leave me alone. After this, we're all trying to get some sleep, somehow my soon-to-be stepfather is in the bed with us (trying to protect me) when Fixation Guy comes back. åy future stepfather tries to hold him off. I get angry and take away the handcuffs the guy has bought, run outside and throw them in the dark, muddy field that was the front yard. A strange woman has entered the scene and she temporarily distracts Fixation Guy, but I find him once again after me. When we go back in the house, the strange, dark (and very beautiful) woman is lying down explaining she didn't want to force the guy, since he's only a ""little snake in the grass"" and I immediately make up a little tune that tells of this whole adventure. It rhymes and makes perfect sense. I wish I could remember a few lines but I can't, except that it ended with ""A little snake in the grass."""
"Alicia(P)-12"	"(1995-12-16)"	"#Alicia(P)-12 (1995-12-16) Again, this is sketchy since I'm writing it so late: All I can remember is that it takes place on a freeway. I see some guys (they seem to be Hispanics or just rowdy teenagers) in a car. They are speeding down the freeway when the car spins out of control and flips over into a ditch. I watch in horror as the car flips several times -- almost in slow motion. I can see the limbs of the occupants being crushed. Amazingly, they somehow survive the crash and begin to argue over whose fault it was. Then they run from the scene before the cops come. I see gas leaking from the car, then watch it go up in flames. Since the car has landed in a dry, grassy ditch, the fire begins to spread and I feel the whole city is going to catch fire. I somehow know chaos will break loose and there will be riots and looting."
"Alicia(P)-13"	"(1995-12-16)"	"#Alicia(P)-13 (1995-12-16) I'm in a school (college-setting), there is a party going on. I am told to report to the gym where the teacher looks at me and has me do some weightlifting stuff. I labor through it but when I'm done he tells me I would be a perfect boxing candidate. He says I'd make a good wrestler too. I get out of there and end up in the swimming pool area where I see comedy/film stars Steve Martin, Martin Short and John Candy, hamming it up for a movie. I leave there and run outside where the party is, only to run into my co-worker (Tom), who asks me to dance a slow dance with him. I'm a little surprised since I know he's married. When we start to dance, he kisses me and though I'm strongly attracted to him, I push away. He says he wants me, then says he really gets turned on by women who ""look like sluts."" I see he is very drunk. I run away when other guys around us say, ""Tom, here comes your wife."" He is stumbling trying to chase me. I run back into the gym where the gym teacher says, ""You absolutely have to be a boxer, you'd be great!"" I'm dressed in a clingy lilac long silk gown looking very shapely and buff. I tell him there's no way, I couldn't take the punches because I'm pregnant! And I much prefer riding horses. In the gym I see a girl suited up in red jacket and riding breeches pulling her riding helmet from her locker. I tell the gym coach that's what I'd rather be doing. At one point while I'm dancing with Tom, he asks me, ""Do you know what it's like not to have sex for year?"""
"Alicia(P)-14"	"(1995-12-17)"	"#Alicia(P)-14 (1995-12-17) It was a James Bond themed dream. I distinctly remember ""odd Job"" (the guy with a deadly bowler hat) being in it but not Bond himself. I only remember sketchy details as I am writing this down two days later."
"Alicia(P)-15"	"(1995-12-18)"	"#Alicia(P)-15 (1995-12-18) I dreamt of having my baby. It was a boy. I can't remember details since I am writing this late in the evening of the next day. But I feel everything went as it should -- no horror stories -- just a normal delivery."
"Alicia(P)-16"	"(1995-12-19)"	"#Alicia(P)-16 (1995-12-19) I am at work, there is a lot of joy and excitement at the fact that I am pregnant. Another woman here is pregnant also. She is much farther along (Gwen is due 12/30). Anyway, my boss Susan is so excited but she kind of prefers Gwen (who I dream is having a girl, although she is actually having a boy!). Anyway, Susan is happy for me but kind of hustles past saying ""Oh, you're having the weenie."" In other words, I'm having a boy and that's not as much fun as having a girl. I find this amusing."
"Audrey(P)-01"	"(1996-05-20)"	"#Audrey(P)-01 (1996-05-20) A dark house, hazy, scary -- cats with big eyes -- not red, but evil. A very evil presence but could not see it. Tried to leave. When I turned, I was outside the house and there was a field with a light shining on it and corn fields at the end of the field. I tried to run but when I started running, I turned into a beast -- white and thick, maybe hairy. I stopped and turned to look at the house and was myself again. So I turned to run again, and again I became the beast. There was a windmill in the field."
"Audrey(P)-02"	"(1996-05-21)"	"#Audrey(P)-02 (1996-05-21) Walked outside of house with my husband and there was a new plowed dirt road straight ahead then curved around hill. We walked around hill on road and below us was my friend Dan with his truck and tractor and trailer. He said he was doing some work down the road. My husband asked him about something and I noticed the tractor was a big mechanical mosquito. Then Dan said it was poisonous -- a plant that my son and I were holding and smelling sometime before; don't remember when. I disagreed and said ""Are you sure?"" Dan said ""Positive."" I said ""Let me go get it and show you to make sure."" I ran back toward my house noticing the new plowed road was high up and there were holes in the road that if you drove on it, it could fall through. I ran to what was an old chicken coop and climbed in a small chicken wire door. There was the plant but it was dried up so I turned to look for more and I noticed there was a rattlesnake so I turned to leave and right where I was before there was a rattlesnake with the dried weed in its mouth. I tried to move fast but the slow movement (where you can't do anything, no control of self or movements and you want to cry) got me and more and more snakes appeared."
"Audrey(P)-03"	"(1996-05-22)"	"#Audrey(P)-03 (1996-05-22) Driving with my husband in his truck up a road. Then I was running down the hill racing him to the bottom; I could hear the engine but when I caught sight of the truck I couldn't run (slow movement). Then there was a shopping center and I started to run through it to still beat my husband to where -- I don't know. I came to some glass doors and my husband was waiting for me on the street and started to leave. So I ran out waving my arms. He slowed down and I noticed I had no pants on. There was a women's clothing store so I went in; there was no one in there but two retail ladies. She asked if I needed anything and I said I wanted a dress. She showed me a magazine with ugly clothes and I pointed to a dress and asked, ""How much?"" She said, ""$147.00. I then noticed there were a lot of people in the store and I had my tan coat so I put on my coat and told the lady I was going to look around other shops but would probably be back to buy the dress. I really wanted to say, ""You've got to be kidding to sell a dress like that, you stupid bitch."" I went outside and up the street was my husband pumping gas in his truck."
"Audrey(P)-04"	"(1996-05-22)"	"#Audrey(P)-04 (1996-05-22) There were three guys -- I don't know if I was one of them or someone watching. I guess I was doing some of both. One had a girlfriend he slept with at like-a-college-frat house (that was a glimpse I remember). They all wanted to go to the top of a mountain and look at the stars or party -- something. But one guy was at the frat party and someone said he was shot. Next thing we were at the girlfriend's door -- it had her name on it. We went inside and the girl and the guy were shot dead. But it wasn't our friend, so we went searching for him."
"Audrey(P)-05"	"(1996-05-23)"	"#Audrey(P)-05 (1996-05-23) I was in my living room and it was bright (sunny) outside. People were waiting for me to go somewhere. I saw some lines on my thighs and they became bigger and wider (the lines). Then my thighs became really fat and big. Then my calves became the same. I thought this must be because I'm pregnant, but I wouldn't go outside because I was too embarrassed."
"Audrey(P)-06"	"(1996-05-23)"	"#Audrey(P)-06 (1996-05-23) I was in my car with my son and he was crying so I gave him his ""beadbaby"" (bead doll), but it was a new one, not his old one."
"Audrey(P)-07"	"(1996-05-24)"	"#Audrey(P)-07 (1996-05-24) I was with my husband and we were going to go somewhere in the car. I told him I wanted to go for a ride (on horses) and he said ""Then go."" And then Rue [our gelding horse we sold] was here and I thought, ""Oh, RueÕs here, of course I can go for a ride."" "
"Audrey(P)-08"	"(1996-05-25)"	"#Audrey(P)-08 (1996-05-25) I was in a warehouse kind of house, and there were other people, and my husband, and we were running around trying to find a way out. There were all kinds of rooms and there was a scary presence. My husband went to get his truck and he backed it up to a window and the camper shell was on his truck. I was calling for everyone to come so we could go and it was very scary, climbing through the window with my legs dangling, thinking something was going to grab me."
"Audrey(P)-09"	"(1996-05-27)"	"#Audrey(P)-09 (1996-05-27) There was a group of us driving down a busy road with big buildings (like Las Vegas). We were arguing about where the movie theater was. Then I was in a big commercial super-duty truck (a Ford that is used at my husband's work) with another woman from the town where my brother lives. We were making a left turn on a highway and I stepped on the gas to go fast because a car was coming. We turned out but I couldn't turn the wheel straight and we drove right in front of the car that was coming and turned over and started to flip down a hill (on its side). I was thinking, ""I should jump out the window."" When the truck stopped, I was outside looking at it but the other woman was lying next to the truck and some people were picking her up. Then we were in some apartment and the people that were arguing were there. The woman was wearing nothing but began to put on her bra. My husband was there and was watching her. I looked at her and she was very beautiful with long sandy blonde hair, a perfect body -- her hips and thighs were voluptuous, but not fat at all and she had a very nice tan all over -- no strap marks. I didn't want my husband looking at her."
"Audrey(P)-10"	"(1996-05-28)"	"#Audrey(P)-10 (1996-05-28) I was in a truck with someone and there was a billboard with a development plan around a lake with different shapes of colors and names on the colors. One name said ""Fingers"" and someone said he wouldn't sell out. Then there was a model on the ground of the trees around me and a guy started to cut the model trees down and then the real trees started to fall. Then the truck I was in started to turn over backwards a few times -- slow and mechanical feeling. When it stopped, it began to go forward turning over but then my son was in the truck and we were falling around and I was truing to put him in his car seat."
"Audrey(P)-11"	"(1996-06-01)"	"#Audrey(P)-11 (1996-06-01) I was in a mini mart store robbing the clerk, and he held up a picture of me and my husband, and said, ""You've robbed me before,"" but he was very nice. I ran out to a car and my husband was driving and there was someone else (never really saw him/her). I said, ""Let's get out of here, the guy knows us."" My husband had a gun and (this part is not clear), we were arguing about something and I grabbed a gun from the glove box and it fired and there was a hole in the dash. I noticed then we were in a big car like a Cadillac and then I noticed my window was cracked -- I guess from the gunfire. We looked for a place to hide out and we stopped by a farm. The guy said we could stay in the horse pasture or the sheep pasture."
"Audrey(P)-12"	"(1996-06-02)"	"#Audrey(P)-12 (1996-06-02) I was smoking cigarettes and I knew I was pregnant but I thought ""A few won't hurt."""
"Deborah(P)-01"	"(1997-05-13)"	"#Deborah(P)-01 (1997-05-13) Me, my boyfriend, and old roommate Bob were eating in a Mexican restaurant, which was openly connected to a birthing center. Ted and Bob went and sat outside and I walked over to speak with a woman who was standing on stage with a guitar. Don't remember what was said. She then started singing and playing her guitar and I began to do stretches. The woman and I were discussing when I was due. I was still early in the pregnancy."
"Deborah(P)-02"	"(1997-05-15)"	"#Deborah(P)-02 (1997-05-15) My brother Terry was with me and two other people. I don't remember who they were, but one was a guy and the other a girl. It was late at night and we were driving to go pay the PG&E bill. I think we were driving through desert. I was talking to my brother and I asked him if he had ever been to a couple of places out here. Arguilles and some other place in Oregon. I wanted to show him around. The next thing I remember was all of us being in some building (inside resembled a hospital in the dream -- distorted) and paying PG&E. I went to use the bathroom and saw a picture of four girls, who, in the dream, I had gone to high school with."
"Deborah(P)-03"	"(1997-05-16)"	"#Deborah(P)-03 (1997-05-16) I think my boyfriend and I moved to a new apartment of some sort. It was really strange the way it was set up. It's not totally clear, but we would climb over on the top of the building and it was full of grass and there was also a lake. We were laying up there with several other guys who lived in the building. It's not clear to me who these other guys were. When you went below, there was a city (completely two different worlds) and something with a gas station and gasoline was involved. I think there was one below. The last thing I remember is having to go to the bathroom so I was in the gas station's bathroom and one of the guys came in and tried to either zip my pants up or down (I hadn't gone to the bathroom yet) and I told him that I could do it. I said it as if it were no big deal, but when he left, I checked my zipper and found that they were zipped up and was thinking that it was really weird. I also remember swimming in the lake while we were on top of the building."
"Deborah(P)-04"	"(1997-05-17)"	"#Deborah(P)-04 (1997-05-17) Sherry and I had another confrontation. I went to her house to get some things of mine (which she doesn't have) and at first it seemed things were okay, but then she started getting an attitude with me so I called her a bitch and starting walking away. She ran after me and starting yelling things. The rest is kind of vague, but I think at the end we were talking okay."
"Deborah(P)-05"	"(1997-05-19)"	"#Deborah(P)-05 (1997-05-19) There were a bunch of kids who were running through the neighborhood at night shooting other people when they walked out the door or through windows. They weren't killing them, just shooting in the shoulder or something until they weren't standing. There were two other girls sleeping at my house and one of the kids was in my room, and I was talking to him. I kept pleading with him not to shoot at me or my house later that night and he kept saying he had to. He was telling me things I could do to cover myself. Then later that night these guys were surrounding the house shooting through the windows. I think I might have been shot in the shoulder, but I can't remember. I went to the back bedroom because I was going to hide under the bed and as I opened the door, I saw guys at each window and all I could see of them was their eyes and the tip of the guns which were glowing red. They then began shooting at the bed like they thought someone was in it."
"Deborah(P)-06"	"(1997-05-21)"	"#Deborah(P)-06 (1997-05-21) I was playing out the movie ""Scream."" The two people who where the killers in the movie were the same as in the dream. The whole dream was the two killers chasing me trying to kill me. Don't really remember the sequence of things. At one point in the beginning, I had sex with one of the guys even though I knew he wanted to kill me. Another time, they were coming up some stairs and I hit them on the head with a pan and knocked them unconscious, then grabbed their gun. I think it was later that I tried to shoot them, but it wasn't working. It may not have been loaded. I ended up in a tavern and told the people in there what was happening. They just stayed calm like they were before. They let me stay there with them until it closed at 2:00 am. I took to an older man, I felt really safe with him. After the tavern scene, I was somewhere with him and he was hiding me. "
"Deborah(P)-07"	"(1997-05-23)"	"#Deborah(P)-07 (1997-05-23) I was on a bus trip somewhere. We stopped for a break and I got some food for me and someone else on the bus. Everyone got back on to the bus and were ready to leave so I had to run out there. We get to where we were going and everyone got off the bus. There was a conflict between me and another kid. I think it may have been this guy Joe, but I'm not sure. My boyfriend was there also and someone else. I think they were all on the bus also. Joe began hitting me with a pipe. It didn't hurt. Then I took it away and began to hit him with it. There was a reason for the whole thing, but I can't remember what."
"Deborah(P)-08"	"(1997-05-26)"	"#Deborah(P)-08 (1997-05-26) I was at some place where I was supposed to give birth in a water tub and I was ready to give birth. When I get there, there was no water tub and whoever I was supposed to meet wasn't there, but there happened to be a pool of dolphins and a smaller pool where I could give birth. I jumped in the bigger pool to swim with the dolphins first. One of them came up to me and I wrapped my arms around it and we swam together. I then got in the smaller tub and gave birth to a girl. She was fully clothed, even shoes. She was smiling and immediately went for the bigger pool to jump in. She looked older than a newborn. I panicked because I didn't think I could swim to the edge with her being still attached. So one of the women (there were two) jumped in and held the baby and we swam together to the edge and set the baby on it. That's when I realized she was fully clothed."
"Emily(P)-01"	"(1997-05-20)"	"#Emily(P)-01 (1997-05-20) I was at my friend MarkÕs house in another state, but he was not home because his mother had died. Later, he arrived with a friend and without a word put his head on my chest for comfort, but I fell backwards with him still pressed to my chest and I held him a long time. There was something about weightlifting in the dream."
"Emily(P)-02"	"(1997-05-21)"	"#Emily(P)-02 (1997-05-21) There is a spider in my house but it is as big as a puppy and looks like a bumble bee. It is playful but I am scared of it. It pushed into me. My girlfriend wants me to play with it. The ""spider"" is brown and yellow. It knocks me down. I am slightly disgusted by it. I want it out of the house, but my girlfriend wants us to keep it."
"Emily(P)-03"	"(1997-05-22)"	"#Emily(P)-03 (1997-05-22) There is a huge snake being used by farmers to plow the fields. I am in the field. The snake comes at me fast. I keep trying to catch its mouth like my father taught me to do so it can't bite me. The snake is at least 20 feet long but skinny. The farmers are a danger to me. I want to get away from them but first I have to get control of the snake."
"Emily(P)-04"	"(1997-05-22)"	"#Emily(P)-04 (1997-05-22) I was staying in a hotel with my son and my girlfriend. It was on the ocean. My son and I went swimming but then suddenly we saw that the waves were starting to get huge and were up to the second floor. We were terrified and I held onto him. We couldn't remember where our room was. I wanted to find my girlfriend. We got on a bus and I told the busdriver ""I have to find my husband,"" so I wouldn't have to deal with homophobia toward us. My son was scared but it comforted him to see I was scared too."
"Emily(P)-05"	"(1997-05-24)"	"#Emily(P)-05 (1997-05-24) My friend Roxeanne died, I don't know how. I kept trying to call Jack because he didn't know. I couldn't get through. I was so frustrated because I wasn't even sure it was true. Then I had a guilty moment of being happy, relieved because her death made me free to move on. There was another woman who I've never seen that I wanted to be with."
"Emily(P)-06"	"(1997-05-25)"	"#Emily(P)-06 (1997-05-25) We were at some kind of party and my girlfriend and I were off behind a curtain having sex when an old woman opened the curtain. She was a madam or something. She wanted us to be on display, an idea I liked but my girlfriend did not, so we stopped."
"Emily(P)-07"	"(1997-05-26)"	"#Emily(P)-07 (1997-05-26) Jumbled up images and words. Someone calling me a communist and me being very proud, saying, ""Yes, I am a communist."" Some kind of attack (political); some physical scuffle, no one hurt. Worried about my son; trying to protect him."
"Emily(P)-08"	"(1997-05-27)"	"#Emily(P)-08 (1997-05-27) My father was trying to tell me something and he was crying. I was shocked because he never cries. I felt uncomfortable but he was apologizing about something that happened when I was a kid. I was scared of the sight of my father with tears rolling down his face."
"Emily(P)-09"	"(1997-05-29)"	"#Emily(P)-09 (1997-05-29) My son and I and some people we know were on a barge in the ocean. It was open and uncovered. The ""drivers"" kept making it go really fast and I knew if anything came in our way we would crash and die. My son was missing. Someone said he flew out of the boat. There were acting like it was no big deal. I was panicked, horrified, but then I saw him. Everyone, including my son, insisted that it was not him. My son ran away. I couldn't catch him. I was crying and screaming."
"Emily(P)-10"	"(1997-05-29)"	"#Emily(P)-10 (1997-05-29) My son and I were on an elevator. It kept passing our floor and the door would not open. Suddenly a man appeared. He was very skinny and blocking the door. We were scared. He started masturbating. I told my son to turn around so he wouldn't have to see. I was trying to push the emergency button, but the guy started ejaculating and it was getting on me. I woke up because I was so horrified."
"Emily(P)-11"	"(1997-05-30)"	"#Emily(P)-11 (1997-05-30) I was working as a stripper again and I was really happy about it. I just spontaneously went to the place I used to work and they gave me a job. I felt connected to the other women, a part of, rather than alienated. They were all ages and sizes and colors. They welcomed me."
"Emily(P)-12"	"(1997-06-01)"	"#Emily(P)-12 (1997-06-01) I had been ill for awhile, maybe even institutionalized. I couldn't stand up, but then this young man pulled up in a taxi and he was someone I was in love with. I was so elated and happy, I started coming back to life. This man's love was more tenderness and sweetness than sexual. I felt taken care of, rescued."
