"n"	"dream"
"3986"	"(2013-03-14 (22)) I was on a beach and I was thinking about getting in the water, when there was a tidal wave. It started getting higher and higher and Ezra and I climbed up this big step thing. Waves kept coming higher each time, and we climbed up higher. Eventually it went right over us at the top step. I climbed down and ran to these steps attached to a building which were surrounded by glass. I realized I was trapped there, so I got down and tried to find a car. I found a golf buggy, but it was really slow. A girl was following me. I got off and there was a tent on some grass. There were two weird looking babies in there with big heads. An insane lady grabbed one and bit out its throat and started eating it. Blood went everywhere and I ran. The waves were finally over and I started looking for everyone I had been there with."
"3987"	"(2013-03-21 (22)) I was part of an underground movement during World War 2 and the SS were looking for us. The leader guy was basically Hans Landa (Inglorious Basterds) (his personality was very similar), but looked different. He had a wide nose. Calvin was part of the group and we went into a house where there were lots of old people. It was well furnished and looked of the times. We saw him come through the door and we got on our knees and were crawling around trying to find a way out and avoid him. He found us though and took us outside. He told me to dig a grave in the snow for Calvin, who was now someone else. I was wearing a shirt and shorts and had no shoes on and I had to use my hands. It was very cold and I started scooping it. I was a few feet away from him and I chose a moment to start running away. He followed me, but walked. I never stopped running, and went through a field with lots of abandoned, ruined castle looking buildings. I ended up in a building which was full of stuff and had lots of shelves and I ducked in between them trying to find a way out. He followed me in there, still calmly walking down the middle of the building. I climbed up some shelves and boards to a door leading outside (but it was like the equivalent of a balcony). I climbed down a ladder down the side and ended up back in the room. Any exit I went through was a dead end or brought me back to the room. The guy said something like 'you really want to live', but was getting annoyed with me. He ended up cornering me and held a gun up to my head and I was saying 'please don't, I'll do anything' etc. He seemed to hesitate and I was hoping he would have some respect for my will to leave from having escaped him so long."
"3988"	"(2013-03-22 (22)) I was staying at Nana's, though lots of other random people were too. Kieran was there. He was sitting on the lounge across from Dad. They were talking and I heard Dad call him Andrew. I was staying in a room down the hall. There were 4 single beds. I got in one to go to sleep, when 3 other girls came in and said they were sharing the room. They weren't ready to go to bed and were talking and messing about. I was annoyed."
"3989"	"(2013-03-26 (22)) Dad still lived at the old house. I was staying over. Ezra and Roland were there too, along with Stephen Merchant. We were out the front. Roland said he could hear a noise from the woodshed and said that 'someone was in there', but we ignored him. Then we were out the back sitting at a table. Stephen wrote on a bit of paper and signed it Stephen MerchanT -- the S and T being significantly bigger, especially the T, and I said 'the T's almost as tall as him'. He laughed. Then we were out the front again and Steve said he heard something in the woodshed. Dad went to check it out and came back with a bruise on his face, saying 'he hit me'. Apparently there was a family of around 20 Chinese people living in there. There was a hole in the laundry window that they came in through. I went to look and saw a lady using the sink in the laundry. I screamed. I went to the living room and another one came out and put her hands on my face. Someone said it was some ritual and so I stood there, stiff, and she made me kneel, then she bowed and I bowed back and I was thinking 'I thought that was a Japanese thing', but just went along with it."
"3990"	"(2013-04-02 (22)) I don't know why, but I was in bed and had a vibrator that was very penis like, and was giving it a blowjob. I was thinking it was not as bad as I expected. I put it under my bedside table and fell asleep. I woke up with stuff on my chair and desk that I assumed Mom put there while I was asleep. I was worried that she had seen it. Later, someone was asking sex questions and Mom and Darren answered one about 'most boring sex'; they had been trapped in a car on the freeway during a storm and got bored. Also, you could collect this alternative money, which I was thinking as being like EVE from BioShock and you could purchase upgrades with it. I had about 3000 and bought two things worth 1000 each and then thought I shouldn't have spent that much (most things were around 15-50)."
"3991"	"(2013-05-15 (22)) This guy and I had some friends. I was going down a path at some point and Ezra and some others pretended they were zombies and then I was like 'you're slow', 'you can't touch the pavement' 'you can't climb' etc as we walked away from them. I climbed these ropes which were stretchy. One felt weak and it was really high so I got off. The some girl friend of ours went crazy and all these people were after us. The guy was now Leonard (The Big Bang Theory) and we ran. We ended up in this house with cats, kittens and this fat, hard cat in a wardrobe and I think they were sick. We got to this place and Leonard said we had to find this game called something like 'huku fuku hakka nad' and it was a GameBoy game. We found it and it had a picture of the Hulk on it. We had to assemble the player and win the game to defeat the bad guys. They attacked us and I ran into a small room with was like a safe room and emptied all the parts onto the floor. Leonard defeated them and then came to the room and I told him to get in and we assembled it together. It was a very tight fit. We finished assembling it and I tried to Google how to win the game but then they came again. They got us and I hid the game between my butt cheeks. Then it was some time later and we were in their community. At the beginning, Leonard had written a shorthand message to me but I couldn't read it. It kept expanding on a blackboard until it basically spelt out the entire plan before I understood. We pretended to fit in with them. They were a similar race to Macedonian and I pointed out that I was too. Someone asked if Leonard was my boyfriend and I hesitated wondering what the best response would be and then I said no, but she said 'so he is' and winked. I asked a security guy for a smoke and he gave me an extra butt and it made me choke and it tasted horrible and made my mouth dry."
"3992"	"(2013-05-21 (22)) I was staying in a hostel thing. I opened my suitcase and a girl saw my stripey pink pants and made a comment and I said they're soft and she tried them on and agreed. Dad and Ezra had a fight at a museum and knocked over a zebra and lost 8 bones. I had some Turkish food for dinner and then ate back at the hostel. I had a diary protected by a key which also needed answers to questions. People were desperate to see it. I knew Ted (How I Met Your Mother) and was in love with him. At some point Lily said that she 'noticed how cute Ted was, and had to go home with my toothbrush for a bit'. We were lying on a bed and heard a hiss. There was a big yellow snake that he called an 'adder'. The girl said 'don't act scared', but I threw the blanket over us and we lifted it up and the snake climbed on her. I ran and she followed. It was night and I was outside in a park with a bus shelter. I ran down one side and she ran down the other. The snake ran down the path towards her but ate a lizard."
"3993"	"(2013-05-31 (22)) I was somewhere where there was lots of water with various things to climb on. I got quite far and there was a congested tunnel. I waited for people to push through so I could go through myself. I heard people screaming and someone said there was a shark. We all hurriedly swam back and tried to climb on something. The first thing I found was too low down so kept going. The next thing I found was wobbly. I finally climbed on something and someone else was a bit lower. We saw a shark fin come and went towards the the person on the lower bit. The thing we were on lost balance and wobbled. It got distracted and I managed to find another bit to climb on. Then later I was in the car with Mom and I was telling her about it being a dream and it was a crocodile and she said 'and then it [did something] and something to do with Amelia' and I said 'yeah, how did you know' and she refused to answer but then finally said I talked in my sleep. People were making short films and I went to this place to watch one. We got into a 'cage' and then it was swinging and chucked us to the other side of the room (it was a ride). Ezra was there too and I laughed because he'd probably be freaking out. When it was done we left and I realized I'd forgotten my jacket which had my wallet and keys in it. I went back and had to run into the employee area to get back to it. They didn't mind. I bought a chocolate and it was £6. Later I was at a park. It was pretty and there was a huge water area which was green-ish. It was only like 1cm deep though. I was eating lunch. Sailing on the Seven Seas was playing on a radio and Mom and Darren said it was lame."
"3994"	"(2013-06-19 (22)) I held a school reunion at the old house. Some people there were people who were strangers, but I'm not sure if I knew them in the dream or if they were strangers to me in the dream. Dmitri was there and looked really hot. Eugene and Bradley were also there. People were sleeping over too. I put a glass in the fridge and there was a countdown from five and it exploded. Dad yelled and said to never put a glass directly in the fridge. Later, I went to the toilet which was facing 90 degrees counter clockwise from where it does face and left the door pulled to. I peed and went to wipe, when Dmitri started talking to me and someone else came along as well. Later, this girl and I got into an argument and she was being bitchy to everyone. Her friend was also bitching with her. Everyone was then gone except those two, and she was still carrying on and I turned around and started yelling at her calling her a bitch. She got up angrily and I had this butcher knife and I hit her and her friend with it, and then ate them. I went out to Dad and said I ate them ""not in a weird sex way"" and he started helping clean up the evidence. They had been on a mattress with blankets and had left some spots of blood. I put the blankets in a basket. I put her suitcase and stuff together. Dad went out to do something. There was a knock on the door and some salesmen were there. They gave me a card and a paper bag and left smiling. The card said 'to Izzy' and then had some crap about donating to poor people. They returned not long after and I gave it back and said 'sorry, not interested'. They were bothered by this. The girl's phone on was the bed and kept vibrating because a friend was ringing. There was a voicemail from me, which I'd left earlier, of me yelling at her. I took the suitcase and a bag outside, and got a few houses down but then I saw people from the reunion across the street and the salesmen coming back, so I left it and went back. The salesmen had gone inside, but I couldn't find them. Then there were kids in the house demanding donations. I was thinking this was ridiculous and that we weren't going to get away with this at all now. Then it changed to a father and young son. He had 'made' friends, but they had died. Then they were escaping from something, and the kid got new friends and a dog (all created) and then they walked away happily."
"3995"	"(2013-06-27 (22)) I was with The Doctor (David Tennant) and we ended up at this place where there were these mini volcanoes in barrels over the water. We had to win to prevent the volcanoes going in the ocean, which would be even more dangerous. We needed 11 and we had 11, but still had to answer questions. There was a buzzer sound and The Doctor pointed out that it was ""from Pointless"" at the same time. They asked what most people said came after 'Twinkies'. I said roll, because I couldn't remember what they were and she looked at me in confusion and said 'no'. A black guy called Nate asked me out and I agreed and then changed my Facebook status to 'in a relationship' and then I was like 'I don't even like this guy' and cancelled it and unfriended him. I was with Benjamin later and we were either dating or just flirty."
"3996"	"(2013-06-29 (22)) I was at a shop (it was big; smaller than Westfield, but it had more floors) and then I left and went to find a car. I couldn't remember where I had parked. Then it was like a game and zombies suddenly appeared. They were weird and green and slow. Then I was in a pub. Lots of celebs were there. Martin Scorsese was one of them. The guy behind the bar made a joke to me but I couldn't remember who he was. I saw Nathan Fillion and I said 'ooh, can I get a photo' and he was like sure and really chilled about it. He put his arm around me, tightly, and I took a phot, but he was out of shot. I went to find someone else to take the photo. It took a while to find someone else and Dmitri was dancing to the music. After they took the photo, this girl was like ""I LOVE him"". Then I turned to see Alexander Skarsgard with 'nerd Eric' hair and I asked for a photo too and then I woke up."
"3997"	"(2013-07-24 (22)) I was at The Janitor's (Scrubs) house, and there was like a party but in this shop area. He collected old books/art and fixed them up. He kept offline records of things people bought/what he spent (he also owned this shop thing) and noticed he was spending too much and he announced to everyone that he was quitting his job of being a janitor and doing something else instead. Then there was like an explosion and a panic in the streets. People were trying to get in and we tried to keep the doors shut. Then we either got on a train, or it just changed to being on a train [note: I watched Snowpiercer recently] , which was owned by The Janitor. There were a few other friends/acquaintances on there. There were about 8 carriages and they were separated by sliding doors. Each carriage also had a door to the outside which was open and zombies were climbing in; even though the train was going very fast. The Janitor knew of a way to shut the doors so they wouldn't open from outside. There was an emergency latch to the right of every door and we had to pull it towards us. There were 5 of us and I said that 3 of us would go through and start clearing out/closing the carriages and told one to stay behind and the other to trail us. It was mostly easy and then there was a whole bunch in the next carriage. A guy was standing right at the door and we told him to move because there were lots of zombies and he was being cocky and then it opened and they surrounded him. He got out, but I think he was bitten (or maybe just scratched). We only had these guns which shot arrows and they had a slight reload time. We were shooting them in the head, and had good aim. We cleared the carriage and kept moving. The carriage at the end had humans in it -- a teacher and children. We saw them climbing in. I yelled 'get off our train' but then a female 'friend' of ours was with me and opened the vent and said that they needed to close and secure the door. She somehow got in there and started doing it and then something pulled her up through the vent. I was like 'holy feck' and then a dog came in and it started attacking the group, but then I saw it coming towards me and I ran. It was getting through these holes below/above the doors. I got to the first carriage, where everyone was armed and waiting up high. I climbed up and waited with them."
"3998"	"(2013-08-07 (22)) Our IMDb film credits were up. There were lots of associate producers. Benjamin's last name was 'Demon' and listed above me so I was annoyed. There was also a guy called Philippe."
"3999"	"(2013-08-07 (22)) There was a new movie with Simon Pegg and Nick Frost. Frost's last name was also Pegg (which wasn't 'real' but was like a nickname that had happened before they met). It involved time travel. When Frost was a kid he had a toy called 'Pegg' and it was something that he liked and that was how he got the name. Pegg went back in time to stop it and see what happened but he died and then it showed Frost as an adult 'die' and Pegg was upset and crying and everyone was saying it was like the most depressing movie ever."
"4000"	"(2013-08-10 (22)) Benjamin came to London and we met up the same day. I was talking to him with no issues and was like yay it's finally working out. Then out of nowhere, he had a girlfriend who was American. She was blonde and wore lots of makeup. I didn't like her at all. I put up with her, but when she came and they went to kiss, I just walked on ahead and didn't look back. Then they started getting really into the PDA and I just walked off. We were in a shop or something. Benjamin dissed me for playing Pokemon at some point and I said it was only because he hadn't played it. There was a weird thing with ropes and you had to climb to get to different shops and displays. I did that for a while and then checked my forum messages. Benjamin sent me one saying his girlfriend had broken up with him saying that it was my fault and she had sent me a message saying the same thing and said 'yes, you guys might be perfect for each other and you might always be interesting to him and he'll never be bored, but blah blah'. I messaged him saying I never said anything to her and I thought she was a 'personality-less bore' but was perfectly polite. I thought he'd chuck a spaz over that, but he didn't. He didn't seem too upset."
"4001"	"(2013-08-10 (22)) Lydia posted a status on Facebook saying she got in trouble for having lesbian porn and videos of her and her girlfriend having sex on a USB. I thought it was TMI. I was watching Supernatural and Dean's girlfriend was crying at him. It was an emotional scene and she had to sacrifice herself for something. She had to become a vampire. It turned to day and she was burning and threw herself in a fountain, falling a few levels to the bottom. I don't know what she had to do but then I was there too. People were coming in and we went outside and she wasn't a vampire anymore and hid behind a statue. I climbed up to the roof to lie on this thing sticking out, but it wasn't hidden enough so I climbed over a fence and went out the front again. Then I was at some performance thing. I was sitting with people from school at a cafeteria. Lydia was there and had found out I like Eugene and she had pretty much told everyone and I was avoiding him. Then I was with Benjamin and we went to the performance. We were sitting together at the end of a row. Colin Mochrie was in the row next to us and there were some other famous people. Some people from FilmForum were there too. SuperGuy was behind us -- he had dreadlocks and gold teeth and looked sort of like an early 20s drop-out addict -- then someone was next to him and then FlyingSquirrel was supposed to be sitting at the end, but a girl was there. She got up and then FlyingSquirrel came back and he was kind of hot. Benjamin was pointing out some of the others, as well as Local and Gunnar. People got umbrellas out and I wondered why there were umbrellas and then I saw the show on the screen with umbrellas and water came from the ceiling. I was wearing my orange beanie and I laughed and Benjamin ducked under another umbrella."
"4002"	"(2013-08-18 (22)) Stephen Merchant married Rose Byrne and I was peed off about it. There were pictures of them kissing and moving in together. They hadn't been dating very long and Stephen had asked her and she said yes. I was thinking 'I knew I hated her for a reason!'."
"4003"	"(2013-08-31 (22)) I was at this like 'camp' and we had a hotel thing, but it was in the middle of a village and it was run by the same people. I think I had bought the McDonald's? Except it was like a supermarket and I owned like half of it/invested in it or something. We had to line up and we were at the end of the last queue and I said ""I thought it would be a good idea to invest in McDonald's, because you know it's not going anywhere"" and joking about having to line up. There was something weird going on there, like people were going missing. I was with Dan Palmer, and we were investigating. We went into one building where we thought the dodgy stuff was going on. I can't remember why, but there ended up being a lot of severed fingers [reference to Stalled] - I think there was a 'rite of passage' and people were turning into something else and part of this was having their fingers severed. We managed to escape from there and went back to the hotel. One lady kept going on about needing lights in the bottom row of the store and continued going on about it even at the hotel. We went back to our room, which was next to their room. Dan got into bed and I reached over him to reach something and he grabbed me and I laughed and jumped back. I got onto the bed and leaned over and started kissing him. I went on top of him and I felt him get hard. We took our pants off and started having sex. I heard some noises and could see shadows of people behind the door and I tried to tell him, but he waved it off and we continued. I woke up part way through."
"4004"	"(2013-09-05 (22)) I had this box thing and the only way to open it was using high temperatures. I was running and then I jumped into the water. There were all these danger/warning signs because it was hot there. I started swimming to the cooler side and stopped when it was tolerable. A friend or something came to help me and then I died. Then it was 2 years later and I was like a ghost. Apparently what I'd done had something to do with work and Howard wasn't letting me out of the contract. I complained to someone that I'd died and he was still keeping me here and he heard and I went invisible and walked away as he started yelling at me. It was Independence Day and I realised I'd forgotten and had also forgotten my birthday the day before. I was at an office building which had a weird elevator with multiple sections. I ordered a water from a little booth thing."
"4005"	"(2013-09-06 (22)) I had another job that I went to two times a week. There was a small platform for the tube with only one carriage door. It was always late. I got to the place where the office was and Howard was there and said 'you're here early' or something and was wearing his Pink Floyd shirt and I said 'I have the day off' and he said that he had a 'job interview for the first time in years' and he walked into McDonald's and I went up the escalator. I went to eat and asked for this salad but the lady said I should get the chicken because it's healthier and it was like £9.80, but I said ok. I ate it quickly and then ran to the office and was like 15 minutes late. I signed in and someone asked me when I got there and they said 'you should've been here early, you missed [some amusing incident] '. I said the tube was always late and he said that he knew. It was a place where they made all these inventions. One was a scent detecting lock. Another had a cupboard that looked like it had shadows on it, but it opened to nothing except shadows (I think it had something to do with invisibility). I sat at my desk. Each desk had a curtain that could be pulled 3/4 the way around. I had a pink rabbit vibrator in my drawer and I put it in my bag to take away. I got up for a bit and later it was gone, as well as some other stuff. Someone had put a bunch of stuff in a fridge/freeze and it was in there. I quickly took it before anyone saw. There were also a few other things in there. The girl that had done it was sleeping and I wondered if she had been sleepwalking."
"4006"	"(2013-09-15 (22)) Had a text from Kiersten saying 'hey chic' and said Beatrix had said I was really noisy after 11pm. I also got a message from Benjamin saying something like 'I should've told you by now but I'm still a virgin'. I thought it was an odd comment but I was glad that he was and wondered if he'd told me because of that."
"4007"	"(2013-09-19 (22)) I went to a second 'FrightFest'. I had a full pass but it was a different image. There were not as many films and didn't go for as many days. I was seeing Stalled again. The cinemas weren't enclosed and it was like a screen, some chairs and then two rows of chairs right at the back. I saw Dan Palmer and some other people involved there. There was a girl second from the end in the first row and I sat next to her, but didn't sit entirely on the chair. I asked if someone was sitting there and she said no and she seemed friendly. I got comfortable. Something was playing on the screen but it was like trailers and interviews. Something happened and Dan got on a bike and was chasing after someone. I had something and he took it off me and I was squeeing inside and Christian James and the girl started recording it -- he recorded with his phone and she recorded with her iPad. A fat guy was there too. Somehow I got involved with the short film and then it was edited and done. We missed the film though. Dan was walking up to me and I was getting nervous and excited. He was just chatting to me about stuff. They also got my name for the credits of the short and I was excited about getting something else on IMDb and being right under Dan's name on the short."
"4008"	"(2013-09-23 (22)) I went to this place with a group on a tour thing. There were footprints in the wall that were massive but were David Bowie's. There were hands of celebrities as part of the decor as well. I went to the place where they were filming Stalled except it was like a classroom. They set us up so we were sitting along the wall. I was looking for Dan Palmer. Somehow later, I was talking to a lady about a project and she said yes and then I went to a place and opened the door and went in and Dan Palmer and Christian James were there. I said 'she said yes' and we all sighed with relief and it was a producer for a film/TV show we were doing together. The place was empty and square with a rectangular shaped kitchen to the side. Christian James got a blanket thing and folded it up in a corner like a bed, then got this sheet and stretched it over the kitchen. I wanted a bean bag for the corner."
"4009"	"(2013-09-24 (22)) Bullfrog was my boss. He had recently taken over my work (which I think was a supermarket). He was really tall and slim and bald and spoke perfect English with an English accent. He was always mean to me and had cut down my hours so I was barely working. There was a poll about who the killer in Friday the 13th was and 60% of people had voted for Jason Voorhees and I complained because it was his mother and Bullfrog started attacking me for some reason. I fell down some stairs and was lying on my back. I was shouting at Bullfrog and he stabbed another guy. As he was pulling out the knife I was like 'just do it!' and he stabbed me and chopped my head off."
"4010"	"(2013-09-25 (22)) I found a short film that Dan Palmer did. It kept becoming real life though and Co-Worker-F-06 was in it and she was with her boyfriend. We were using this room, playing music which was The National. I was playing GTA V on the TV. There was a pool just outside. Some other people came and looked like they were going to turn the music off and I said ""don't even think of turning the music off"" and this black guy looked at me like 'whatever' but I just stared angrily and his face softened. They didn't do anything. Co-Worker-F-06 stripped down and went for a swim. Later, she was talking to some guy with her boyfriend and he asked her who he was and she said 'my brother' and he was like 'what'. It was her breaking up with him. Later I was going back to somewhere and went in and there were zombies everywhere. Then it was back to it being a short and it had been a really tense kind of build-up and you wanted to know how it ended and then it just turned to zombies. I really liked it and gave it an 8/10 and favourited it on FilmForum. Jordy had watched it ages ago and had posted a positive review. The short had been made years ago but was only recently added to IMDb. I was thinking that those guys really loved their zombies. There was also a glimpse of Stalled at the end and Dan Palmer looked really hot and I was excited about Stalled. Also at some point I was on the Eiffel Tower and you had to win tickets from games to get higher. I got a burger and it took me 2 hours to eat it. When I realised how long it'd been I wondered how it was still warm. People kept talking to me and annoying me."
"4011"	"(2013-10-01 (22)) Dan Palmer joined the forum. His username was Dan Palmer. He posted on the Welcome thread with a nice little introduction and said his birthday was 7 Jan 1978? Maybe the 9th. Anyway, he posted on a few threads and I was worried about him seeing my posts about him. Benjamin sent me a message on Skype saying like 'he sounds like you' because he'd said 'I'm awesome' and similar stuff in his intro."
"4012"	"(2013-10-02 (22)) There were zombies. I don't really remember what it was like but we'd had some massive fight against them where we felt like we were safe and went to sleep. We were in this big building which didn't really make any logical sense, because sometimes it was like a massive mansion or an office or a mall. I woke up and heard people. I looked outside and saw normal people just doing normal stuff. I went to find my friends. I looked in a room and saw a hand lying on the floor from behind a desk. I went in and Hank (Breaking Bad) was lying under there sleeping. I shook him and he said like 'that was the best sleep ever' and I nodded and grinned and then said 'there are people outside'. I opened the curtains and outside were tons of people coming into the building. It was like there were no zombies/nothing had happened. He went to find his mate by opening the drawers of the desk. He wasn't in there. Two cupboards were at other side of room. I opened a drawer and he was sleeping in there - it was Simon Pegg. He jumped out and we explained and went to investigate. Outside the room it was now a mall, and tons of people were coming our way. I was doing like karate poses when they came near but realised they weren't zombies. People were running shops etc. We went to one shop and Silas was yelling at the lady about a 'doll rack' in the back and she was like 'how do you know about the doll rack' and I said exasperated 'someone told us about it, please would you just check if it's there' and she went and checked and said yes. I didn't know what the relevance was. Then there was something about a 'vampire' thing and there was a container of these like bottle holders, but they were squishy and had like bubble wrap on the inside. One had fangs on it. They were like £53 pounds or something though because it was some charity thing. I wasn't sure if that's what we needed but I was like 'too bad it's so expensive'. Someone said that centuries had passed after the zombie invasion had died down but I didn't think that was right because no-one was acting like a zombie invasion had happened."
"4013"	"(2013-10-15 (22)) I was at a table in a restaurant (like a big one, ball room type of thing). It was a place where some play or something was going on. The other people at the table were the actors in it.  I think I was friends with one of the actresses. Then I was at home and I lived with Dan Palmer and we had a son who was about 5. We were in bed and I was waking up. I was on my back and he had his arm over me, sleeping. It was our son's birthday or something and we were in his bedroom and Dan was joking around as you would with a kid and then gave him a Caramello Koala from behind his back which was apparently his favourite chocolate. And I continued joking around like 'gasp, he doesn't like Caramello Koala's' and then I pulled another one out from behind my back. The kid was really happy about it. Also the Caramello Koala's were more like small Easter bunny chocolates with just tons of caramel in them. Then these 'officer' types came and demanded to look inside and we let them. They looked for 'illegal' animals, like you needed permission for all the animals on your property and I was like 'what if a random animal just wanders in', but apparently that was ok. I looked out the window and there was this bizarre lizard creature, it was like two animals together; one was this lizard thing and the other was brown and had a long neck and a sort of ET looking face. The lizard had an iguana-ish face and would drape itself over the brown thing and it would like carry it along. I said 'we don't own THAT' and they were like 'yeah we know'. Then there was this species of chicken which was pretty but dumb. They gathered us all in the backyard (which was massive and there were a bunch of other people but I don't know who they were). They tossed forks in front of the normal chickens which picked them up and the stupid chicken just started running around like a fool. They wanted the other chickens to attack it, and they started chasing it around. I was like 'I don't want to watch this' and gathered my son and Dan and we went and placed ourselves in a position to not see it. Another lady had done the same with her son and on the way to the place to sit she looked at us in disgust and was like 'I'm not subjecting my son to this' but I was too sad to have a go at her. I had the feeling that the son was confused and not bothered about the whole thing and I was thinking 'I hope he doesn't end up a serial killer'."
