"n"	"dream"
"1058"	"(2007-02-10 (16)) Poppa gave me a house in 'Great Expectations'. It was basically a shop and my computer was next to a cash register. I said ""I don't like it"". I was at a dinner with Mom and some others and they were talking about when I was little."
"1059"	"(2007-02-10 (16)) I was at a beach. It was dark and I fell into the water. I got to the edge and Spaceman was there, close to falling in."
"1060"	"(2007-02-11 (16)) I was watching Ghost Ship, except Sandra Oh and Isaiah Washington were in it. There were big waves. I was saying how much I love movies with waves and boats. That girl from Dorm Daze was in it (the one that looks like a rat)."
"1061"	"(2007-02-11 (16)) Mom and Darren picked me and Ezra up in Darren's car. We went to this big house. Darren went off into this dark part outside. I went to my room. The 217 lady (The Shining remake) was in my bed. I was trying to scream, but couldn't and she started getting up. I found Mom and she went to my room and nothing was there, but the sheets were messed up. I peeked in later and she was there again. I looked there again later and there was another girl in there and she had burnt legs. Mom saw her. She woke up eventually. Then I turned into her and I was naked. I ran to Mom and Ezra holding and hiding my genitalia. I was skinny, but had a little tummy and I was like 'It's nice being skinny'. This girl had been gone for 25 years. She had been anorexic but then had gotten fatter. I was then at school and I sat at the bench. I was wearing a shirt of Dad's. Ezra was putting stickers on it and I was saying ""I always have dreams about the 217 lady""."
"1062"	"(2007-02-13 (16)) I was at Mom's. She did my hair etc. Then I went home. I was playing with these hair dyes. There was a purple one and I was taking pictures. I realized I needed to wash hair and I called Mom and she got me and Ezra. We went to this caravan which was next to Samantha's house. There were Christmas presents there which Dad had got. He had got me three puzzles. Then we were at Mom's house. I put on my Spongebob shirt instead of my school shirt by mistake. We went to McDonald's for breakfast and Ezra was like ""Not again!"". [That morning, we got McDonald's for breakfast, and Ezra basically said that] ."
"1063"	"(2007-02-13 (16)) I was in a car. Nana and I were in the back. Jeremiah and Eugene were in the front, with Eugene driving. Eugene was telling Jeremiah what to ask me. There were snowflake things forming on the window. Julius ran past the car and I said ""I know that guy!"" and Nana said that he was good-looking. There were weird clouds. There was an ice looking one that looked like a swan. I told Eugene to shut up and he said ""You shut up"" and I said ""You shut up!"" back."
"1064"	"(2007-02-13 (16)) I got an email from Woolworths saying that job applications weren't getting sent due to a bug in the system."
"1065"	"(2007-02-14 (16)) I had sport. Evelyn was wearing those hats that swimmers wear. Calvin was there. Ms Braun put on a movie. Noah Grey-Cabey was in it. I said ""He's in everything"". I had another class and Dmitri and Seamus were there. Dmitri was hiding in a corner. Eugene was somewhere."
"1066"	"(2007-02-14 (16)) Ms Solomon left early but then realized the siren hadn't gone, so she walked back. I had all these 'fun' classes like computing."
"1067"	"(2007-02-14 (16)) I wrote this note about Heroes and stuff and signed Peter Macabre. Some Native friend of Ezra's (that I made up) found it and was talking about it. I didn't say it was mine but I took it off. I thought I'd written stuff about Dmitri and Milo Ventimiglia, but I hadn't."
"1068"	"(2007-02-14 (16)) Someone bought an American Nintendo 64. I was excited about it. Dad was there and we were going to play games."
"1069"	"(2007-02-14 (16)) I was out the back. I thought I saw Diabla in the pool, but it was another black cat. All the cats were out there except for Diabla and Kiki. I was confused. Dad was supposed to take them to the Cat Haven. I had done some analysis of my dreams (symbol interpretation). I was upset because I didn't take the dead cats out of the pool."
"1070"	"(2007-02-15 (16)) I was in a classroom. I was next to Seamus, who was next to Theodore, then Calvin, then Elijah. There was an annoying girl behind me. Samantha was friends with some boy that Seamus didn't like."
"1071"	"(2007-02-15 (16)) We were in a car and it wouldn't brake and then it stopped altogether. I had to walk. Mom disappeared. There were Jamaican people in a car and they tried to kidnap me."
"1072"	"(2007-02-15 (16)) Mr Quinlan was pretending to be Ms Braun."
"1073"	"(2007-02-16 (16)) I was at school. I had cooking. Ezra, Calvin and Eugene were also in the class. There was flour and something about prey. Someone said something about women handling pain better. I was making some alcohol thing for this girl. I was talking to Ezra and he said ""You're only doing this class because of Swamp Boy!"" I was then at a computer and Calvin was sitting next to Madelyn. I was sitting over the other side. Calvin and I went somewhere. There were really high trees. I was holding this long branch thing and swinging through the place. I freaked out and I got off, leaving with a fear of trees."
"1074"	"(2007-02-16 (16)) I was at a shop and was logged onto something. Dmitri was logged on also. There were math problems. I was at the shop looking for shoes, clothes and a school bag. I forgot my phone and no-one knew I was there. A lady asked me how much a bag was. There was a cool bag there but it was a girl bag. Harlan popped up and started talking to me. I told him to get lost and that I couldn't stand ""looking at his ugly head"". He kept following me. He said he liked me and I was absolutely disgusted. He offered me a lift and I refused. I couldn't work out how to get out of the shop."
"1075"	"(2007-02-16 (16)) I was at Mom's and some dude sent us some money and something else. He was promoting a school that he created. I told him that I'd tell everyone about it and that it would do well. After two weeks he came back and complained. I said that you had to wait longer. Mr Reilly was saying something about the end of the year and that he looked forward to $7200. There were rides at this place and Charlene was there. Then I was at this place. The staff were all robots and robots had taken over everything. I was watching this movie where this guy went into this rocket before it exploded and he was trying to push the bomb and himself out. Mom and I were in a car. It was controlled my robots. They were putting the windows down and unlocking the doors. We decided to crash the car, so Mom went through a red light but we only got a little bit smashed and were upside down."
"1076"	"(2007-02-17 (16)) I was at a shop and this reporter guy got shot. He was then replaced by someone else. People were jumping on the new reporter. Ryan Cartwright was there and was dressed as a girl. This guy told Dad and I to go to this weird shop. They had a few horror movies. When we entered the shop our ears popped and they hurt for a while. We bought a heap of movies the second time."
"1077"	"(2007-02-17 (16)) Kate (Lost) was lost and she arrived somewhere in the future. These people were building shrines and huts."
"1078"	"(2007-02-17 (16)) Some dude called Tom was dating on the net."
"1079"	"(2007-02-18 (16)) Mom, Ezra and I were in this boat, which was a blow-up one, and she 'crashed' it over this bridge and it landed in a pool. This old rich guy pulled us out. He was really strong and only used one arm. I hated getting photos taken with friends. But I went in this one photo with this friend of Mom's."
"1080"	"(2007-02-18 (16)) Calvin wanted to buy a house but needed someone to live with him, so I moved in. I was rearranging the lounge room. There was small TV and some movie playing."
"1081"	"(2007-02-19 (16)) I was getting ready for school. Jake Johnson and someone else were there. We had pancakes for breakfast. Mom was going to catch a fish. We had a ticket for something to do with Milo Ventimiglia. By the time we left it was 8:15 and I said ""I'm not going to school"". Ezra was around too."
"1082"	"(2007-02-19 (16)) There was this 'witches' boat or something and they went to stop people from doing something. Two of them got 'cut' in half. Some people on board killed this person. This reporter was asking why there was blood. This girl said that it was ""from the whales"" and started crying."
"1083"	"(2007-02-19 (16)) Dad lost his wallet in a carpark. Ezra and I were looking everywhere. Spaceman had x-ray vision. After a while, I found a wallet, which turned out to be his."
"1084"	"(2007-02-19 (16)) Ezra was watching a movie and it looked like he was masturbating with a kebab."
"1085"	"(2007-02-20 (16)) The school was at the beach. Harlan was there and I was complaining to Calvin about it ""What's that disgusting thing doing here?"". I was in a car with some girls and Spaceman was there and I said ""That's our cat!"" and the girls were asking why it was named after Jason Lee's kid."
"1086"	"(2007-02-20 (16)) I was little and was near 'home'. There was a guy being weird so I was trying to get behind the gate. It was raining. I finally got in and the guy went after this other kid. Mom and Dad were in the house."
"1087"	"(2007-02-21 (16)) Eugene was talking to someone about Seabird and I said ""Seabird? I love that place!"" He said ""You go there?"" and I said ""Yeah"" and he said ""Really?"" and I said ""Yeah"". He said ""Really?"" again and I said ""No, I'm lying""."
"1088"	"(2007-02-21 (16)) I went driving in a carpark. All these fast red cars came. All these people came too. Mom, Ezra and I went outside. This old, ugly British guy was there and he and Mom were going out. I was trying to go up this hill. Mom was talking on the phone to someone. The person she was talking to blew up. This old lady was trying to organize this wedding and there was a canteen nearby that you bought wedding rings from."
"1089"	"(2007-02-23 (16)) The Earth 'died'. Dad and Ezra were at home. I was trying to lock the door, but only the chain was working. I had to stop people coming in (there were some people left). Dad said we only had to worry about that for a few more weeks. It was hard to lock the door when someone came, because they would try and barge in. I was upset because I wasted most of my life at school and was annoyed that I was never going to do anything. I was then at Mom's. Some band was playing nearby. Margarita was outside and I slammed the door in her face. Later she tried to hurt me through the cat door. I was friends with some of the band. Then I was someone else. I liked one of the guys in the band. This girl was going to have sex with his virgin brother, but she had her period and said ""How about Tuesday?"". 'I' was kissing some guy. This doctor guy shot himself. These soldier guys came. I went to a shop with Mom. This evil dude tried to get in the car, but I drove off. I 'fell' over curbs and stuff, but made it back."
"1090"	"(2007-02-24 (16)) I was waiting for this ghost guy. I got Mom to wait with me. He eventually showed up. He looked human but was green-ish and had a few different features. I said ""I thought you were going to be a lizard"". He liked playing Super Mario 64 and Mario Kart. He thought that it was easy to beat Bowser."
"1091"	"(2007-02-24 (16)) I was at a shop and Eugene was there."
"1092"	"(2007-02-25 (16)) I was at some place. Mom and Darren were kissing in this room and I think they were going to have sex. So, I left and was looking around. I found this theatre place and there were all these cool little places in it. Eventually Darren and Mom came out of the room."
"1093"	"(2007-02-25 (16)) I was watching a movie and this girl was evil and dead. She was inside a plant in this courtroom. Someone said ""I don't want this girl!""."
"1094"	"(2007-02-27 (16)) I was at school. Someone got scared by a snake. Niels from Physics was at our bench, but it wasn't actually our bench. I was thinking 'What the hell is he doing there?'. I opened my bag and there was a snake. We all freaked out and ran. Samantha was in front of me and I got stuck at a tree and fell behind. Mr Norris stopped me and told me off for running. Everyone calmed down and Samantha was talking about Burke (Grey's Anatomy) and I heard ""so hot!"". She saw me and started talking about Eugene. She was saying how much I liked him and I was like ""What the flip?"". Calvin was being gay."
"1095"	"(2007-02-28 (16)) We got our Intro Calc tests back. I got about 4/50 and Eugene got 14 [in real life, he got 14.5] . He was really annoyed. The others did badly too."
"1096"	"(2007-03-01 (16)) I was at Nana's and Eugene was going to be there. Nana was annoying me about him. She saw Darius, because he came too, and said ""Is that the one you like?"" and I said ""No, I don't like either of them"". We were sitting at a table and Eugene was sitting next to me with his feet on the table. He was reading and he kept 'making' me write. He was asking me questions such as ""Where's the toilet?"". I was making a game?"
"1097"	"(2007-03-01 (16)) I was at Ms Vickers's house? These bad guys where coming to see her. She gave me some stuff and told me to leave. I got out just in time. The bad guys were coming around a corner. I went to the carpark. These other bad guys were there and they wanted my keys. Ezra and I ended up in a car. He was telling me to open it up and fix it. And I said ""I don't know what to do!"". Mom came and we were both complaining to her."
"1098"	"(2007-03-01 (16)) Calvin saw Eugene's accounting book in my bag and he asked what it was. I said ""Oh, that's my accounting book""."
"1099"	"(2007-03-02 (16)) I was at some place with Mom and Darren. We were running away from these people. We drove off. I ended up at this bar place. We were trying to hide in the pool. We had to hold our breaths for a long time. There was a competition where you held your breath and the time corresponded to certain years to do with movies. Ezra won a certificate and all."
"1100"	"(2007-03-02 (16)) I was at school and I had computing. There was a big chair and a high computer somewhere. Eugene did something and him, Darius and Jeremiah went down this tunnel. Calvin, Evelyn and I were sitting on a long bench. I was sitting on the edge, then Calvin, then Evelyn. Darius sat next to Evelyn and kissed her. Calvin and I were trying not to laugh. We had all done stuff in a movie or something. There was some party thing and I was trying to find photos of Eugene. I was on this Sims 2 website and I found this guy who had made a Sim of Dmitri, but it had pink hair. He liked cricket and I was thinking that Eugene likes cricket."
"1101"	"(2007-03-03 (16)) We got our essays back. I got 83% and a level 7. I was quite pleased, but Bradley got 90% or something and a level 10. Eugene got the same as me. Ms Solomon said that my ""vocabulary wasn't very big, like Weezer"". I was on a computer. Eugene was behind me. Later, I was trying to cover up stuff but I couldn't. Daryl was on the page, etc."
"1102"	"(2007-03-03 (16)) The orientation thing at McDonald's was at 2pm, and it was nearly time. We went to a shop to get me a shirt. I couldn't find one. I went to Mom's and she said she had a shirt for me. It was actually a really ugly jumper. It was then 2:30pm."
"1103"	"(2007-03-03 (16)) I was at school but was going home because Clayton, Nicolas and Ezra were at Mom's. I got in the car and Ezra and Nicolas were going to come back, so I stayed. Dad was annoyed. Clayton was upset because they left him."
"1104"	"(2007-03-06 (16)) I was at school and I had English. I was away when they started something. Ms Solomon was pulling people out of a hat to pair up with and I got Chriss. I was trying to swap. I saw Dmitri. I was watching a movie and this girl was looking up at a boat. These bad guys were named after some group of people on a poster on a boat. There was something about Luxembourg."
"1105"	"(2007-03-06 (16)) I was watching an episode of The Outer Limits with Scout and Jem in it. Dad and Ezra wanted to watch From Dusk Till Dawn. Mom came over."
"1106"	"(2007-03-06 (16)) Dad's keys weren't working in the door and I didn't have mine."
"1107"	"(2007-03-06 (16)) I was doing something and Mom asked about what Ezra was doing and then said something about me ""host for Pritchard"" or something. I was annoyed."
"1108"	"(2007-03-07 (16)) I went to this private school in Russia so that I could steal some uniforms. I had to get two lots, one for me and one for Ezra. Mom was there. There was a stain on a pair of the pants I took. I went back there later to speak to the principal and he didn't catch on."
"1109"	"(2007-03-07 (16)) Mom crashed into this light and then she turned into Dad. Police didn't something. There was something about a jumper. I pretended to something."
"1110"	"(2007-03-07 (16)) I was at Mom's house and there were all these black people. Ezra was there. I decided I didn't want to stay there anymore."
"1111"	"(2007-03-07 (16)) I was at a shop and I think I worked there. I kneeled over some glass. I got glass in my knee and it really hurt. I had to squeeze it out. I asked for tweezers and a dust pan brush but we couldn't find any."
"1112"	"(2007-03-08 (16)) I was at Nana's. Then it was home. Dad was there. I wanted Mom to pick me up."
"1113"	"(2007-03-09 (16)) I remember Eugene, but I don't remember anything else."
"1114"	"(2007-03-10 (16)) I made a movie called 'Requiem'. Ezra, Mom, some dude and I were watching it."
"1115"	"(2007-03-10 (16)) I was at some place and some of it was on fire. I asked Mom for a car, but we couldn't call out. She let me use the pickup. I was then in this building and Eugene and Darius were walking up these stairs. Eugene was wearing a Spongebob shirt. I escaped through the roof. This building hadn't been destroyed yet. Ezra and his friends started chasing me. I went to a canteen and it was closed. I asked for water, but they only had this can one which was yuck so I asked for chocolate, but I ended up with one of those things you hang your keys on."
"1116"	"(2007-03-10 (16)) I was in a classroom, which I think was my English classroom. This teacher asked if anyone went to the Little Britain thing last night. I said ""I went there!"". No-one else put their hand up and I noticed that Eugene didn't."
"1117"	"(2007-03-11 (16)) Something happened and there were only a few people left alive in the world. Ezra and I were living in this little hut thing inside a chicken pen. We met with this black guy called Tyson. He had a motorbike. We were trying to save chocolates because they ""might be worth a lot soon"". I was going to text Calvin."
"1118"	"(2007-03-12 (16)) Calvin and I were in some place that had high buildings. They had different names for different heights. I wanted to go the '10 million' one. But Calvin wanted to go to the '12 million' one. We used a tray to float down. When we were up there I said ""This is too high!"". There was this room and these apples were coming through the window and the door and they were getting bigger and filling up the room. It showed them coming through one at a time, so it was jerky looking."
"1119"	"(2007-03-12 (16)) I went out the back with Dad and Vivian. I was talking and then I realized that they were preoccupied so I looked over and noticed that they were reading my diary. One entry said 'Dmitri is very hot!'. At the start of the diary I had written stuff about Daryl. Dewey was there too, but his last name was spelt 'Kirchs' but had Kirsch next to it. I looked away and looked again to check if it was a dream but it didn't change. I got up and ran inside. That Japanese guy from Alias was there. Then we were outside again and he was chopping us up. I said ""I'd rather do that [getting chopped up] than face people now!"". I was then at Mom's and she had a coconut roll. Darren knew about what had happened with the diary."
"1120"	"(2007-03-13 (16)) We went to Little Britain again. Someone was talking about some bra. It was completely different. David Walliams was talking to some guy. He went on the stage and had to blow his nose and get rid of this thing. He was then talking about something boring and was taking forever. Dad complained and Ezra asked why it was taking so long."
"1121"	"(2007-03-13 (16)) Dad went to this guy's house. Scarlett Johannson and some girl lived there. He was getting drugs."
"1122"	"(2007-03-13 (16)) I decided to have my day off and then Ezra wanted to stay home too. Dad was annoyed."
"1123"	"(2007-03-14 (16)) I was at school. Calvin and I were at the bench. Alessandra sat down and I rolled my eyes and said ""Oh, great""."
"1124"	"(2007-03-15 (16)) I was somewhere with Clayton and Ezra and Nicolas came by later too. There was this really nice ice-cream. We were eating heaps of it, but were also throwing heaps out. While we were eating, I was talking. I ran out of stuff to say and ran out of ice-cream. Mom and Darren were there."
"1125"	"(2007-03-15 (16)) I was at this shop. There were lots of lollies there. Seamus was there and he opened this thing and all these lollies spilled out. I was at the counter and Elijah was miming what the dude behind the counter was saying. I kept saying ""Shut up Shiggan!"". Silas and some people were in a pool. I was trying to get around and I thought I had my period."
"1126"	"(2007-03-15 (16)) I had English, but it turned into Accounting. I was in the library. We were sitting inside the area when you first enter. Our bags were inside and Eugene's bag, which was empty, was on top of mine. I was trying to get a pen out of mine. Nick Frost was talking to us. He said that he'd be the first to admit that he ""fancied Jess"" (Jessica Stevenson). He went on to say how great she was. Everyone was like ""Whoa! Didn't see that one coming!"""
"1127"	"(2007-03-16 (16)) Ezra and I were wagging. Nicolas was hanging around. We had to run past Mr Norris etc. The next day, Dad found out we were wagging. Mom had been picking us up. The next day we went to this oval place which had a tennis court. Eugene came. He saw me and then left. We all had to run through these 'accordion' doors. There were these elevator things and moving blocks which we had to jump over. It was a big Phys Ed obstacle course. I ended up in this dark room which was mainly a big hole, but had platforms with beds on them. Mr Quinlan was watching over. Eugene fell down and Darius was trying to help him. I was reading his stuff and looking at baby pictures (though it was actually all about Rafe Spall) and it had his mothers name and stuff. Calvin text me to see if I was coming to school tomorrow."
"1128"	"(2007-03-16 (16)) I was talking to Daryl about Runescape. He was level 49 and I called him a noob and said ""Well you can't fish!"" and I said ""I'm level 64 fishing!""."
"1129"	"(2007-03-16 (16)) I was at Granny's old house. It was all gone, but there were lots of plastic bags and stuff."
"1130"	"(2007-03-21 (16)) I had a job at the McDonald's at Tuart Hill. I had worked there already. I got a job at a better one that paid more and I could work less. I went to the McDonald's to buy a burger. I got my pay slip which had $180 on it. I got an ice-cream too. I was then at school. Autumn was there. Darius was stalking Eugene, Calvin and I."
"1131"	"(2007-03-21 (16)) I went to France and some other place. I also went to the UK for a few minutes. There was a ship accident."
"1132"	"(2007-03-22 (16)) I was at school and I had one of the science classes. There was a new girl and she said ""I am awesome and have huge melons!"". Everyone was like ""ew"". There was a relief teacher and they asked me if I liked Nathan Nelson (I was thinking it was a cross between Dmitri and Seamus). I asked ""who?"". On the roll, there were dots for people the teacher thought liked each other. Mr Reilly had put me and Daryl together. I had asked a teacher for a yearbook a while ago as we didn't get one for Year 10 or 11 (I was Year 12). Eugene was in the class. Calvin and Sabrina were together on the roll. I tripped over this wall. My leg was twitching and Jeremiah was looking at it. Daryl invited me to his house and I went there. He gave me this farm-y looking shirt [Clark Kent like] . They had a big house. There were ghosts there. They had all these Pokemon pictures around. There was going to be a party there. There were photos of Daryl and he had a piercing and I was like ""ew"". Daryl tried to get me to drink and I refused. His mother said that he just quit smoking. I told Ezra about the dots but he already knew. I was trying to tell Mom that I didn't like him."
"1133"	"(2007-03-22 (16)) I was somewhere that I've never seen before (though I knew where I was in the dream). Poppa was working on a building. I had an 'epiphany' of that popcorn cartoon. I found this pyramid. It had this thing out the front which was mine. I went in and it was all my stuff. There was a tape in the video player. I pressed play and it was this Simpson's cartoon. Then another cartoon came on and I recognized the bear from the popcorn cartoon so I rewound it and it was it. It was only half cartoon and there was no popcorn music. Autumn was the bear and she was climbing through that pipe. I was thinking 'No way!'. We were on an island."
